X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_util_eff,major_util_eff_med,prop_qual_util_from_max,prop_strict_single_party,spat_char_corr1,prop_strict_elec_fail,spat_med_entropy3,spat_avg_entropy1,prop_qual_winner_smith,prop_strict_maxer_elected,spat_avg_entropy5,prop_strict_condorcet_paradox,prop_qual_single_party,major_maximizer_rate,major_util_from_winner_avg,prop_strict_unanimity,tangian_raw_uni_parties,tangian_adj_uni_body,prop_strict_unanimity_rate,prop_strict_condorcet_winner,spat_med_entropy5,spat_char_corr3,spat_char_corr5,major_vot_eff_n_cond_paradox,prop_qual_min_govt_size,prop_strict_winner_smith,prop_qual_med_pos,prop_qual_util_from_winner,prop_qual_min_govt_unstable,spat_avg_entropy3,tangian_raw_uni_body,major_util_from_max_avg,spat_med_entropy2,spat_avg_entropy2,spat_med_entropy1,prop_strict_util_from_max,prop_qual_nonzero_pos,major_qual_nonzero_pos,prop_strict_min_govt_elected,major_vot_eff_cond_eff,major_vot_eff_smith_eff,prop_qual_condorcet_paradox,tangian_raw_pop_parties,tangian_adj_pop_parties,major_util_from_max_med,major_util_from_win_med,major_strict_med_pos,major_util_eff_avg,tangian_adj_uni_parties,major_gallagher,prop_qual_elec_fail,prop_qual_maxer_elected,prop_qual_util_eff,prop_qual_unanimity_rate,prop_strict_min_govt_size,major_strict_nonzero_pos,prop_gallagher,major_strict_social_util,prop_strict_nonzero_pos,prop_strict_med_pos,major_qual_social_util,spat_agg_dist_corr,major_qual_med_pos,prop_qual_condorcet_winner,prop_strict_min_govt_unstable,spat_char_corr2,prop_strict_util_from_winner,prop_qual_min_govt_elected,tangian_adj_pop_body,spat_avg_entropy4,prop_qual_unanimity,spat_med_entropy4,spat_char_corr4,tangian_raw_pop_body
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_1""]","String7[""F1_3""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.9984927278346455],[1.0],[236657.98555400965],Bool[0],[0.0974640948344753],Bool[0],[9.98229675426322e-11],[1.9294133722178889e-10],Bool[0],Bool[0],[5.666782184931794e-10],Bool[0],Bool[0],[0.52],[4798.037422363186],[7],[0.0],[0.0],[0.14],Bool[0],[1.9876958133938788e-10],[0.07005762367134954],[0.15724245912261578],[0],[0],Bool[0],[0.0],[236183.34513185514],Bool[0],[1.1004077834207302e-10],[0.0],[4808.619308306021],[1.6782239099729397e-10],[2.475600306577073e-10],[1.36581850475453e-10],[236657.98733875336],[4],[17],Bool[1],[0.98],[0.98],Bool[0],[0.23004610400000003],[0.230046104],[4809.0911043308915],[4800.15664897722],[0.0],[0.9978001635522298],[0.0],[0.2533479426243679],Bool[0],Bool[0],[0.9979944035226895],[0.34],[2],[0],[0.09256600989058841],[4368.6321801922795],[3],[0.0],[4394.4444486278435],[0.04299867530484409],[1.0],Bool[0],Bool[0],[0.12182607744712656],[236301.27934172883],Bool[1],[0.2288692],[5.64863013007478e-10],[17],[4.0644819648731655e-10],[-0.05275959838287885],[0.2288692]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_3""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.9985686810421582],[0.999026513261506],[231236.48963253928],Bool[0],[0.38436882652314935],Bool[0],[1.322958747515985],[1.3421224730254336e-10],Bool[0],Bool[0],[0.6214136388883964],Bool[0],Bool[0],[0.44],[4732.498282103541],[7],[0.0],[0.0],[0.14],Bool[0],[0.6643391741352817],[0.39653430827093156],[0.4545622189000475],[0],[0],Bool[0],[0.0],[230575.70566849876],Bool[0],[1.3261784147685822],[0.0],[4751.091883244424],[0.6330030360087613],[0.6648774216021118],[1.3062069633257163e-10],[231236.51629302878],[4],[16],Bool[1],[0.92],[0.92],Bool[0],[0.23004822000000003],[0.23004822000000003],[4752.92403749968],[4736.431599599927],[0.0],[0.9960991229360431],[0.0],[0.11332389227343014],Bool[0],Bool[0],[0.9971423888803598],[0.36],[2],[0],[0.28916950978317674],[4339.325570606756],[2],[0.0],[4227.452159360171],[0.732988000447528],[0.0],Bool[0],Bool[0],[0.5213499710421406],[230905.54308351327],Bool[1],[0.23309959999999996],[1.317524214899915],[18],[1.3283691283853187],[0.5570819463718182],[0.23309960000000005]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_1""]","String7[""F1_3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.9978609595399486],[1.0],[231286.9993288929],Bool[0],[0.5720466317987877],Bool[0],[1.276404937041899],[1.0091821689940432],Bool[0],Bool[0],[0.6594765402458631],Bool[0],Bool[0],[0.66],[4759.583109738711],[3],[0.0],[0.0],[0.06],Bool[0],[0.6660502073485027],[0.8470204579945831],[0.2885601666333418],[0],[0],Bool[0],[0.0],[230625.8553742185],Bool[0],[1.2791510139589943],[0.0],[4769.577191143375],[0.8920847503076292],[0.8706024163885095],[1.011833493801109],[231287.01382481906],[4],[18],Bool[1],[1.0],[1.0],Bool[0],[0.230144108],[0.23014410800000001],[4771.982971284255],[4763.068573567866],[0.0],[0.9979082036548627],[0.0],[0.14934044146178221],Bool[0],Bool[0],[0.9971414564735899],[0.28],[2],[0],[0.01764107298324],[4362.698124509824],[3],[0.0],[4461.362092782739],[0.8600559243369641],[1.0],Bool[0],Bool[0],[0.150090322296073],[230792.2815443633],Bool[1],[0.21883560000000002],[1.4189560201542264],[14],[1.4324023174233436],[0.7240591584023011],[0.2188356]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.9999843832588937],[0.9995046111157366],[232248.88322421216],Bool[1],[0.21574185414455319],Bool[0],[1.3229882352348092],[2.0429993563183576e-10],Bool[0],Bool[0],[0.5783885009621401],Bool[0],Bool[1],[0.12],[4680.198491922808],[20],[0.548],[0.504],[0.4],Bool[0],[0.6309382227888995],[0.3991138575055516],[0.22692993640013592],[0],[0],Bool[0],[2.0],[232245.25625353062],Bool[0],[1.2734342309695874],[0.504],[4683.5732923326095],[0.5108571187461679],[0.5240325290667909],[1.811003203369978e-10],[232248.88322421216],[20],[20],Bool[1],[0.84],[0.84],Bool[0],[0.499943248],[0.499943248],[4683.552909790367],[4680.082369885432],[0.0],[0.9992797360836204],[0.548],[0.2358785565158478],Bool[0],Bool[0],[0.9999843832588937],[0.4],[0],[20],[0.6931089380465382],[4287.366988710886],[20],[2.0],[4287.366988710886],[0.5129045087137032],[0.0],Bool[0],Bool[0],[0.02689371096233426],[232245.25625353062],Bool[1],[0.499929],[0.9415702030155214],[20],[1.0470946999648363],[0.3658000006923033],[0.499929]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.9943598174428782],[0.9920013697069983],[222239.5697752367],Bool[1],[0.37613331957016416],Bool[0],[1.214665777621739],[1.2831342848162269e-11],Bool[0],Bool[0],[0.3077409954835435],Bool[0],Bool[1],[0.16],[4460.22204956513],[20],[0.234],[0.605],[0.4],Bool[0],[0.2910130024339982],[0.6823482950021584],[0.10042164470400422],[0],[0],Bool[0],[-2.0],[220986.09803028815],Bool[0],[1.1889327731057378],[0.605],[4535.408277815316],[1.0376201602236441],[1.0254632093145264],[1.0913085027329732e-11],[222239.5697752367],[20],[20],Bool[1],[1.0],[1.0],Bool[0],[0.489928496],[0.489928496],[4546.323441369588],[4452.803652256809],[2.0],[0.9835505870708618],[0.234],[0.04172601164741246],Bool[0],Bool[0],[0.9943598174428782],[0.4],[0],[20],[0.01556727490603287],[4517.474106582734],[20],[-2.0],[4517.474106582734],[0.8635396490522318],[2.0],Bool[0],Bool[0],[0.7049525790070214],[220986.09803028815],Bool[1],[0.5115180000000001],[0.8534512868616008],[20],[0.7806865944542314],[0.669201704956124],[0.5115180000000001]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.9989666216900215],[0.9997881734548073],[227408.2770410012],Bool[0],[-0.07507656926707347],Bool[0],[7.104174105531872e-11],[3.580195820944975e-10],Bool[0],Bool[0],[3.894627669567575e-10],Bool[0],Bool[0],[0.34],[4583.381903926786],[10],[0.534],[0.483],[0.2],Bool[0],[3.1481216813456014e-10],[0.35414475501299564],[0.1300365493999544],[0],[0],Bool[0],[0.0],[227173.27825999743],Bool[0],[1.31450759693967e-10],[0.483],[4588.90180269655],[4.6474851330921596e-11],[9.091913708984128e-11],[1.7811666494043383e-10],[227408.2770410012],[10],[20],Bool[1],[1.0],[1.0],Bool[0],[0.5003887920000001],[0.5003887920000001],[4588.772783129772],[4583.728853425867],[-2.0],[0.9987983634267621],[0.534],[0.1530730857597115],Bool[0],Bool[0],[0.9989666216900215],[0.2],[0],[20],[0.013312009014420017],[4030.5200276964583],[10],[0.0],[4030.5200276964583],[0.300214560973896],[-2.0],Bool[0],Bool[0],[0.3218193391559249],[227173.27825999743],Bool[1],[0.5001204],[1.5343969442403386e-10],[10],[1.1713881669383838e-10],[0.16502421883860519],[0.5001204]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.9999436656664829],[0.9997728009768485],[237447.53569379204],Bool[1],[0.1750922082783882],Bool[0],[1.167440628803449],[4.283952881217243e-10],Bool[0],Bool[0],[0.5312851806491331],Bool[0],Bool[1],[0.26],[4710.500184077356],[20],[0.304],[0.54],[0.4],Bool[0],[0.5325441759832262],[0.2608171056230449],[0.13645341153503573],[0],[0],Bool[0],[2.0],[237434.15924512345],Bool[0],[1.0335385444284242],[0.54],[4712.578081355772],[0.6080964847713837],[0.5993480685322041],[3.566742651851885e-10],[237447.53569379204],[20],[20],Bool[1],[0.94],[0.94],Bool[0],[0.4997031599999999],[0.4997031599999999],[4712.512302061812],[4710.753379162765],[2.0],[0.9995592871112932],[0.304],[0.18884840332923125],Bool[0],Bool[0],[0.9999436656664829],[0.4],[0],[20],[0.6791170738539858],[4370.107858629621],[20],[2.0],[4370.107858629621],[0.3559463398894723],[2.0],Bool[0],Bool[0],[0.20345781350383177],[237434.15924512345],Bool[1],[0.5004224],[1.1280395005918615],[20],[1.177039129006194],[0.16363570371219985],[0.5004224]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.99931029918167],[0.9983597865617917],[206736.16379781396],Bool[1],[0.27986255677413097],Bool[0],[1.386580613563155],[4.830528391772635e-10],Bool[0],Bool[0],[0.497915765859207],Bool[0],Bool[1],[0.22],[4530.898675461375],[20],[0.182],[0.8220000000000001],[0.4],Bool[0],[0.49175835050552097],[0.3761210569918881],[0.10230708024379093],[0],[0],Bool[0],[-2.0],[206593.5776964642],Bool[0],[1.3854032588454281],[0.8220000000000001],[4541.9443990745895],[0.8316242297531501],[0.8284668559518034],[5.091298920090213e-10],[206736.16379781396],[20],[20],Bool[1],[0.86],[0.86],Bool[0],[0.49196658400000004],[0.49196658400000004],[4545.2353101351055],[4528.499835232935],[2.0],[0.9975730372689585],[0.182],[0.06692258464823367],Bool[0],Bool[0],[0.99931029918167],[0.4],[0],[20],[0.01427418424989675],[4187.034959454679],[20],[-2.0],[4187.034959454679],[0.5762273757707725],[2.0],Bool[0],Bool[0],[0.2704908269068678],[206593.5776964642],Bool[1],[0.5343418],[0.9283405475984161],[20],[0.9289546928698103],[0.5461834092049586],[0.5343418]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_1""]","String7[""F1_3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.9988731253959692],[1.0],[235048.03233130233],Bool[0],[0.4875540633330288],Bool[0],[1.1570321219443456],[1.0108403831756019],Bool[0],Bool[0],[0.40637745144174964],Bool[0],Bool[0],[0.6],[4759.07446687618],[4],[0.0],[0.0],[0.08],Bool[0],[0.37625803420000914],[0.8221084216943254],[0.4146386600879024],[0],[0],Bool[0],[0.0],[234652.53174020245],Bool[0],[1.189024817957278],[0.0],[4768.895664735671],[1.0798953485638851],[1.0763178858329354],[1.0555682847059011],[235048.03233130233],[3],[20],Bool[1],[0.94],[0.94],Bool[0],[0.22116029999999998],[0.2211603],[4773.2853167919875],[4758.888659446596],[0.0],[0.9979447084038512],[0.0],[0.1803827671148217],Bool[0],Bool[0],[0.9983173626803972],[0.22],[2],[0],[0.020102305141450817],[4390.68619617593],[2],[0.0],[4476.2821945034575],[0.8986572352076894],[-1.0],Bool[0],Bool[0],[0.1613040659236698],[234783.16267294076],Bool[1],[0.225117],[0.9082605499094782],[11],[0.9913956449987797],[0.6371768441329668],[0.225117]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[1.0],[0.9994712821479406],[229502.15921335784],Bool[1],[0.009988409941905408],Bool[0],[2.569575302392817e-10],[1.5036687066798687e-10],Bool[0],Bool[1],[2.901014879254069e-10],Bool[0],Bool[1],[0.08],[4590.389994072324],[20],[0.6699999999999999],[0.534],[0.4],Bool[0],[2.7101438909335586e-10],[0.06611875315281818],[0.05022451382524586],[1],[0],Bool[0],[-2.0],[229502.15921335784],Bool[0],[3.611106219096527e-10],[0.534],[4596.465768920689],[1.3324883074760888e-10],[2.2201663133494606e-10],[1.1341372962722459e-10],[229502.15921335784],[20],[20],Bool[1],[1.0],[1.0],Bool[0],[0.502563384],[0.502563384],[4595.157644140279],[4591.565666415854],[-2.0],[0.9986797271340276],[0.6699999999999999],[0.15707350040029028],Bool[0],Bool[1],[1.0],[0.4],[0],[20],[0.011106958539582294],[4399.133879220143],[20],[-2.0],[4399.133879220143],[0.23617286322361783],[-2.0],Bool[0],Bool[0],[0.07234468749265655],[229502.15921335784],Bool[1],[0.5009020000000001],[4.913169059924874e-10],[20],[3.0350795190153043e-10],[0.2121412801513316],[0.5009020000000001]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.999999197317219],[0.9994544686361974],[234137.1419232373],Bool[1],[0.10002035676728858],Bool[0],[1.3651627555944248],[3.239391872853883e-10],Bool[0],Bool[0],[0.4942101187858914],Bool[0],Bool[1],[0.1],[4683.959309226289],[20],[0.502],[0.503],[0.4],Bool[0],[0.5777448623526742],[0.10380443043549392],[0.15923246237945138],[0],[0],Bool[0],[2.0],[234136.95398538507],Bool[0],[1.3049522385446977],[0.503],[4687.44762392311],[0.46413799417520424],[0.5062115835089717],[9.899916158581127e-11],[234137.1419232373],[20],[20],Bool[1],[0.8],[0.8],Bool[0],[0.4997420639999999],[0.4997420639999999],[4687.445161332445],[4684.791742020047],[2.0],[0.9992563146056453],[0.502],[0.33019421048831243],Bool[0],Bool[0],[0.999999197317219],[0.4],[0],[20],[0.6791170738539858],[4589.749376399703],[20],[2.0],[4589.749376399703],[0.3828207876121615],[2.0],Bool[0],Bool[0],[0.21352375748597602],[234136.95398538507],Bool[1],[0.5001662],[1.086672516863686],[20],[1.1620951531448713],[0.33327137049939914],[0.5001662]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.9999945297503393],[0.9998553131651171],[226878.0011567895],Bool[1],[0.3595247371520544],Bool[0],[1.4685175774352386],[0.8470389462275014],Bool[0],Bool[0],[0.6208113081243336],Bool[0],Bool[1],[0.36],[4597.798654902027],[14],[0.47400000000000003],[0.561],[0.28],Bool[0],[0.636033631468985],[0.5808750198016934],[0.713574075267285],[0],[0],Bool[0],[-2.0],[226876.76007748066],Bool[0],[1.469577626641111],[0.561],[4600.585724438669],[0.9966274547533601],[0.9920172401105964],[0.8402963891950176],[226878.0011567895],[14],[20],Bool[1],[1.0],[1.0],Bool[0],[0.49999671199999995],[0.49999671199999995],[4601.209813432921],[4598.060345674961],[-2.0],[0.9993947906249729],[0.47400000000000003],[0.23275697018134603],Bool[0],Bool[0],[0.9999945297503393],[0.28],[0],[20],[0.010513190191373872],[4445.207371835393],[14],[-2.0],[4445.207371835393],[0.8069331095657142],[-2.0],Bool[0],Bool[0],[0.42353354853614394],[226876.76007748066],Bool[1],[0.5011648000000001],[1.3665713594473468],[14],[1.397335355120871],[0.8134116553903481],[0.5011648000000001]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.9925824489618914],[0.9806129092529176],[232496.27652044428],Bool[1],[0.09142710153734217],Bool[0],[1.2683350938767965],[1.1276659249736444e-10],Bool[0],Bool[0],[0.613021050494236],Bool[0],Bool[1],[0.0],[4575.196964139681],[20],[0.5700000000000001],[0.77],[0.4],Bool[0],[0.6456109730399332],[0.6184679542649527],[0.437157596034106],[0],[0],Bool[0],[-2.0],[230771.72352318367],Bool[0],[1.2668895787933194],[0.77],[4667.2886644597],[0.5982000897258509],[0.5955877149207831],[1.1137029634759886e-10],[232496.27652044428],[20],[20],Bool[1],[1.0],[1.0],Bool[0],[0.508158976],[0.508158976],[4666.695098649315],[4572.185811133113],[-2.0],[0.9802821634978983],[0.5700000000000001],[0.18632837495132082],Bool[0],Bool[0],[0.9925824489618914],[0.4],[0],[20],[0.006055023699375577],[4512.628809924131],[20],[-2.0],[4512.628809924131],[0.7565442846952609],[-2.0],Bool[0],Bool[0],[0.14923601195208355],[230771.72352318367],Bool[1],[0.5313178],[1.1419840618167196],[20],[1.2067307252344042],[0.7364548166045404],[0.5313178]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.9989825525411965],[0.9992892044662001],[226087.23554429505],Bool[1],[0.07752486163485035],Bool[0],[2.269213545834269e-10],[6.161976946849861e-10],Bool[1],Bool[0],[1.9819843551264224e-10],Bool[0],Bool[1],[0.06],[4663.964383317243],[20],[0.53],[0.549],[0.4],Bool[1],[9.75851805810628e-11],[0.2052816702603079],[0.24509945166732117],[0],[0],Bool[1],[2.0],[225857.2036610226],Bool[0],[4.0858525030050393e-10],[0.549],[4668.35514965687],[9.04343516327712e-11],[1.2705419850525357e-10],[3.902190487317933e-10],[226087.23554429505],[20],[20],Bool[1],[1.0],[1.0],Bool[0],[0.5004111360000001],[0.5004111360000001],[4667.983675138142],[4664.158088185453],[2.0],[0.9990598353352301],[0.53],[0.03895723768441494],Bool[0],Bool[0],[0.9989825525411965],[0.4],[0],[20],[0.011969392967063945],[4483.138137785522],[20],[2.0],[4483.138137785522],[0.20760580963904637],[2.0],Bool[1],Bool[0],[0.35077386705454017],[225857.2036610226],Bool[1],[0.5010760000000001],[3.6156064623866013e-10],[20],[2.486968083443029e-10],[0.0018853838492715255],[0.5010760000000001]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.999978547613338],[0.9993240034188511],[234420.07208800764],Bool[1],[0.12691522287130805],Bool[0],[1.0414608725680063],[1.3884502426172068e-10],Bool[1],Bool[0],[0.5648536282812785],Bool[0],Bool[1],[0.06],[4721.325527605183],[20],[0.455],[0.505],[0.4],Bool[0],[0.6181446060495759],[0.16841640326664484],[0.1304223568576009],[0],[0],Bool[0],[2.0],[234415.0432179799],Bool[0],[0.9617554174711525],[0.505],[4725.105431804811],[0.7759583381005097],[0.755708603752177],[8.890321836748172e-11],[234420.07208800764],[20],[20],Bool[1],[0.64],[0.64],Bool[1],[0.5000273599999999],[0.5000273599999999],[4725.089864049546],[4721.470582194236],[2.0],[0.9992003055730436],[0.455],[0.2726826257758275],Bool[0],Bool[0],[0.999978547613338],[0.4],[0],[20],[0.6791170738539858],[4390.074197724018],[20],[2.0],[4390.074197724018],[0.383116442972197],[2.0],Bool[0],Bool[0],[0.23623818121740792],[234415.0432179799],Bool[1],[0.5002808000000001],[1.2598987052636823],[20],[1.3527009368053178],[0.24096345759161902],[0.5002808000000001]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.9999442145142744],[0.9995394535527269],[226133.68900691665],Bool[1],[0.3646800556214038],Bool[0],[1.3613767442831204],[1.0698082252846017],Bool[0],Bool[0],[0.6743532190421664],Bool[0],Bool[1],[0.12],[4537.148947629641],[16],[0.508],[0.54],[0.32],Bool[0],[0.6799319817710603],[0.6539677346456096],[0.079981009555506],[0],[0],Bool[0],[-2.0],[226121.07402923648],Bool[0],[1.3349610981983875],[0.54],[4542.070400021821],[0.9104474566628691],[0.9111439783086965],[1.0711685664829405],[226133.68900691665],[16],[20],Bool[1],[1.0],[1.0],Bool[0],[0.49997101600000016],[0.49997101600000016],[4542.216169926096],[4538.857554087648],[2.0],[0.998917308226585],[0.508],[0.2005006785424927],Bool[0],Bool[0],[0.9999442145142744],[0.32],[0],[20],[0.009202287541693086],[4256.795421163546],[16],[-2.0],[4256.795421163546],[0.8562315263122595],[2.0],Bool[0],Bool[0],[0.6266876478587663],[226121.07402923648],Bool[1],[0.5003938],[1.4934652761176717],[16],[1.5071933331009808],[0.8296891936089578],[0.5003938]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.9883161712932196],[0.9965791556317615],[228816.7252409621],Bool[0],[0.2766273372070206],Bool[0],[1.1286999580478552],[3.3769917955552634e-10],Bool[0],Bool[0],[0.34949920737908025],Bool[0],Bool[0],[0.24],[4644.1573342351885],[11],[0.5860000000000001],[0.691],[0.22],Bool[0],[0.2868653393053773],[0.8325281627753086],[0.3926920548820534],[0],[0],Bool[0],[1.0],[226143.26981800026],Bool[0],[1.0460547491882048],[0.691],[4678.468723378006],[0.25102110158596547],[0.2960513965277359],[3.485764592656452e-10],[228816.7252409621],[11],[20],Bool[1],[1.0],[1.0],Bool[0],[0.505849984],[0.505849984],[4678.796707245485],[4664.264040791504],[2.0],[0.9926773472210974],[0.5860000000000001],[0.11650851800619555],Bool[0],Bool[0],[0.9883161712932196],[0.22],[0],[20],[0.016923202061075778],[4543.275560722379],[11],[1.0],[4543.275560722379],[0.880210306980094],[2.0],Bool[0],Bool[0],[0.6794605795231924],[226143.26981800026],Bool[1],[0.5288196000000001],[0.9317602784215318],[11],[0.9677173448820983],[0.7503769700661578],[0.5288196000000001]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.9999312109602052],[0.9997453643739975],[227966.33749662215],Bool[1],[-0.052671418352527415],Bool[0],[3.337327534697371e-11],[1.91701636887633e-10],Bool[1],Bool[0],[4.488302388290594e-10],Bool[1],Bool[1],[0.34],[4566.966136429165],[12],[0.49200000000000005],[0.525],[0.24],Bool[0],[2.9104343939466766e-10],[0.30708873513155827],[0.09812631187528291],[0],[0],Bool[1],[1.0],[227950.65591116023],Bool[0],[8.838653510906108e-11],[0.525],[4571.836706540906],[2.4990467673606354e-10],[3.4189797508515473e-10],[9.930404779964396e-11],[227966.33749662215],[12],[20],Bool[1],[1.0],[1.0],Bool[1],[0.5000074480000001],[0.5000074480000001],[4571.681880098711],[4567.53733013837],[0.0],[0.9989356465772764],[0.49200000000000005],[0.20497292558774685],Bool[0],Bool[0],[0.9999312109602052],[0.24],[0],[20],[0.007018562815847692],[4004.2034811942744],[12],[1.0],[4004.2034811942744],[0.14172023724080995],[0.0],Bool[0],Bool[0],[0.0015471569275307363],[227950.65591116023],Bool[1],[0.5004535999999999],[3.768516357023803e-10],[12],[3.057845373061076e-10],[0.05280877180293017],[0.5004535999999999]
