X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_n_winning_parties,plur_util_winner_avg,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,plur_util_max_med,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_max_avg,major_cond_eff,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,plur_vse,spat_med_entropy1,prop_strict_util_max,major_util_max_elec_rate,major_cond_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_max_med,tangian_raw_pop_body,prop_qual_util_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,plur_smith_eff,major_strict_med_pos,prop_strict_util_maxer_elected,prop_qual_min_govt_size,plur_util_eff_med,plur_cond_eff,spat_med_entropy2,major_util_eff_avg,plur_cond_paradox,spat_avg_entropy2,spat_med_entropy5,prop_strict_min_govt_unstable,spat_agg_dist_corr,plur_gallagher_index,prop_qual_n_parties_eff,prop_qual_util_maxer_elected,tangian_raw_uni_parties,prop_qual_single_party_win,plur_util_max_avg,tangian_adj_uni_parties,spat_char_corr2,major_util_winner_avg,tangian_adj_uni_body,plur_qual_social_util,spat_med_entropy4,prop_qual_med_pos,prop_strict_n_parties_eff,prop_strict_min_govt_elected,major_n_parties_eff,prop_qual_unanimity_rate,prop_qual_winner_smith,plur_n_parties_eff,plur_qual_nonzero_pos,plur_util_eff_avg,major_smith_eff,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,plur_strict_nonzero_pos,major_strict_social_util,major_n_winning_parties,prop_qual_util_max,spat_char_corr3,plur_qual_med_pos,plur_strict_med_pos,prop_qual_cond_paradox,spat_avg_entropy4,major_qual_social_util,plur_util_winner_med,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elected,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_n_parties,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,plur_strict_social_util,prop_qual_unanimity,major_util_eff_med,major_util_winner_med,spat_char_corr1,plur_util_max_elec_rate,tangian_adj_pop_body,prop_strict_n_winning_parties,spat_avg_entropy3,major_gallagher_index,plur_n_winning_parties,prop_qual_n_parties
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[2.0],[0],[2.520185e6],Bool[0],Bool[0],[0],[0.7125950788448068],[1.2508665e8],[2.0],[20],[1],[2.579425e6],[0.6931089380465382],[0.500341192],[0.3634688815201548],[0.7022706085226349],[2.596367e6],[0.9],[20],[20],[0.9664608277643337],[0.9706582312901065],[4.1310414095997245e-10],[1.7811745e8],[0.34],[0],Bool[0],[20],[2.579425e6],[0.5018574],[1.2508665e8],[20],[1.3870741565449802],Bool[0],[0.82],[2.0],Bool[0],[0],[0.987685894802375],[0.82],[1.0284281674145261],[0.9673521798703751],[0],[1.0241090009224392],[0.39252189133772564],Bool[0],[0.8761223546294395],[0.25542968369396696],[1.0407993338884265],Bool[0],[0.498],Bool[1],[2.596367e6],[0.498],[0.4459419824302254],[2.509287e6],[0.5329999999999999],[2.36975e6],[1.1317512073454463],[2.0],[1.0407993338884265],Bool[0],[1.3171759747102214],[0.4],Bool[0],[1.4705882352941173],[20],[0.9715336799526659],[0.9],[0.4118225475172021],Bool[0],Bool[0],[20],[2.2827777777777775e6],[0],[1.7811745e8],[0.8089777637640885],[2.0],[2.0],Bool[0],[1.0629075663995127],[2.2827777777777775e6],[2.5071e6],[1],[4.3077259017970407e-10],Bool[0],Bool[0],[0.500341192],[0.4],[4],Bool[1],[0.7022706085226349],[0.5329999999999999],[2.36975e6],[20],[0.9796820871082925],[2.50105e6],[0.26956876214595693],[0.42],[0.5018574],[0],[1.369309176398497],[0.30692188470684195],[0],[4]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[3],[4.164335e6],Bool[0],Bool[0],[0],[0.09453398308846188],[2.0488575e8],[0.0],[20],[1],[4.22664375e6],[0.016777785789549256],[0.41856762000000003],[0.01519334501716067],[0.929119234377898],[4.224406e6],[0.82],[6],[0],[0.9866498390542955],[0.9857800126218929],[1.1452357466053486e-10],[2.205161e8],[0.5],[0],Bool[0],[0],[4.22664375e6],[0.4886316],[2.0488575e8],[6],[1.4926312702614157],Bool[0],[0.78],[0.0],Bool[0],[0],[1.0],[0.78],[0.638893332774316],[0.9868441752681281],[0],[0.6388906366631079],[0.6931471803475447],Bool[0],[0.08094431809606296],[0.1894536726907135],[1.515151515151515],Bool[0],[0.565],Bool[1],[4.224406e6],[0.565],[0.08229596928173435],[4.1680095e6],[0.7560000000000001],[2.92595e6],[1.4189004321307563],[0.0],[1.515151515151515],Bool[0],[1.0],[0.4],Bool[0],[1.0],[0],[0.9859557245112773],[0.82],[0.6931471801344151],Bool[0],Bool[1],[0],[2.92595e6],[0],[2.205161e8],[-0.013701901262142937],[0.0],[0.0],Bool[0],[1.418900942807604],[2.92595e6],[4.16204375e6],[1],[1.145233918540346e-10],Bool[1],Bool[0],[0.41856762000000003],[0.4],[3],Bool[1],[0.929119234377898],[0.7560000000000001],[2.92595e6],[20],[0.9996159709534393],[4.16204375e6],[-0.027852222709592873],[0.52],[0.4886316],[3],[1.4926304178417156],[0.1894536726907135],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],[3],[2.503614e6],Bool[0],Bool[0],[0],[0.011106812255948298],[1.249237e8],[-2.0],[20],[1],[2.5154e6],[0.014484063518225836],[0.499869448],[-0.014226348363077674],[0.6662597333333333],[2.517412e6],[1.0],[20],[20],[0.9944164880440707],[0.9945189742481565],[1.0986122881829725],[1.875e8],[0.4],[0],Bool[0],[20],[2.5154e6],[0.5006712],[1.249237e8],[20],[1.6094379115445216],Bool[0],[0.96],[-2.0],Bool[0],[0],[0.9990697749193134],[0.96],[1.0986122883009535],[0.9944438003034911],[0],[1.0986122881932374],[0.6931471805638623],Bool[0],[0.02613971725337907],[0.3720006829241043],[2.025931928687196],Bool[0],[0.444],Bool[1],[2.517412e6],[0.444],[0.08175450574634785],[2.503356e6],[0.53],[2.642882352941176e6],[1.6094379117472228],[-2.0],[2.025931928687196],Bool[0],[2.7964205816554806],[0.4],Bool[0],[2.7964205816554806],[20],[0.99454608248689],[1.0],[0.6931471803105308],Bool[0],Bool[0],[20],[2.642882352941176e6],[0],[1.875e8],[-0.0614260164902537],[-2.0],[-2.0],Bool[0],[1.6094379116001252],[2.642882352941176e6],[2.503175e6],[1],[1.0986122880017153],Bool[0],Bool[0],[0.499869448],[0.4],[3],Bool[1],[0.6662597333333333],[0.53],[2.642882352941176e6],[20],[0.9989842322714007],[2.503175e6],[0.046430573130246434],[0.42],[0.5006712],[3],[1.6094379114956854],[0.3720006829241043],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[2.0],[0],[3.7791965e6],Bool[0],Bool[0],[0],[0.8413141530321071],[1.63117027027027e8],[0.0],[20],[1],[3.797425e6],[0.6931089380465382],[0.2719808000000001],[0.07932723754988459],[0.74068860515037],[3.8141965e6],[1.0],[17],[2],[0.9900855920768634],[0.99082375540956],[0.7852885371990681],[2.2022348648648643e8],[0.7],[0],Bool[0],[0],[3.797425e6],[0.3760324],[1.63117027027027e8],[17],[1.3247750550520083],Bool[0],[0.98],[0.0],Bool[0],[0],[1.0],[0.98],[0.9956681691012774],[0.9898764710711854],[0],[0.96472262630872],[0.5410010106979993],Bool[0],[0.8689770590007785],[0.21512224435422758],[1.0407993338884265],Bool[0],[0.149],Bool[1],[3.8141965e6],[0.149],[0.642410727041426],[3.776381e6],[0.44299999999999995],[3.07944e6],[1.4832794653296284],[2.0],[1.0407993338884265],Bool[0],[2.783964365256125],[0.4],Bool[0],[2.759381898454746],[2],[0.9905914210938807],[1.0],[0.5463362186218925],Bool[0],Bool[0],[0],[2.8135e6],[0],[2.2022348648648643e8],[0.6365074430124373],[0.0],[0.0],Bool[0],[1.4879189549939855],[3.17475e6],[3.7697125e6],[1],[0.7950485403004943],Bool[0],Bool[0],[0.27198079999999997],[0.4],[3],Bool[1],[0.74068860515037],[0.44299999999999995],[2.8135e6],[20],[1.0],[3.7697125e6],[0.2442191092408704],[0.7],[0.3760324],[0],[1.3063434369454823],[0.21208653897878574],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[2.0],[0],[2.617817e6],Bool[0],Bool[0],[0],[0.4935214634068759],[1.0869605e8],[-2.0],[20],[1],[2.777775e6],[0.6931089380465382],[0.43713102400000003],[0.42641579879241553],[0.605165697271422],[2.744525e6],[0.74],[20],[20],[0.9526832512001165],[0.9538324482378554],[3.953044814401826e-10],[1.796137e8],[0.18],[0],Bool[0],[20],[2.777775e6],[0.5229326000000001],[1.0869605e8],[20],[0.9178822119023915],Bool[0],[0.6],[-2.0],Bool[0],[0],[0.9698304460842384],[0.6],[0.2990451557549815],[0.9538807207487318],[0],[0.3254370738605503],[0.5599134773690231],Bool[0],[0.7565854340463805],[0.23120353073428615],[1.0407993338884265],Bool[0],[0.018000000000000002],Bool[1],[2.744525e6],[0.018000000000000002],[0.5894257705889474],[2.614663e6],[0.6679999999999999],[2.69035e6],[1.3743988990122329],[2.0],[1.0407993338884265],Bool[0],[1.0],[0.4],Bool[0],[1.0407993338884265],[20],[0.9551580661099267],[0.74],[0.5624042894756178],Bool[0],Bool[0],[20],[2.69035e6],[0],[1.796137e8],[0.655467738575326],[-2.0],[-2.0],Bool[0],[1.3750815044798412],[2.69035e6],[2.60855e6],[1],[4.2876696298787037e-10],Bool[0],Bool[0],[0.43713102400000003],[0.4],[3],Bool[1],[0.605165697271422],[0.6679999999999999],[2.69035e6],[20],[0.9579146398024232],[2.60855e6],[0.19810663946024737],[0.2],[0.5229326000000001],[0],[0.9178463442441352],[0.2511580232124787],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[3],[2.498823e6],Bool[0],Bool[0],[0],[0.00433145522285874],[1.2499295e8],[2.0],[20],[1],[2.5184e6],[0.002967698097852939],[0.5001611760000001],[0.02369212366629142],[0.6892734455111017],[2.522955e6],[1.0],[20],[20],[0.9914433670041677],[0.9904350255949869],[1.0986122883470593],[1.8134015e8],[0.26],[0],Bool[0],[20],[2.5184e6],[0.5002734],[1.2499295e8],[20],[1.6094379117642448],Bool[0],[0.96],[2.0],Bool[0],[0],[0.9946469521276619],[0.96],[1.098612288303296],[0.9914760497765311],[0],[1.0986122880851736],[0.6931471804303269],Bool[0],[0.008890568339867065],[0.20699992085022642],[1.8684603886397613],Bool[0],[0.524],Bool[1],[2.522955e6],[0.524],[-0.09734062626703534],[2.501367e6],[0.511],[2.6786666666666665e6],[1.6094379116746245],[0.0],[1.8684603886397613],Bool[0],[2.723311546840958],[0.4],Bool[0],[2.783964365256125],[20],[0.9904793821142118],[1.0],[0.6931471800889005],Bool[0],Bool[0],[20],[2.509e6],[0],[1.8134015e8],[0.06575583731592348],[2.0],[2.0],Bool[0],[1.6094379115510404],[2.509e6],[2.495025e6],[1],[1.0986122879644398],Bool[0],Bool[0],[0.5001611760000001],[0.4],[3],Bool[1],[0.6892734455111017],[0.511],[2.6786666666666665e6],[20],[0.9952732825639639],[2.5024e6],[0.017780349785718335],[0.22],[0.5002734],[3],[1.6094379116465023],[0.21412222498376948],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[3],[4.16790525e6],Bool[0],Bool[0],[0],[0.1214915116041213],[1.9215316901408452e8],[0.0],[20],[1],[4.2815e6],[0.005102841561326391],[0.39676749600000005],[-0.025067696367834815],[0.8864335824635416],[4.26824075e6],[0.84],[8],[0],[0.9760709374231058],[0.976492539695658],[1.1452490176979732e-10],[2.1677108450704217e8],[0.28],[0],Bool[0],[0],[4.2815e6],[0.4882563999999999],[1.9215316901408452e8],[8],[1.2850802866463817],Bool[0],[0.72],[0.0],Bool[0],[0],[0.9852917960454917],[0.72],[0.6534183892702919],[0.9762698604247518],[0],[0.6534163254132221],[0.6931471804300599],Bool[0],[0.08844278128082642],[0.19339193104160263],[1.5802781289506953],Bool[0],[0.506],Bool[1],[4.26824075e6],[0.506],[0.006873781604261368],[4.16610575e6],[0.755],[2.8812e6],[1.3858268291091271],[0.0],[1.5802781289506953],Bool[0],[1.0],[0.4],Bool[0],[1.0],[0],[0.9766310424550414],[0.84],[0.693147180198714],Bool[0],Bool[1],[0],[2.8812e6],[0],[2.1677108450704217e8],[0.04682400193560739],[0.0],[0.0],Bool[0],[1.385823936917122],[2.8812e6],[4.16375e6],[1],[1.1452352181233689e-10],Bool[1],Bool[0],[0.39676749600000005],[0.4],[3],Bool[1],[0.8864335824635416],[0.755],[2.8812e6],[20],[0.9851008006933114],[4.160725e6],[0.049963257282515425],[0.32],[0.4882564],[3],[1.285078953297485],[0.19339193104160263],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[2.0],[0],[3.91353175e6],Bool[0],Bool[0],[0],[0.45735929963190536],[1.587108625e8],[0.0],[20],[1],[3.97411875e6],[0.6931089380465382],[0.22836078000000007],[0.7518274589110376],[0.7268895042702122],[3.94730325e6],[1.0],[20],[0],[0.9926853859023879],[0.9914444120805768],[1.0032693538601163],[2.183424875e8],[0.76],[0],Bool[0],[0],[3.97411875e6],[0.41538340000000007],[1.587108625e8],[20],[1.265070224889381],Bool[0],[0.96],[0.0],Bool[0],[0],[1.0],[0.96],[1.062981648737769],[0.9923643344128628],[0],[1.0627676998076268],[0.6462310059279897],Bool[0],[0.702930582143595],[0.06411465816800394],[1.0407993338884265],Bool[0],[0.004],Bool[1],[3.94730325e6],[0.004],[0.2879413332487016],[3.91843025e6],[0.589],[2.79465e6],[1.2295378789481461],[2.0],[1.0407993338884265],Bool[0],[1.9201228878648229],[0.4],Bool[0],[1.851851851851852],[0],[0.9911294841274662],[1.0],[0.610271222633827],Bool[0],Bool[0],[0],[2.79465e6],[0],[2.183424875e8],[0.27739226638823045],[0.0],[0.0],Bool[0],[1.2226394899815323],[2.79465e6],[3.92914375e6],[1],[0.9869852133603486],Bool[0],Bool[0],[0.22836078],[0.4],[3],Bool[1],[0.7268895042702122],[0.589],[2.79465e6],[20],[1.0],[3.9544125e6],[0.12836709439681987],[0.72],[0.41538340000000007],[0],[1.268079204066688],[0.058281123805225314],[0],[3]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[2.0],[0],[2.506839e6],Bool[0],Bool[0],[0],[0.4197174115999727],[1.2585065e8],[2.0],[20],[1],[2.57235e6],[0.6931089380465382],[0.5032664960000001],[0.25818134952619776],[0.6712034666666666],[2.581927e6],[0.4],[20],[20],[0.9833961223535754],[0.9709178454696822],[1.6560648154094592e-10],[1.875e8],[0.14],[0],Bool[0],[20],[2.57235e6],[0.5078114],[1.2585065e8],[20],[1.082330368010768],Bool[0],[0.22],[2.0],Bool[0],[0],[0.9806811323274465],[0.22],[0.9491462697980061],[0.9836548783851162],[0],[0.9148726796092511],[0.6894209788801557],Bool[0],[0.5757334486060934],[0.10402255340069287],[1.0407993338884265],Bool[0],[0.98],Bool[1],[2.581927e6],[0.98],[0.4790525217573606],[2.539057e6],[0.621],[2.5107142857142854e6],[1.0848686870098851],[2.0],[1.0407993338884265],Bool[0],[1.950078003120125],[0.4],Bool[0],[1.996805111821086],[20],[0.9715351477830342],[0.4],[0.679322140925492],Bool[0],Bool[0],[20],[2.679733333333333e6],[0],[1.875e8],[0.685974245639271],[2.0],[2.0],Bool[0],[1.0895788493153356],[2.679733333333333e6],[2.500175e6],[1],[1.56041781274464e-10],Bool[0],Bool[0],[0.5032664960000001],[0.4],[4],Bool[1],[0.6712034666666666],[0.621],[2.5107142857142854e6],[20],[0.9879181946274618],[2.5165e6],[0.3908101272271609],[0.14],[0.5078114],[0],[1.0889093964541465],[0.13084055799330724],[0],[4]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[2.0],[3],[2.499746e6],Bool[0],Bool[0],[0],[0.12967101946672457],[1.247836e8],[2.0],[20],[1],[2.551225e6],[0.00348709850735534],[0.49897927999999997],[-0.022016098253969996],[0.6655125333333334],[2.553998e6],[1.0],[20],[20],[0.9793876111101105],[0.9787580099906108],[1.0986122882600338],[1.875e8],[0.0],[0],Bool[0],[20],[2.551225e6],[0.5002708],[1.247836e8],[20],[1.6094379117546258],Bool[0],[0.98],[2.0],Bool[0],[0],[0.9840322829407074],[0.98],[1.0986122881390465],[0.9794614440620387],[0],[1.0986122880433042],[0.6931471805104567],Bool[0],[0.04596649313048314],[0.03793678763416849],[1.9440124416796265],Bool[0],[0.44600000000000006],Bool[1],[2.553998e6],[0.44600000000000006],[-0.01917824559892353],[2.501354e6],[0.5],[2.50925e6],[1.6094379118621256],[2.0],[1.9440124416796265],Bool[0],[2.0193861066235863],[0.4],Bool[0],[2.0064205457463884],[20],[0.978833662380146],[1.0],[0.6931471802097029],Bool[0],Bool[0],[20],[2.338533333333333e6],[0],[1.875e8],[0.11850240725085509],[2.0],[2.0],Bool[0],[1.6094379116605253],[2.338533333333333e6],[2.5014e6],[1],[1.0986122880249447],Bool[0],Bool[0],[0.49897927999999997],[0.4],[3],Bool[1],[0.6655125333333334],[0.5],[2.50925e6],[20],[0.9852937837690958],[2.50615e6],[-0.06512854721895124],[0.0],[0.5002708],[3],[1.6094379116858102],[0.023441839859533204],[0],[3]
