X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_efficiency,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_condorcet_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,prop_qual_min_govt_size,major_strict_med_pos,prop_strict_util_max_elec,spat_med_entropy2,major_util_eff_avg,spat_med_entropy5,spat_avg_entropy2,prop_strict_min_govt_unstable,spat_agg_dist_corr,prop_qual_util_maxer,tangian_raw_uni_parties,prop_qual_single_party_win,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,prop_qual_winner_smith,major_smith_efficiency,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,prop_qual_condorcet_paradox,spat_avg_entropy4,major_qual_social_util,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String7[""C1_2""]","String7[""D1_1""]","String7[""F1_2""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[3],[-0.031996522571923286],[2.4207209461406332e8],[0.0],[3],[3],[0.016255629424909986],[0.42373233600000004],[0.03535890330063525],[1.0],[4.754619065958705e6],[0.86],[1],[0],[0.9968846638693978],[1.098612288142069],[2.4267784432054067e8],[0.54],[0],Bool[0],[0],[4.758713375356341e6],[0.4130104],[2.4267784432054067e8],[0],[1.6094379117714663],Bool[0],[0],[0.0],Bool[0],[1.0986122883580776],[0.9968868145590514],[0.6931471804241469],[1.0986122881297218],Bool[0],[-0.03439169290163724],Bool[1],[0.614],Bool[0],[0.614],[-0.06076426129638083],[4.739806829395274e6],[0.5790000000000001],[1.6094379118471027],[0.0],Bool[1],[0.28],Bool[0],[0.86],[0.6931471800302447],Bool[0],Bool[0],[4.431555309784131e6],[2.4267784432054067e8],[-0.002120665873662187],Bool[0],[1.6094379117139375],[4.431555309784131e6],[3],[1.09861228793505],Bool[0],Bool[1],[0.42373233599999993],[0.06],Bool[0],[0.9975038936571513],[0.5790000000000001],[14],[1.0],[4.731555114010505e6],[-0.03466446739858193],[0.4130104],[1.6094379116067838],[0.1889145983983239]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.2008633787048893],[2.313019296627497e8],[-2.0],[20],[1],[0.16744000299126935],[0.500056248],[0.015404841765988758],[0.9611437501045371],[4.595225837627035e6],[0.92],[20],[20],[0.9990134479653797],[2.2165353932805537e-10],[2.4065279479535976e8],[0.24],[0],Bool[0],[20],[4.594998062755295e6],[0.4999138],[2.313019296627497e8],[20],[3.4334348714956437e-10],Bool[0],[0],[-2.0],Bool[0],[2.584370102237088e-10],[0.9990140381899946],[8.7016436180459e-11],[3.3150563237589143e-10],Bool[0],[0.35726899166577214],Bool[0],[0.562],Bool[1],[0.562],[-0.09060807385475805],[4.590692408227384e6],[0.48599999999999993],[2.1070740619169771e-10],[-2.0],Bool[1],[0.4],Bool[0],[0.92],[1.2780515929699152e-10],Bool[0],Bool[0],[4.429773836982364e6],[2.4065279479535976e8],[0.329983065479033],Bool[0],[2.9262845913816493e-10],[4.429773836982364e6],[1],[3.6751619222066037e-10],Bool[0],Bool[1],[0.500056248],[0.4],Bool[1],[0.9611437501045371],[0.48599999999999993],[20],[0.9995594405130164],[4.590017674634995e6],[-0.04014507180568016],[0.4999138],[7.233498341141317e-10],[0.15766899033100956]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.5653128768986091],[2.302385792425155e8],[2.0],[20],[1],[0.6907482186238131],[0.5000149999999998],[0.05713431759297548],[0.9708197540826771],[4.628686810256525e6],[0.86],[20],[20],[0.9990970914062975],[0.7482498338867809],[2.3715893529594156e8],[0.04],[0],Bool[0],[20],[4.629169508322265e6],[0.4999476],[2.302385792425155e8],[20],[1.4959494369398438],Bool[0],[0],[2.0],Bool[0],[0.8474100765011185],[0.9990973374734986],[0.6133106926837893],[0.8597159106777232],Bool[0],[0.8402531635295096],Bool[0],[0.5],Bool[1],[0.5],[0.6175668716840649],[4.624507529157987e6],[0.52],[0.9171278793499164],[-2.0],Bool[1],[0.4],Bool[0],[0.86],[0.6107208858008483],Bool[0],Bool[0],[4.355756976449415e6],[2.3715893529594156e8],[0.6154927000771461],Bool[0],[1.0005526726986478],[4.355756976449415e6],[1],[0.7339120699902085],Bool[0],Bool[1],[0.5000149999999998],[0.4],Bool[1],[0.9708197540826771],[0.52],[20],[0.9993749723403899],[4.625376969128231e6],[0.6155543273870608],[0.4999476],[1.4973091062899255],[0.022365683714118817]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_1""]","String7[""D1_3""]","String7[""F1_2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.10369750554500343],[2.3928744094890326e8],[0.0],[20],[1],[0.07347239394493693],[0.48790183600000003],[0.010285235382351819],[0.9965912393156926],[4.706905537911036e6],[0.92],[1],[0],[0.9988501372690565],[9.674918681940544e-11],[2.4010590451628846e8],[0.78],[0],Bool[0],[0],[4.7062260020697415e6],[0.4041324],[2.3928744094890326e8],[1],[1.123224864309914e-10],Bool[0],[0],[0.0],Bool[0],[1.3449149083514718e-10],[0.9988483532984],[1.8370072771757017e-10],[2.6931807738078836e-10],Bool[0],[0.16950695839861865],Bool[0],[0.8210000000000002],Bool[1],[0.8210000000000002],[0.1685816344389785],[4.701493242654921e6],[0.5579999999999999],[3.0385012648986595e-10],[0.0],Bool[1],[0.4],Bool[0],[0.92],[3.1502305674355893e-10],Bool[0],Bool[0],[4.268994598455802e6],[2.4010590451628846e8],[0.04998704124697436],Bool[0],[4.850722140529804e-10],[4.268994598455802e6],[1],[2.094600111447187e-10],Bool[0],Bool[1],[0.487901836],[0.4],Bool[1],[0.9965912393156926],[0.5579999999999999],[20],[1.0],[4.697694781743377e6],[0.14697319106986242],[0.4041324],[1.7000388474729097e-10],[0.11059237167182917]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.07541619400833331],[2.334451011779516e8],[0.0],[11],[2],[0.10382917151751647],[0.49992311200000006],[0.05002871868909811],[0.9754597091968061],[4.599478542036107e6],[0.88],[11],[20],[0.9994022798339125],[2.466273594891726e-10],[2.3931803536013845e8],[0.48],[0],Bool[0],[20],[4.599376423772123e6],[0.5002906],[2.334451011779516e8],[11],[1.310293624855179e-10],Bool[0],[0],[0.0],Bool[0],[6.941319622051621e-11],[0.9994025589584639],[2.136646737588974e-10],[1.0162376356022459e-10],Bool[0],[0.11181137473277859],Bool[0],[0.47000000000000003],Bool[1],[0.47000000000000003],[0.3434342243293461],[4.596729340958045e6],[0.534],[1.967346293042439e-10],[2.0],Bool[1],[0.22],Bool[0],[0.88],[2.743239372128976e-10],Bool[0],Bool[0],[4.0126420725109563e6],[2.3931803536013845e8],[-0.01927256465046237],Bool[0],[3.2254625542573875e-10],[4.0126420725109563e6],[2],[2.686714256380645e-10],Bool[0],Bool[1],[0.49992311200000006],[0.22],Bool[1],[0.9754597091968061],[0.534],[11],[0.9999214990155101],[4.597853935840332e6],[0.027213748698979797],[0.5002906],[2.1328971989066253e-10],[0.22076829362931627]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.6703687878418814],[2.2398583994957292e8],[-2.0],[20],[1],[0.006372015065895551],[0.4999656880000001],[0.49738047103435107],[0.9636561517934032],[4.564641283813396e6],[0.92],[20],[20],[0.998905990504861],[0.9436423407904002],[2.3243336280552578e8],[0.04],[0],Bool[0],[20],[4.563440915437171e6],[0.5006308],[2.2398583994957292e8],[20],[1.3405065794975959],Bool[0],[0],[-2.0],Bool[0],[0.7511369085581341],[0.9989067914847303],[0.6329570868410423],[0.7475565724248463],Bool[0],[0.8990038820213113],Bool[0],[0.44799999999999995],Bool[1],[0.44799999999999995],[0.4731165437607465],[4.559647522907e6],[0.541],[1.5007868677511857],[-2.0],Bool[1],[0.4],Bool[0],[0.92],[0.6168300184282632],Bool[0],Bool[0],[4.242314989166323e6],[2.3243336280552578e8],[0.7073022813182653],Bool[0],[1.494338549100858],[4.242314989166323e6],[1],[0.9142723802213353],Bool[0],Bool[1],[0.4999656880000001],[0.4],Bool[1],[0.9636561517934032],[0.541],[20],[0.9994452138342758],[4.560365097186692e6],[0.5620926443012745],[0.5006308],[1.3344090485822435],[0.033862701841406585]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String7[""C1_2""]","String7[""D1_1""]","String7[""F1_2""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[3],[-0.029700564444659364],[2.4154348259450048e8],[0.0],[4],[3],[0.014465369957246163],[0.416952368],[-0.035900829706812194],[1.0],[4.813793010358426e6],[0.78],[2],[0],[0.9977472415845758],[1.0986122882684932],[2.4274045641984773e8],[0.58],[0],Bool[0],[0],[4.813228268227756e6],[0.43413340000000006],[2.4274045641984773e8],[0],[1.609437911530699],Bool[0],[0],[0.0],Bool[0],[1.0986122882935896],[0.9977497856811516],[0.693147180231678],[1.0986122881198774],Bool[0],[-0.019187733058854295],Bool[1],[0.5930000000000001],Bool[0],[0.5930000000000001],[0.05269552604536349],[4.802948697644231e6],[0.645],[1.609437911819045],[0.0],Bool[1],[0.26],Bool[0],[0.78],[0.693147180052739],Bool[0],Bool[0],[4.386918582524342e6],[2.4274045641984773e8],[-0.09329031941187793],Bool[0],[1.6094379116105904],[4.386918582524342e6],[3],[1.0986122879907136],Bool[0],Bool[1],[0.4169523680000001],[0.08],Bool[0],[0.9950689149925757],[0.645],[13],[1.0],[4.803929487111213e6],[0.07203966560985114],[0.43413340000000006],[1.6094379113664055],[0.17579979217280095]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_1""]","String7[""D1_3""]","String7[""F1_2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.1574230470615674],[2.404343856744279e8],[0.0],[10],[2],[0.021707406293705378],[0.3876170439999999],[0.029634405634710582],[0.9921413674543487],[4.742201080098412e6],[0.78],[3],[0],[0.9972401322554896],[1.6287736699168905e-10],[2.423388375502758e8],[0.6],[0],Bool[0],[0],[4.741355652773251e6],[0.41444359999999997],[2.404343856744279e8],[3],[3.6082298375919885e-10],Bool[0],[0],[0.0],Bool[0],[8.423727992814501e-11],[0.9972365465144688],[1.2947025752358388e-10],[1.8598525795212468e-10],Bool[0],[0.14789914047372804],Bool[0],[0.505],Bool[0],[0.505],[-0.06603854346903192],[4.729113232299466e6],[0.589],[8.984774565764647e-11],[0.0],Bool[1],[0.32],Bool[0],[0.78],[1.7212423859762988e-10],Bool[0],Bool[0],[4.336145700111121e6],[2.423388375502758e8],[0.14061027124967543],Bool[0],[1.6323177363733278e-10],[4.336145700111121e6],[2],[2.787866027736606e-10],Bool[0],Bool[1],[0.38761704399999997],[0.2],Bool[1],[0.9921413674543487],[0.589],[16],[1.0],[4.734955474303475e6],[0.030471521320859323],[0.4144436],[1.0107404522245816e-9],[0.16115784649839426]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.2843746704653504],[2.304931400168485e8],[0.0],[15],[2],[0.06014379011688155],[0.50009404],[0.2917491983694901],[0.9650087010034019],[4.57838528790411e6],[0.96],[15],[20],[0.9993526749386974],[7.658326581049695e-11],[2.3885084121747828e8],[0.38],[0],Bool[0],[20],[4.577583102769783e6],[0.5008236],[2.304931400168485e8],[15],[7.985520653364479e-11],Bool[0],[0],[0.0],Bool[0],[7.806379643924458e-11],[0.9993532357122268],[1.0555391208017764e-10],[1.3843768460340626e-10],Bool[0],[0.6396585524831331],Bool[0],[0.556],Bool[1],[0.556],[-0.027907572677791315],[4.57542158436695e6],[0.5479999999999999],[6.486848069705379e-10],[-2.0],Bool[1],[0.3],Bool[0],[0.96],[3.6499014081568756e-10],Bool[0],Bool[0],[3.8651136083942675e6],[2.3885084121747828e8],[0.6058086357002942],Bool[0],[8.283872722121926e-10],[3.8651136083942675e6],[2],[2.0071098088438402e-10],Bool[0],Bool[1],[0.50009404],[0.3],Bool[1],[0.9650087010034019],[0.5479999999999999],[15],[0.999810518155291],[4.5738240024587065e6],[0.6346148709443866],[0.5008236],[2.1848839417489235e-10],[0.18863462837983908]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_1""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[2],[0.5644466095769798],[2.3198716184514827e8],[2.0],[9],[2],[0.005955266576736958],[0.499965272],[0.6232149180542491],[0.9893901386284889],[4.571862972164981e6],[0.86],[9],[20],[0.9990008947317582],[0.9099833042577848],[2.3447490811534992e8],[0.0],[0],Bool[0],[20],[4.571845118275669e6],[0.50122],[2.3198716184514827e8],[9],[1.1676681999981418],Bool[0],[2],[2.0],Bool[0],[1.035987333590635],[0.9990016265720209],[0.6070074401894392],[1.037436953403568],Bool[0],[0.840327403509275],Bool[0],[0.46699999999999997],Bool[0],[0.46699999999999997],[0.2961059016573988],[4.567295199783811e6],[0.593],[1.4213979586608043],[0.0],Bool[1],[0.18],Bool[0],[0.86],[0.5842115356160221],Bool[0],Bool[0],[4.360266692127922e6],[2.3447490811534992e8],[0.7000189093180818],Bool[0],[1.4082184152420074],[4.360266692127922e6],[2],[0.9093115727311144],Bool[0],Bool[1],[0.499965272],[0.18],Bool[0],[0.9893901386284889],[0.593],[9],[0.999396430762223],[4.5679788213310335e6],[0.37375822952845594],[0.50122],[1.0969161205080789],[0.1473589671516464]
