X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_efficiency,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_condorcet_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,prop_qual_min_govt_size,major_strict_med_pos,prop_strict_util_max_elec,spat_med_entropy2,major_util_eff_avg,spat_med_entropy5,spat_avg_entropy2,prop_strict_min_govt_unstable,spat_agg_dist_corr,prop_qual_util_maxer,tangian_raw_uni_parties,prop_qual_single_party_win,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,prop_qual_winner_smith,major_smith_efficiency,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,prop_qual_condorcet_paradox,spat_avg_entropy4,major_qual_social_util,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[1.0],Bool[0],Bool[0],[0],[-0.037852989826491004],[2.2614166736146277e8],[1.0],[20],[1],[0.6931089380465382],[0.20651969199999998],[0.0020008251069022556],[0.9514052716273862],[4.671667562387587e6],[0.9591836734693877],[16],[20],[0.9952427702442491],[1.1452537147983578e-10],[2.3769225807908934e8],[0.58],[1],Bool[0],[0],[4.674435859280132e6],[0.2170916],[2.2614166736146277e8],[16],[1.4565788234994486],Bool[0],[0],[0.0],Bool[0],[0.5724606790551261],[0.9952599558885447],[0.6931471804139578],[0.5724599683828603],Bool[0],[0.03230749878847492],Bool[0],[0.0],Bool[1],[0.0],[0.05114980086352118],[4.64944336645082e6],[0.0],[1.5734848491414763],[1.0],Bool[1],[0.4],Bool[0],[0.96],[0.6931471801421654],Bool[0],Bool[0],[4.271235256935706e6],[2.3769225807908934e8],[0.044930274400750744],Bool[0],[1.5734852994051562],[4.495697839090897e6],[1],[1.1452527020755359e-10],Bool[0],Bool[1],[0.20651969199999998],[0.4],Bool[1],[0.9514052716273862],[0.0],[20],[1.0],[4.6500303734054165e6],[-0.020585016766408906],[0.2170916],[1.4565800602443415],[0.2848487710206944]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.11190295793460321],[2.3174906404057813e8],[2.0],[20],[1],[0.6791170738539858],[0.5049032399999999],[0.04585117263042363],[0.963688525312185],[4.622524283824637e6],[0.3],[20],[20],[0.9989978311557598],[4.5564630081399735e-10],[2.404812944779056e8],[0.16],[0],Bool[0],[20],[4.622163780536635e6],[0.49940619999999997],[2.3174906404057813e8],[20],[1.3543990143301345e-10],Bool[0],[0],[2.0],Bool[0],[1.6451524445613165e-10],[0.9989982449216163],[1.18475238934463e-10],[3.11624508265319e-10],Bool[0],[0.13316583345035274],Bool[0],[0.979],Bool[1],[0.979],[0.01716709369833624],[4.617891734005644e6],[0.482],[1.3743851179784638e-10],[2.0],Bool[1],[0.4],Bool[0],[0.3],[2.6744017087422655e-10],Bool[0],Bool[0],[4.426260998940061e6],[2.404812944779056e8],[0.23051171981354182],Bool[0],[1.8422657428435023e-10],[4.426260998940061e6],[1],[6.47482403649512e-10],Bool[0],Bool[1],[0.5049032399999999],[0.4],Bool[1],[0.963688525312185],[0.482],[20],[0.9992942743222795],[4.618471190721504e6],[0.019293472730741685],[0.49940619999999997],[2.2508486804790475e-10],[0.17984175968889984]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.48616431588407544],[2.2803891572134227e8],[2.0],[20],[1],[0.6791170738539858],[0.505544912],[0.5500944242495701],[0.9536498515091708],[4.613560308695848e6],[0.7551020408163265],[20],[20],[0.9983087015150359],[3.325021651388874e-10],[2.391222683676466e8],[0.08],[1],Bool[0],[20],[4.613181215109436e6],[0.5016766],[2.2803891572134227e8],[20],[1.5782583558205933e-10],Bool[0],[0],[2.0],Bool[0],[1.3171852959528043e-10],[0.9983098149908116],[1.360007917306854e-10],[1.3921967444843205e-10],Bool[0],[0.7824941428835878],Bool[0],[0.797],Bool[1],[0.797],[0.6501924724893244],[4.6057574011354605e6],[0.5850000000000001],[1.7440349230076697e-10],[2.0],Bool[1],[0.4],Bool[0],[0.76],[1.3466875785040923e-10],Bool[0],Bool[0],[4.527781000914052e6],[2.391222683676466e8],[0.5706939872134049],Bool[0],[1.8653443490180798e-10],[4.527781000914052e6],[1],[4.5076274770056234e-10],Bool[0],Bool[1],[0.505544912],[0.4],Bool[1],[0.9536498515091708],[0.5850000000000001],[20],[0.9989054642694293],[4.6050917220441345e6],[0.4994001297733141],[0.5016766],[1.5823286059924161e-10],[0.13560844386689203]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-1.0],Bool[0],Bool[0],[0],[0.22276098992874357],[2.309164134297397e8],[-1.0],[20],[1],[0.6931089380465382],[0.20465136],[0.006107804527765882],[0.9639735406286938],[4.760534299434954e6],[0.94],[16],[19],[0.9966030954041163],[0.9291662628698498],[2.3981193157642305e8],[0.74],[0],Bool[0],[0],[4.759550126666319e6],[0.2292736],[2.309164134297397e8],[16],[1.3177239809776924],Bool[0],[0],[0.0],Bool[0],[0.9050918872381646],[0.9965852380267145],[0.644511481733397],[0.8818303070900149],Bool[0],[0.35040102796938755],Bool[0],[0.0],Bool[1],[0.0],[0.26904591292266955],[4.744363218594342e6],[0.0],[1.3882560862395632],[-1.0],Bool[1],[0.4],Bool[0],[0.94],[0.5948155684019674],Bool[0],Bool[0],[4.1558045979673904e6],[2.3954642290195888e8],[0.05920246648080206],Bool[0],[1.3259821691766411],[4.129354532394254e6],[1],[0.9128936280066497],Bool[0],Bool[1],[0.20465135999999998],[0.4],Bool[1],[0.9629062737278836],[0.0],[20],[1.0],[4.753644857833909e6],[0.28530633239972475],[0.2292736],[1.2586492194788548],[0.07026658824790058]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.048556748219732646],[2.3141297659950036e8],[2.0],[20],[1],[0.6791170738539858],[0.504532512],[0.0009575059347059672],[0.9611047905072729],[4.618931303118149e6],[0.42],[20],[20],[0.998975911781331],[1.9131890352388472e-10],[2.407780908857609e8],[0.24],[0],Bool[0],[20],[4.619336664811283e6],[0.5002589999999999],[2.3141297659950036e8],[20],[7.555403481914076e-11],Bool[0],[0],[2.0],Bool[0],[1.3563619974208807e-10],[0.9989762831016304],[2.2879043953651647e-10],[1.529489890512173e-10],Bool[0],[0.15175803964908724],Bool[0],[0.885],Bool[1],[0.885],[0.1249277773858913],[4.614201109987784e6],[0.516],[2.193613905942238e-10],[-2.0],Bool[1],[0.4],Bool[0],[0.42],[4.0454397279334554e-10],Bool[0],Bool[0],[4.0126221286267014e6],[2.407780908857609e8],[0.19917716010080277],Bool[0],[2.806679206271426e-10],[4.0126221286267014e6],[1],[2.8998820003893885e-10],Bool[0],Bool[1],[0.504532512],[0.4],Bool[1],[0.9611047905072729],[0.516],[20],[0.9994217145109505],[4.614656670734078e6],[0.11710609388883056],[0.5002589999999999],[1.0873153857510963e-10],[0.1493019626394777]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.482323927470281],[2.2766767826059303e8],[2.0],[20],[1],[0.6791170738539858],[0.4944190479999999],[0.8301920224261802],[0.9582209404925073],[4.644651246865992e6],[0.8],[20],[20],[0.9988795713976205],[2.045379226170748e-10],[2.3759413788596207e8],[0.1],[0],Bool[0],[20],[4.644832047846084e6],[0.5020967999999999],[2.2766767826059303e8],[20],[9.247782843497583e-11],Bool[0],[0],[2.0],Bool[0],[1.3694073433461088e-9],[0.9988802190192374],[1.4612330593241644e-10],[1.2130071020988453e-9],Bool[0],[0.8486476505427835],Bool[0],[0.113],Bool[1],[0.113],[0.660085028953942],[4.639447246760926e6],[0.6],[7.688085603288183e-11],[-2.0],Bool[1],[0.4],Bool[0],[0.8],[1.3125021730446518e-10],Bool[0],Bool[0],[4.41617841561154e6],[2.3759413788596207e8],[0.8375956324139252],Bool[0],[8.644362179718058e-11],[4.41617841561154e6],[1],[2.4238818446478887e-10],Bool[0],Bool[1],[0.4944190479999999],[0.4],Bool[1],[0.9582209404925073],[0.6],[20],[0.9995163223788419],[4.639193791289368e6],[0.41963409935367274],[0.5020967999999999],[1.142319849523126e-10],[0.14492538885923337]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[-0.02166830506086275],[2.3537135278502303e8],[1.0],[20],[1],[0.6931089380465382],[0.23789617999999998],[-0.07652257134442146],[0.9822136240924078],[4.720376009898807e6],[0.82],[10],[19],[0.9969027536425102],[1.1452376894524709e-10],[2.4038876463939416e8],[0.64],[0],Bool[0],[0],[4.7254558704712875e6],[0.22578579999999998],[2.3537135278502303e8],[10],[1.529340368293022],Bool[0],[0],[0.0],Bool[0],[0.5736922726867159],[0.9969152725304522],[0.693147180370163],[0.5736921263639521],Bool[0],[-0.1473601992456231],Bool[0],[0.0],Bool[1],[0.0],[-0.12038038267213905],[4.705755842496166e6],[0.0],[1.5137780194543027],[0.0],Bool[1],[0.4],Bool[0],[0.82],[0.6931471800013181],Bool[0],Bool[0],[4.259225866273908e6],[2.3963356546037793e8],[-0.0825381138130309],Bool[0],[1.5137755286649792],[4.359795400830178e6],[1],[1.1452408323385264e-10],Bool[0],Bool[1],[0.23789618000000007],[0.4],Bool[1],[0.9791279269565791],[0.0],[20],[1.0],[4.706743823150542e6],[-0.045200048579570364],[0.22578580000000004],[1.5293395103408054],[0.15103246866816425]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.3060375530586513],[2.295819191620705e8],[-1.0],[20],[1],[0.6931089380465382],[0.15435838799999999],[0.391267746385111],[0.9682951864119858],[4.705607432680742e6],[0.92],[19],[18],[0.9967037498892323],[0.973089355320006],[2.3832544660952526e8],[0.56],[0],Bool[0],[0],[4.711813986274485e6],[0.22723319999999997],[2.295819191620705e8],[19],[1.4198562967911266],Bool[0],[0],[0.0],Bool[0],[0.9325525641953629],[0.9967048664022952],[0.5557802107186741],[0.8791745174163919],Bool[0],[0.5582030757003699],Bool[0],[0.0],Bool[1],[0.0],[0.23211594133770655],[4.690096573659538e6],[0.0],[1.3687086592761313],[-2.0],Bool[1],[0.4],Bool[0],[0.92],[0.49562602869662714],Bool[0],Bool[0],[4.445318195166105e6],[2.370991019926325e8],[0.32495982404558227],Bool[0],[1.3572990396200186],[4.353159463727963e6],[1],[0.9240092342229752],Bool[0],Bool[1],[0.15435838799999999],[0.4],Bool[1],[0.9633126568235064],[0.0],[20],[1.0],[4.69878343666286e6],[0.08078667340522003],[0.22723319999999997],[1.351608376302055],[0.05402798208336116]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String7[""C1_2""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.02722130459372462],[2.30800363493909e8],[-2.0],[20],[1],[0.6791170738539858],[0.49512847200000004],[0.1732363923401628],[0.9604044496026423],[4.571845742930681e6],[0.38],[20],[20],[0.9989086168640595],[2.545595546739815e-10],[2.4031579985848707e8],[0.2],[0],Bool[0],[20],[4.570452763954608e6],[0.5007052],[2.30800363493909e8],[20],[1.4495637168325808e-10],Bool[0],[0],[-2.0],Bool[0],[1.4890197055457904e-10],[0.9989098347880017],[1.983094366049854e-10],[2.0040884238341804e-10],Bool[0],[0.1313009210669776],Bool[0],[0.077],Bool[1],[0.077],[0.02421966304429712],[4.566856107586726e6],[0.53],[1.5546440838652778e-10],[2.0],Bool[1],[0.4],Bool[0],[0.38],[4.000836230840516e-10],Bool[0],Bool[0],[4.464333680698656e6],[2.4031579985848707e8],[-0.0034643436789086705],Bool[0],[2.0817874508642928e-10],[4.464333680698656e6],[1],[4.0650869070322494e-10],Bool[0],Bool[1],[0.49512847200000004],[0.4],Bool[1],[0.9604044496026423],[0.53],[20],[0.9994919922665559],[4.56702629724358e6],[0.14470093845322102],[0.5007052],[2.62021426616311e-10],[0.27349052271696733]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String7[""C1_2""]","String7[""D1_3""]","String7[""F1_1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.669608762251217],[2.2915020705260235e8],[-2.0],[20],[1],[0.6791170738539858],[0.5087386880000001],[0.33649104824525544],[0.955796115056802],[4.618872870449079e6],[0.84],[20],[20],[0.9980904250108528],[3.256585288064743e-10],[2.3974800006273744e8],[0.06],[0],Bool[0],[20],[4.617769794083763e6],[0.5004786],[2.2915020705260235e8],[20],[4.020883456409432e-10],Bool[0],[0],[-2.0],Bool[0],[1.9140590014538768e-11],[0.9980911241213033],[1.8470291660511246e-11],[1.7707781118258653e-11],Bool[0],[0.7054853342059673],Bool[0],[0.9209999999999999],Bool[1],[0.9209999999999999],[0.7141488359592099],[4.610052786337619e6],[0.516],[6.738177067850703e-11],[-2.0],Bool[1],[0.4],Bool[0],[0.84],[2.2141062971104756e-11],Bool[0],Bool[0],[4.38744231934854e6],[2.3974800006273744e8],[0.5240598063176041],Bool[0],[7.589259940210866e-11],[4.38744231934854e6],[1],[3.8024078799137363e-10],Bool[0],Bool[1],[0.5087386880000001],[0.4],Bool[1],[0.955796115056802],[0.516],[20],[0.9987639273022212],[4.610546849831539e6],[0.5683633334334783],[0.5004786],[3.8744857946413174e-10],[0.14176021320525728]
