X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_efficiency,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_condorcet_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,prop_qual_min_govt_size,major_strict_med_pos,prop_strict_util_max_elec,spat_med_entropy2,major_util_eff_avg,spat_med_entropy5,spat_avg_entropy2,prop_strict_min_govt_unstable,spat_agg_dist_corr,prop_qual_util_maxer,tangian_raw_uni_parties,prop_qual_single_party_win,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,prop_qual_winner_smith,major_smith_efficiency,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,prop_qual_condorcet_paradox,spat_avg_entropy4,major_qual_social_util,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String7[""C2_1""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.24390683640647282],[2.2685000133080763e8],[0.0],[20],[1],[0.24738540027143296],[0.40084979600000004],[0.35966002925412416],[0.9566341320359519],[4.560475234328776e6],[0.26],[9],[0],[0.9826744352043907],[2.7965424110343255e-10],[2.3713350144429326e8],[0.28],[0],Bool[0],[0],[4.565536477361008e6],[0.4133672],[2.2685000133080763e8],[9],[9.5482938641064e-11],Bool[0],[0],[0.0],Bool[0],[4.201352792266937e-10],[0.9827327622892496],[2.947264846438044e-10],[4.513220488724086e-10],Bool[0],[0.41637104278650744],Bool[0],[0.5370000000000001],Bool[0],[0.5370000000000001],[0.1146515045639608],[4.481462425157641e6],[0.5740000000000001],[1.0707257386551417e-10],[0.0],Bool[1],[0.4],Bool[0],[0.26],[3.3836261151993936e-10],Bool[0],Bool[0],[3.9706298316828655e6],[2.3713350144429326e8],[0.46661845944219554],Bool[0],[1.1340022924344872e-10],[3.9706298316828655e6],[1],[2.872311547438879e-10],Bool[0],Bool[1],[0.400849796],[0.4],Bool[1],[0.9566341320359519],[0.5740000000000001],[20],[0.9882534467918017],[4.473280595993972e6],[0.459301347887494],[0.4133672],[9.772879704988228e-11],[0.0582131826994539]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.37262991241151683],[2.0530979927398938e8],[0.0],[20],[1],[0.009225173385904444],[0.4998649759999999],[0.11253827387873089],[0.94835909619945],[4.206409269311389e6],[0.26],[20],[20],[0.9986105068668428],[9.727949705484326e-11],[2.1648951340981343e8],[0.18],[0],Bool[0],[20],[4.205608085019253e6],[0.5001690000000001],[2.0530979927398938e8],[20],[1.1861062849211423],Bool[0],[0],[0.0],Bool[0],[0.22094982792897688],[0.9986109138162287],[0.5711958144818372],[0.2578911945013795],Bool[0],[0.36002432122522277],Bool[0],[0.492],Bool[1],[0.492],[0.009043914103483338],[4.200564492516432e6],[0.5260000000000001],[1.2669766961761892],[2.0],Bool[1],[0.4],Bool[0],[0.26],[0.5291103878727518],Bool[0],Bool[0],[3.865347616841656e6],[2.1648951340981343e8],[0.1607819552158255],Bool[0],[1.2421837384169416],[3.865347616841656e6],[1],[1.8824546567079763e-10],Bool[0],Bool[1],[0.4998649759999999],[0.4],Bool[1],[0.94835909619945],[0.5260000000000001],[20],[0.9987435754693582],[4.201561567099851e6],[0.07154323530438784],[0.5001690000000001],[1.1695212841502696],[0.04058058432304787]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.03188101466369835],[2.156487320752272e8],[0.0],[20],[1],[0.014853242608938918],[0.40254968],[0.024403491937984464],[0.9527553490204026],[4.546087819647211e6],[0.38],[8],[0],[0.9870901290687777],[1.098612288166442],[2.2634218983598614e8],[0.34],[0],Bool[0],[0],[4.547065778840248e6],[0.42456119999999997],[2.156487320752272e8],[8],[1.6094379117518929],Bool[0],[0],[0.0],Bool[0],[1.098612288202247],[0.9871366419288035],[0.6931471803733334],[1.098612288105313],Bool[0],[0.05011616166327769],Bool[0],[0.542],Bool[1],[0.542],[0.05912515939015392],[4.487398412653564e6],[0.608],[1.6094379118573827],[0.0],Bool[1],[0.4],Bool[0],[0.38],[0.6931471800969311],Bool[0],Bool[0],[4.023865042613107e6],[2.2634218983598614e8],[0.0062873032569449845],Bool[0],[1.609437911630993],[4.023865042613107e6],[1],[1.0986122880367177],Bool[0],Bool[1],[0.40254968],[0.4],Bool[1],[0.9527553490204026],[0.608],[20],[0.9942349492272111],[4.492523889614234e6],[-0.007516827563205695],[0.42456119999999997],[1.6094379116457287],[0.03432985313105779]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.24896896497241883],[2.2204406361291495e8],[1.0],[20],[1],[0.7315070872690153],[0.2176669],[0.08615019661560656],[0.9409179115703744],[4.496992073450698e6],[0.7551020408163265],[13],[19],[0.9910794465504492],[2.403421796080688e-10],[2.3598664759429178e8],[0.44],[1],Bool[0],[0],[4.491790897349281e6],[0.2276472],[2.2204847436973497e8],[13],[1.792762088907783e-10],Bool[0],[0],[0.0],Bool[0],[2.0800382408222828e-10],[0.9910864064882879],[1.7614808133225822e-10],[2.534535636463458e-10],Bool[0],[0.3838434340129537],Bool[0],[0.0],Bool[1],[0.0],[0.3295429548023203],[4.4568764152972745e6],[0.0],[1.061968945929803e-10],[0.0],Bool[1],[0.4],Bool[0],[0.76],[4.794593472420675e-10],Bool[0],Bool[0],[4.1326727163501526e6],[2.3599133531121776e8],[0.16197239961044516],Bool[0],[2.4551941712331036e-10],[4.1547816929820543e6],[1],[4.0764476152293785e-10],Bool[0],Bool[1],[0.2176669],[0.4],Bool[1],[0.9409179115703744],[0.0],[20],[0.9971051931945691],[4.45673485945301e6],[0.1879142223702105],[0.2276472],[3.203727353422905e-10],[0.02781907863319705]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.17415051554131578],[2.0608874690283793e8],[2.0],[20],[1],[0.0032736499507430516],[0.4999794000000001],[0.028312653684288216],[0.9495139659657814],[4.240738592169783e6],[0.42],[20],[20],[0.9985297592356464],[1.5581983858345475e-10],[2.1704656728584123e8],[0.18],[0],Bool[0],[20],[4.24169526828118e6],[0.499692],[2.0608874690283793e8],[20],[1.338906557165839],Bool[0],[0],[2.0],Bool[0],[0.7075046507306946],[0.9985303478226446],[0.6262945491133716],[0.6392001829770365],Bool[0],[0.13053058370059525],Bool[0],[0.472],Bool[1],[0.472],[0.030029941476163464],[4.234503685420607e6],[0.46799999999999997],[1.3224612908106461],[2.0],Bool[1],[0.4],Bool[0],[0.42],[0.538084014829358],Bool[0],Bool[0],[3.5291849104114696e6],[2.1704656728584123e8],[0.07716016950746916],Bool[0],[1.276410421119086],[3.5291849104114696e6],[1],[2.4573986084109376e-10],Bool[0],Bool[1],[0.4999794000000001],[0.4],Bool[1],[0.9495139659657814],[0.46799999999999997],[20],[0.998850117933461],[4.234378663559583e6],[0.15852038250799033],[0.499692],[1.2931720227303407],[0.018484501183423912]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[-0.014574717269479058],[2.2455270169505292e8],[0.0],[20],[1],[0.0028730944989679803],[0.3613805280000001],[-0.04983282341245814],[0.9571182515927965],[4.5402154833981665e6],[0.3541666666666667],[9],[0],[0.9879781971769442],[1.0986122881981721],[2.3461333155162555e8],[0.38],[2],Bool[0],[0],[4.552624234169172e6],[0.44363700000000006],[2.2455270169505292e8],[9],[1.609437911837377],Bool[0],[0],[0.0],Bool[0],[1.0986122881532006],[0.988012054453593],[0.6931471804648851],[1.0986122879686868],Bool[0],[-0.09615631220147594],Bool[0],[0.41800000000000004],Bool[1],[0.41800000000000004],[-0.03208848605054521],[4.485633908082569e6],[0.6669999999999999],[1.609437911790454],[0.0],Bool[1],[0.4],Bool[0],[0.38],[0.6931471802431872],Bool[0],Bool[1],[4.1566016773087876e6],[2.3461333155162555e8],[-0.029170787603276575],Bool[0],[1.6094379116534105],[4.1566016773087876e6],[1],[1.098612288097659],Bool[1],Bool[1],[0.361380528],[0.4],Bool[1],[0.9571182515927965],[0.6669999999999999],[20],[0.9883829802032914],[4.498540577519216e6],[-0.08192027916698072],[0.44363699999999995],[1.6094379117031463],[0.15730281202826601]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String7[""C2_1""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.48101174599083546],[2.240416442239017e8],[0.0],[20],[1],[0.10084346018117475],[0.37096313599999997],[0.5266894485884092],[0.9482353003379943],[4.547470600705835e6],[0.46],[10],[0],[0.9827379336235819],[9.52699392132589e-11],[2.3627220389711607e8],[0.24],[0],Bool[0],[0],[4.539758293800163e6],[0.42950119999999997],[2.240416442239017e8],[10],[1.3658861321317585e-10],Bool[0],[0],[0.0],Bool[0],[6.924040645625808e-10],[0.9827882801179743],[2.59181508430041e-10],[7.431638650873824e-10],Bool[0],[0.508300595032658],Bool[0],[0.447],Bool[0],[0.447],[0.11908818944573395],[4.468971861351641e6],[0.623],[1.406083850573944e-9],[0.0],Bool[1],[0.4],Bool[0],[0.46],[2.468709199415451e-10],Bool[0],Bool[0],[3.8218911347737527e6],[2.3627220389711607e8],[0.28522961987951767],Bool[0],[1.439132194501239e-9],[3.8218911347737527e6],[1],[1.0114368777458732e-10],Bool[0],Bool[1],[0.370963136],[0.4],Bool[1],[0.9482353003379943],[0.623],[20],[0.9878401198271196],[4.462140897680679e6],[0.16325313815489226],[0.42950119999999997],[1.406750083860789e-10],[0.1147082023919824]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[2],[0.04652438626701403],[2.3006177190204257e8],[-0.5],[9],[2],[0.3349473701265093],[0.21023261999999995],[0.3066113211482436],[0.9874708111739997],[4.582544757113674e6],[0.88],[7],[16],[0.9938090135616807],[7.22782647551801e-11],[2.355678082175667e8],[0.46],[0],Bool[0],[0],[4.587137845011144e6],[0.22488100000000003],[2.3261633466708177e8],[4],[7.924435402249317e-11],Bool[0],[0],[0.0],Bool[0],[2.5968634003760197e-10],[0.9938179603061136],[1.432692196445284e-10],[3.2104622432563897e-10],Bool[0],[0.47261974279805236],Bool[0],[0.0],Bool[0],[0.0],[0.026295620558190343],[4.554174284669392e6],[0.0],[8.822926524373401e-11],[0.0],Bool[1],[0.2],Bool[0],[0.88],[2.943951151899039e-10],Bool[0],Bool[0],[3.8913757550042355e6],[2.355678082175667e8],[0.3068414424452532],Bool[0],[1.3703209717458842e-10],[4.0979818622530997e6],[2],[1.4398347790783006e-10],Bool[0],Bool[1],[0.21023262],[0.18],Bool[0],[0.976626533323098],[0.0],[10],[0.9988598578069725],[4.564499872695378e6],[0.44751942262427313],[0.22488100000000003],[1.396653606962419e-10],[0.047127748938390855]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.38499323868299223],[2.0776277467276818e8],[-2.0],[20],[1],[0.5833036326569523],[0.500080256],[-0.024484213717735608],[0.9380251597957329],[4.287728410634446e6],[0.26],[20],[20],[0.9987894069115661],[2.3881976171039814e-10],[2.2148955441452253e8],[0.18],[0],Bool[0],[20],[4.286720663793772e6],[0.5004786],[2.0776277467276818e8],[20],[1.1957219793043783],Bool[0],[0],[-2.0],Bool[0],[0.7330491808779013],[0.9987898953431938],[0.6296527149276361],[0.674995609591557],Bool[0],[0.49375395669046757],Bool[0],[0.596],Bool[1],[0.596],[0.22739596498896203],[4.282537716255451e6],[0.545],[1.3847165190753166],[-2.0],Bool[1],[0.4],Bool[0],[0.26],[0.5913547496130502],Bool[0],Bool[0],[4.0230774630913436e6],[2.2148955441452253e8],[0.43455994408798004],Bool[0],[1.314238162755242],[4.0230774630913436e6],[1],[3.6970564728141665e-10],Bool[0],Bool[1],[0.500080256],[0.4],Bool[1],[0.9380251597957329],[0.545],[20],[0.9988399766313288],[4.283262185860114e6],[0.01563394021953813],[0.5004786],[1.1539632269236086],[0.0471800040695208]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.08985645150094007],[2.180276928819176e8],[0.0],[20],[1],[0.0009867360335976405],[0.394589152],[0.0009779691972979106],[0.9387680752294412],[4.498568064058244e6],[0.5],[9],[0],[0.9846200238337084],[1.0986122881995954],[2.3224872962220213e8],[0.3],[0],Bool[0],[0],[4.50010323998863e6],[0.42107020000000006],[2.180276928819176e8],[9],[1.6094379117326156],Bool[0],[0],[0.0],Bool[0],[1.0986122882607932],[0.9846647865910524],[0.6931471805230436],[1.0986122880969098],Bool[0],[0.04745444958971501],Bool[0],[0.5190000000000001],Bool[1],[0.5190000000000001],[0.021428249772877366],[4.429380194450588e6],[0.5990000000000001],[1.6094379117922406],[0.0],Bool[1],[0.4],Bool[0],[0.5],[0.6931471802726418],Bool[0],Bool[0],[3.9357954465186107e6],[2.3224872962220213e8],[0.019229269109574895],Bool[0],[1.6094379116918287],[3.9357954465186107e6],[1],[1.0986122880847464],Bool[0],Bool[1],[0.394589152],[0.4],Bool[1],[0.9387680752294412],[0.5990000000000001],[20],[0.9880381495755328],[4.433957928990272e6],[-0.00784047935175401],[0.42107020000000006],[1.6094379117094042],[0.08799416826131148]
