X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,plur_util_from_winner_avg,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,plur_util_from_max_med,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_eff,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,plur_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_cond_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,plur_smith_eff,major_strict_med_pos,prop_strict_util_max_elec,prop_qual_min_govt_size,plur_util_eff_med,plur_cond_eff,spat_med_entropy2,major_util_eff_avg,plur_cond_paradox,spat_avg_entropy2,spat_med_entropy5,prop_strict_min_govt_unstable,spat_agg_dist_corr,plur_gallagher_index,prop_qual_util_max_elec,tangian_raw_uni_parties,prop_qual_single_party_win,plur_util_from_max_avg,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,plur_qual_social_util,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,plur_qual_nonzero_pos,prop_qual_winner_smith,plur_util_eff_avg,major_smith_eff,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,plur_strict_nonzero_pos,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,plur_qual_med_pos,plur_strict_med_pos,prop_qual_cond_paradox,spat_avg_entropy4,major_qual_social_util,plur_util_from_winner_med,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,plur_strict_social_util,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,plur_util_max_elec_rate,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String7[""C3_1""]","String7[""D3_1""]","String7[""F3_2""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.270336703840599e6],Bool[0],Bool[0],[2],[0.31830338691037335],[2.205299781061672e8],[0.0],[9],[2],[4.324487786087694e6],[0.060843372517542474],[0.37284130000000004],[0.012235424919782913],[0.9921218410785871],[4.325106150452478e6],[0.86],[5],[0],[0.9908705782858723],[0.9873368549333411],[3.425065797885457e-10],[2.2958699849669993e8],[0.54],[0],Bool[0],[0],[4.324487786087694e6],[0.42312380000000005],[2.2777827563625276e8],[1],[1.0014605135484336e-10],Bool[0],[0.58],[0.0],Bool[0],[0],[0.999400243736531],[0.58],[1.294899599246317e-10],[0.9908713067484234],[0],[3.530936979006568e-10],[1.3472611378953886e-10],Bool[0],[0.035419132285678084],[0.12071833146626904],Bool[0],[0.456],Bool[0],[4.325106150452478e6],[0.456],[0.08129928367878801],[4.28562043244663e6],[0.609],[3.7119086407789746e6],[1.2498836172151845e-10],[0.0],Bool[1],[0.28],[0],Bool[0],[0.9873766047370245],[0.86],[2.928679069035175e-10],Bool[0],Bool[0],[0],[3.7119086407789746e6],[2.2958699849669993e8],[0.016040462183826185],[0.0],[0.0],Bool[0],[1.5634397075290585e-10],[3.7119086407789746e6],[4.272124715824676e6],[2],[6.55890953531483e-10],Bool[0],Bool[1],[0.37284130000000004],[0.18],Bool[0],[0.9605508132000649],[0.609],[3.7119086407789746e6],[14],[1.0],[4.305987117996364e6],[-0.07612917970132996],[0.48],[0.42312380000000005],[1.3826355507500534e-10],[0.08898064706440384]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String7[""C3_2""]","String7[""D3_3""]","String7[""F3_2""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[3.9201875469868225e6],Bool[0],Bool[0],[0],[0.254043669088301],[1.9381366305727333e8],[0.0],[20],[1],[3.9900006990112117e6],[0.08340715090198375],[0.36450732799999996],[0.06285958831637828],[0.8833239102383083],[3.9862865945123937e6],[0.92],[9],[1],[0.986813944807788],[0.9834183905350498],[1.7098992884126588e-10],[2.1941403466026992e8],[0.5],[0],Bool[0],[0],[3.9900006990112117e6],[0.3960768],[1.9381366305727333e8],[9],[1.2802978091218407],Bool[0],[0.78],[0.0],Bool[0],[0],[0.9988554242455909],[0.78],[0.7240222701537338],[0.9868622042361213],[0],[0.7641400263546896],[0.5838422258839011],Bool[0],[0.4011574603968616],[0.020108504071660812],Bool[0],[0.27],Bool[1],[3.9862865945123937e6],[0.27],[0.2530122895134664],[3.9337231994651784e6],[0.289],[3.4983854350288226e6],[1.3062089172204718],[0.0],Bool[1],[0.4],[1],Bool[0],[0.9835263096794349],[0.92],[0.5316005532103896],Bool[0],Bool[1],[0],[3.2992562503162953e6],[2.1941403466026992e8],[0.38776312584958905],[0.0],[0.0],Bool[0],[1.2937969036291515],[3.4983854350288226e6],[3.9012794555060035e6],[1],[2.5059798690527133e-10],Bool[1],Bool[1],[0.36450732799999996],[0.4],Bool[1],[0.8833239102383083],[0.289],[3.2992562503162953e6],[20],[0.9996056088382924],[3.936364878645682e6],[-0.028716530841300034],[0.48],[0.3960768],[1.2322857808092471],[0.044757479106848706]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String7[""C3_2""]","String7[""D3_2""]","String7[""F3_2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.1147033961174516e6],Bool[0],Bool[0],[2],[0.09772609460306524],[2.1657560187043107e8],[0.0],[5],[2],[4.21991118798e6],[0.27586675864950805],[0.36585860800000003],[0.025989019140690926],[0.967571236941132],[4.218332375155614e6],[0.76],[3],[0],[0.9784410315186808],[0.9754336619730352],[0.941768299728766],[2.2383427038934162e8],[0.3],[0],Bool[0],[0],[4.21991118798e6],[0.40150800000000003],[2.1657560187043107e8],[3],[1.3422923062004604],Bool[0],[0.58],[0.0],Bool[0],[0],[0.9805873476848628],[0.58],[0.9635659703430208],[0.9785602571139776],[0],[0.925456677724728],[0.5429962375045259],Bool[0],[0.287504273392794],[0.09058451629279697],Bool[0],[0.20000000000000004],Bool[0],[4.218332375155614e6],[0.20000000000000004],[0.33355046069045646],[4.1273894804359055e6],[0.32900000000000007],[3.6701319980366407e6],[1.4191499357643678],[0.0],Bool[1],[0.34],[0],Bool[0],[0.9755636754554777],[0.76],[0.5198211743530359],Bool[0],Bool[0],[0],[3.6701319980366407e6],[2.2383427038934162e8],[0.14874908700866443],[0.0],[0.0],Bool[0],[1.3971727333978041],[3.6701319980366407e6],[4.0986112353395363e6],[2],[0.9145965980541834],Bool[0],Bool[1],[0.36585860800000003],[0.1],Bool[0],[0.967571236941132],[0.32900000000000007],[3.6701319980366407e6],[17],[0.9826068494763991],[4.1220200698660724e6],[0.20494286926357771],[0.22],[0.40150800000000003],[1.2947723814989283],[0.06202801457406164]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String7[""C3_1""]","String7[""D3_2""]","String7[""F3_2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.242240116279604e6],Bool[0],Bool[0],[2],[-0.022445271968689107],[2.193816266434905e8],[0.0],[7],[2],[4.300332024552843e6],[0.007155302369571833],[0.37698655200000003],[0.15859691397745726],[0.9819813123107127],[4.2959508207114525e6],[0.88],[4],[0],[0.9885121149106286],[0.9874973651530411],[1.2022560217412471e-10],[2.2137588932939184e8],[0.46],[0],Bool[0],[0],[4.300332024552843e6],[0.4090438],[2.173869863176273e8],[5],[8.236071113474469e-11],Bool[0],[0.64],[0.0],Bool[0],[0],[0.9981660865030695],[0.64],[3.6798737755764026e-10],[0.9885380227966905],[0],[4.637741791901476e-10],[2.6269778045547343e-10],Bool[0],[0.15649498155226463],[0.015846714233556432],Bool[0],[0.46599999999999997],Bool[0],[4.2959508207114525e6],[0.46599999999999997],[0.037518248789995844],[4.246599431333529e6],[0.565],[3.636110489404789e6],[1.2805073741123762e-10],[0.0],Bool[1],[0.3],[0],Bool[0],[0.9875406063368782],[0.88],[5.072803186745808e-10],Bool[0],Bool[0],[0],[3.636110489404789e6],[2.2137588932939184e8],[0.10721428155841872],[0.0],[0.0],Bool[0],[2.2069012356629422e-10],[3.636110489404789e6],[4.23481384436031e6],[2],[1.8515025943454525e-10],Bool[0],Bool[1],[0.37698655200000003],[0.14],Bool[0],[0.9909915090936845],[0.565],[3.636110489404789e6],[15],[0.9995510455684087],[4.238151884085223e6],[0.059844359976206074],[0.38],[0.40904379999999996],[1.320171970135323e-10],[0.02298691697466191]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String7[""C3_1""]","String7[""D3_2""]","String7[""F3_2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.248339310718073e6],Bool[0],Bool[1],[0],[0.04639209673468103],[2.1887420868562168e8],[0.0],[10],[2],[4.301406153038277e6],[0.0061998490304200175],[0.41063592],[0.01359531150649663],[1.0],[4.311570603289222e6],[0.88],[2],[0],[0.9864697845592133],[0.9853345106948007],[2.050856468277504e-10],[2.2356996483816284e8],[0.42],[0],Bool[0],[0],[4.301406153038277e6],[0.40111720000000006],[2.2356996483816284e8],[0],[2.484889064428647e-10],Bool[0],[0.8],[0.0],Bool[0],[0],[0.9909754808834312],[0.8],[8.036470139161911e-11],[0.9864637055155255],[0],[1.591049758756461e-10],[1.1495390442727251e-10],Bool[0],[0.058589599588881845],[0.07830630963083372],Bool[1],[0.569],Bool[0],[4.311570603289222e6],[0.569],[0.12995058126904097],[4.253234124138556e6],[0.5409999999999999],[3.751718446176564e6],[8.321396350304653e-11],[0.0],Bool[1],[0.34],[0],Bool[1],[0.9853115160904105],[0.88],[1.6928274361367785e-10],Bool[0],Bool[0],[0],[3.751718446176564e6],[2.2356996483816284e8],[0.01090570898310194],[0.0],[0.0],Bool[0],[1.3053876248552456e-10],[3.751718446176564e6],[4.240530988399586e6],[2],[3.1304534777727314e-10],Bool[0],Bool[1],[0.41063592],[0.2],Bool[1],[0.9789964803369705],[0.5409999999999999],[3.751718446176564e6],[17],[0.9917161564067296],[4.255364568367593e6],[0.03490672216031935],[0.36],[0.40111720000000006],[3.675260418554258e-10],[0.05860476199081436]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String7[""C3_2""]","String7[""D3_3""]","String7[""F3_2""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.0870583218462295e6],Bool[0],Bool[0],[2],[0.32208231354603123],[2.1192173966981658e8],[0.0],[6],[2],[4.15107179073562e6],[0.17758364806773827],[0.36642474399999997],[0.06436474569278648],[0.9627451811133656],[4.15559123787501e6],[0.94],[3],[0],[0.9863495308419],[0.9835082634200988],[1.237539126778303e-10],[2.201223582596798e8],[0.52],[0],Bool[0],[0],[4.15107179073562e6],[0.40021280000000004],[2.1192173966981658e8],[3],[1.092981591283113],Bool[0],[0.82],[0.0],Bool[0],[0],[0.9961536935662372],[0.82],[0.7695812296065382],[0.9864397728546408],[0],[0.7480560285141351],[0.6168634083281012],Bool[0],[0.4158369509604722],[0.06003547431310925],Bool[0],[0.155],Bool[0],[4.15559123787501e6],[0.155],[0.1657805107721205],[4.0988654678487265e6],[0.31],[3.389888036378413e6],[1.3009672214800092],[0.0],Bool[1],[0.34],[0],Bool[0],[0.9835948654132349],[0.94],[0.5763709716853681],Bool[0],Bool[0],[0],[3.389888036378413e6],[2.201223582596798e8],[0.38434800489687426],[0.0],[0.0],Bool[0],[1.2625984573983622],[3.389888036378413e6],[4.0912717073029242e6],[2],[1.9200133364925486e-10],Bool[0],Bool[1],[0.36642474399999997],[0.12],Bool[0],[0.9627451811133656],[0.31],[3.389888036378413e6],[17],[1.0],[4.1012251268889215e6],[0.10407950009265064],[0.44],[0.4002128],[1.06645117996875],[0.08984485614658194]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String7[""C3_1""]","String7[""D3_1""]","String7[""F3_2""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.227299028167525e6],Bool[0],Bool[0],[3],[-0.054335149297101454],[2.2720483356567955e8],[0.0],[3],[3],[4.26862693707259e6],[0.16570932084206433],[0.3892122559999999],[-0.028911790111830454],[1.0],[4.26920143831297e6],[0.9],[1],[0],[0.9895233768542923],[0.99018495361465],[1.614314240419701e-10],[2.2905610378612942e8],[0.5],[0],Bool[0],[0],[4.26862693707259e6],[0.4187368],[2.2905610378612942e8],[0],[1.9349745053704406e-10],Bool[0],[0.66],[0.0],Bool[0],[0],[1.0],[0.66],[1.298482649126734e-10],[0.9894815578393583],[0],[2.0130367684907166e-10],[1.5879972662895233e-10],Bool[0],[0.13276633543857821],[0.07017929176046166],Bool[1],[0.505],Bool[0],[4.26920143831297e6],[0.505],[0.317532772244615],[4.224474623710652e6],[0.595],[3.6187748605204807e6],[1.4365076062873687e-10],[0.0],Bool[1],[0.26],[0],Bool[0],[0.9901830772504467],[0.9],[2.124037023242777e-10],Bool[0],Bool[0],[0],[3.6187748605204807e6],[2.2905610378612942e8],[0.3041476306377754],[0.0],[0.0],Bool[0],[2.769471272599645e-10],[3.6187748605204807e6],[4.23056722508343e6],[3],[2.233510253684119e-10],Bool[0],Bool[1],[0.389212256],[0.06],Bool[0],[0.9919178306543692],[0.595],[3.6187748605204807e6],[13],[0.9999210327430926],[4.228007293784285e6],[0.013269488581043098],[0.54],[0.4187368],[3.3201259257034483e-10],[0.07708082116843333]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String7[""C3_2""]","String7[""D3_2""]","String7[""F3_2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.219714558124445e6],Bool[0],Bool[0],[3],[0.16373460391012992],[2.2247195562377408e8],[0.0],[4],[3],[4.320173311022367e6],[0.013099282423094783],[0.336216388],[0.1659196705449261],[0.9919536101113002],[4.3182629723114185e6],[0.88],[3],[0],[0.9804661585887117],[0.9771786908720329],[0.9678592018061103],[2.2828464701604447e8],[0.3],[0],Bool[0],[0],[4.320173311022367e6],[0.3993451999999999],[2.2644777974054918e8],[1],[1.3053742048286865],Bool[0],[0.6],[0.0],Bool[0],[0],[0.9855864929395689],[0.6],[0.9357412951992415],[0.9804883064168618],[0],[0.9196704848630666],[0.5520850286176846],Bool[0],[0.47027435036005066],[0.07916306714623934],Bool[0],[0.245],Bool[0],[4.3182629723114185e6],[0.245],[0.28503898089166485],[4.2339107082380485e6],[0.39799999999999996],[3.542477744981639e6],[1.332416272973933],[0.0],Bool[1],[0.2],[1],Bool[0],[0.9772288758860188],[0.88],[0.5140790370751003],Bool[0],Bool[0],[0],[3.3730236376289125e6],[2.2828464701604447e8],[0.3962639816624683],[0.0],[0.0],Bool[0],[1.3236907510128777],[3.3730236376289125e6],[4.21755054467421e6],[3],[0.9079249342841402],Bool[0],Bool[1],[0.33621638800000003],[0.08],Bool[0],[0.9745375281769962],[0.39799999999999996],[3.3730236376289125e6],[10],[0.9863010913004099],[4.225842181806611e6],[0.2530517849095335],[0.3],[0.39934520000000007],[1.2724868309224915],[0.05960999245093056]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String7[""C3_1""]","String7[""D3_2""]","String7[""F3_2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.276517300056964e6],Bool[0],Bool[1],[0],[0.08777598773749089],[2.1818935347093797e8],[0.0],[11],[2],[4.347059404642189e6],[0.009628221850372976],[0.378642936],[0.32423786935627],[1.0],[4.342035447966685e6],[0.98],[6],[0],[0.9872246243077856],[0.9849107293814467],[1.1832969281980405e-10],[2.2741365519654062e8],[0.5],[0],Bool[0],[0],[4.347059404642189e6],[0.406991],[2.2741365519654062e8],[1],[1.3336455273081804e-10],Bool[0],[0.72],[0.0],Bool[0],[0],[0.9901233995364317],[0.72],[7.849147433931648e-11],[0.9872245039801382],[0],[1.2514627273987524e-10],[2.0563896755655307e-10],Bool[0],[0.4179548522816621],[0.1577808057274395],Bool[1],[0.47000000000000003],Bool[0],[4.342035447966685e6],[0.47000000000000003],[0.11847376909599243],[4.286564313849998e6],[0.559],[3.885410567393702e6],[1.4156645338096981e-10],[0.0],Bool[1],[0.28],[0],Bool[1],[0.9849483819449258],[0.98],[3.743545215438407e-10],Bool[0],Bool[0],[0],[3.885410567393702e6],[2.2741365519654062e8],[0.059977684996204206],[0.0],[0.0],Bool[0],[2.0971556529233968e-10],[3.885410567393702e6],[4.279043740651725e6],[2],[2.2728147849671291e-10],Bool[0],Bool[1],[0.3786429359999999],[0.22],Bool[1],[0.9594382240695678],[0.559],[3.885410567393702e6],[14],[0.9998926668845465],[4.280612687787725e6],[0.4538689353082723],[0.42],[0.406991],[1.808375663470103e-10],[0.17582099606133508]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String7[""C3_2""]","String7[""D3_3""]","String7[""F3_2""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.031420376854865e6],Bool[0],Bool[0],[2],[0.2038599583834718],[2.1953521815653127e8],[0.0],[6],[2],[4.099158403449906e6],[0.11318660228062598],[0.37559897200000014],[0.16601704317330723],[1.0],[4.1109558319984553e6],[0.98],[1],[0],[0.9866373950125379],[0.9806528071830619],[1.5029899774168208e-10],[2.221378098706653e8],[0.54],[0],Bool[0],[0],[4.099158403449906e6],[0.392145],[2.221378098706653e8],[0],[1.2612418189329815],Bool[0],[0.78],[0.0],Bool[0],[0],[0.9921361388403538],[0.78],[0.8801855329812845],[0.9866330580264211],[0],[0.825258587430746],[0.6390953919057393],Bool[0],[0.2605455679640909],[0.09803252978476074],Bool[1],[0.363],Bool[0],[4.1109558319984553e6],[0.363],[0.08396802301829241],[4.0560227530945563e6],[0.27899999999999997],[3.2064377372182137e6],[1.2875083962895375],[0.0],Bool[1],[0.34],[0],Bool[0],[0.9808782203673878],[0.98],[0.6074165849042646],Bool[0],Bool[0],[0],[3.2064377372182137e6],[2.221378098706653e8],[0.18603356795517825],[0.0],[0.0],Bool[0],[1.2369857413497847],[3.2064377372182137e6],[4.0456431480959635e6],[2],[2.454763442125173e-10],Bool[0],Bool[1],[0.37559897200000003],[0.12],Bool[0],[0.9882838868554195],[0.27899999999999997],[3.2064377372182137e6],[17],[1.0],[4.061425348258351e6],[-0.019521414985631626],[0.44],[0.392145],[1.2596478291233424],[0.06857504572364496]
