X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,plur_util_from_winner_avg,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,plur_util_from_max_med,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_eff,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,plur_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_cond_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,plur_smith_eff,major_strict_med_pos,prop_strict_util_max_elec,prop_qual_min_govt_size,plur_util_eff_med,plur_cond_eff,spat_med_entropy2,major_util_eff_avg,plur_cond_paradox,spat_avg_entropy2,spat_med_entropy5,prop_strict_min_govt_unstable,spat_agg_dist_corr,plur_gallagher_index,prop_qual_util_max_elec,tangian_raw_uni_parties,prop_qual_single_party_win,plur_util_from_max_avg,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,plur_qual_social_util,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,plur_qual_nonzero_pos,prop_qual_winner_smith,plur_util_eff_avg,major_smith_eff,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,plur_strict_nonzero_pos,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,plur_qual_med_pos,plur_strict_med_pos,prop_qual_cond_paradox,spat_avg_entropy4,major_qual_social_util,plur_util_from_winner_med,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,plur_strict_social_util,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,plur_util_max_elec_rate,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.477512550009054e6],Bool[0],Bool[0],[2],[-0.06827015971721358],[2.3301006233925113e8],[0.0],[4],[2],[4.516993455701975e6],[0.04059611026412032],[0.38337928799999993],[-0.01946816056815998],[0.9881589457883723],[4.511623494728338e6],[0.98],[1],[0],[0.9931210558558268],[0.9924393192917935],[1.0986122882986677],[2.344001151297146e8],[0.64],[0],Bool[0],[0],[4.516993455701975e6],[0.42440680000000003],[2.3162457065925187e8],[2],[1.6094379118521824],Bool[0],[0.9],[0.0],Bool[0],[0],[1.0],[0.9],[1.0986122883290974],[0.9931540022135518],[0],[1.098612288048996],[0.6931471804233672],Bool[0],[0.08539985236528129],[0.052340661516644967],Bool[0],[0.48500000000000004],Bool[0],[4.511623494728338e6],[0.48500000000000004],[0.13207883605450438],[4.480588288708562e6],[0.609],[3.8141804453172693e6],[1.6094379117838433],[0.0],Bool[1],[0.32],[0],Bool[0],[0.9924754111208404],[0.98],[0.6931471801555272],Bool[0],Bool[0],[0],[3.8141804453172693e6],[2.344001151297146e8],[0.016481370525527103],[0.0],[0.0],Bool[0],[1.6094379117009234],[3.8141804453172693e6],[4.473786088524222e6],[2],[1.0986122880282227],Bool[0],Bool[1],[0.38337928799999993],[0.08],Bool[0],[0.9940697435677699],[0.609],[3.8141804453172693e6],[16],[1.0],[4.473786088524222e6],[0.11615077707691965],[0.62],[0.42440680000000003],[1.6094379117103648],[0.06271160058553761]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],[4.444597279480246e6],Bool[0],Bool[0],[0],[0.20725718042578048],[2.1373604561557293e8],[0.0],[20],[1],[4.460043022254747e6],[0.6791170738539858],[0.310854888],[0.029507461034108014],[0.9106621688589286],[4.457964729146005e6],[0.96],[15],[0],[0.9966673696367716],[0.99700144561971],[1.243356883175486e-10],[2.3470399114458323e8],[0.72],[0],Bool[0],[0],[4.460043022254747e6],[0.40220039999999996],[2.1373604561557293e8],[15],[1.5419763047227834e-10],Bool[0],[0.96],[0.0],Bool[0],[0],[1.0],[0.96],[1.7910517226293724e-10],[0.9966678203041],[0],[2.2645618918109574e-10],[3.1993107576025e-10],Bool[0],[0.0920390678744393],[0.10832830315296182],Bool[0],[0.266],Bool[1],[4.457964729146005e6],[0.266],[0.1071479514327217],[4.443107980531451e6],[0.565],[3.884109813904198e6],[1.2308303374226648e-10],[-2.0],Bool[1],[0.4],[0],Bool[0],[0.9969966181524558],[0.96],[4.4399153578586356e-10],Bool[0],Bool[0],[0],[3.884109813904198e6],[2.3470399114458323e8],[0.044735842143043825],[0.0],[0.0],Bool[0],[1.307420357293443e-10],[3.884109813904198e6],[4.4451024619295215e6],[1],[2.2117417003460672e-10],Bool[0],Bool[1],[0.310854888],[0.4],Bool[1],[0.9106621688589286],[0.565],[3.884109813904198e6],[20],[1.0],[4.4451024619295215e6],[-0.07798981620479822],[0.74],[0.40220039999999996],[1.9039652914799242e-10],[0.09326725719136379]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.473585847788835e6],Bool[0],Bool[1],[2],[-0.0506545641812156],[2.2504394147575265e8],[0.0],[7],[2],[4.51174781012738e6],[0.011372198380260545],[0.3747586479999999],[-0.004048604852073301],[1.0],[4.508798453866537e6],[0.9591836734693877],[3],[0],[0.9945248989004709],[0.9921902461513876],[1.0986122881030802],[2.2681470531305534e8],[0.54],[1],Bool[0],[0],[4.51174781012738e6],[0.42146240000000007],[2.2681470531305534e8],[2],[1.6094379117776425],Bool[0],[0.68],[0.0],Bool[0],[0],[0.9997242713601455],[0.673469387755102],[1.0986122880907634],[0.9945299612028127],[1],[1.0986122879656477],[0.6931471802336981],Bool[0],[-0.02792156964862447],[0.06389215050379822],Bool[1],[0.4580000000000001],Bool[0],[4.508798453866537e6],[0.4580000000000001],[-0.005736965643590296],[4.484112326494217e6],[0.5990000000000001],[3.8455172622251487e6],[1.6094379117474187],[0.0],Bool[1],[0.32],[0],Bool[1],[0.9921928244724512],[0.96],[0.6931471800446058],Bool[0],Bool[0],[0],[3.8455172622251487e6],[2.2681470531305534e8],[-0.04992936870924484],[0.0],[0.0],Bool[0],[1.609437911739918],[3.8455172622251487e6],[4.48211000465704e6],[2],[1.0986122879752613],Bool[0],Bool[1],[0.37475864800000014],[0.14],Bool[0],[0.9921929055046999],[0.5990000000000001],[3.8455172622251487e6],[16],[1.0],[4.487213658165511e6],[0.026241448035127613],[0.48],[0.4214624],[1.6094379115992121],[0.08663144288305492]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.251578946478981e6],Bool[0],Bool[0],[2],[0.3472275921117038],[2.2344012131823602e8],[0.0],[7],[2],[4.34656327292653e6],[0.2335838759548398],[0.352358716],[0.18117678801541987],[0.9849424105342156],[4.342989266879339e6],[0.9183673469387755],[4],[0],[0.9861387081236729],[0.9789522113035197],[2.134983778844588e-10],[2.3047170407242212e8],[0.34],[1],Bool[0],[0],[4.34656327292653e6],[0.40889700000000007],[2.2700135576901984e8],[2],[1.2471633568818759],Bool[0],[0.56],[0.0],Bool[0],[0],[0.984914550614761],[0.5510204081632653],[0.7665505413999933],[0.9861925905766601],[1],[0.7255980563614003],[0.5877747328818754],Bool[0],[0.38364774528577655],[0.040891095363171676],Bool[0],[0.193],Bool[0],[4.342989266879339e6],[0.193],[0.22265940887805147],[4.282789825035368e6],[0.337],[3.5835698620112846e6],[1.2104394336677868],[0.0],Bool[1],[0.3],[0],Bool[0],[0.979002111636255],[0.92],[0.5243607977726559],Bool[0],Bool[0],[0],[3.5835698620112846e6],[2.3047170407242212e8],[0.11193465558121522],[0.0],[0.0],Bool[0],[1.2071352086544522],[3.5835698620112846e6],[4.238178316429852e6],[2],[4.736576063211038e-10],Bool[0],Bool[1],[0.352358716],[0.14],Bool[0],[0.9694904726700136],[0.337],[3.5835698620112846e6],[15],[0.9901711233643827],[4.283799111727349e6],[0.008152743497496638],[0.26],[0.40889699999999995],[1.1525379567600837],[0.07553702191640865]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.486296299015791e6],Bool[0],Bool[1],[0],[0.026562688961150566],[2.3093545525764048e8],[0.0],[10],[2],[4.525690189209734e6],[0.005603901498063659],[0.35893527199999997],[0.003418339173406087],[1.0],[4.523893490822366e6],[0.9],[6],[0],[0.9937776236531548],[0.9916891960690832],[1.0986122881214762],[2.3647077071214956e8],[0.62],[0],Bool[0],[0],[4.525690189209734e6],[0.4309232],[2.3647077071214956e8],[1],[1.6094379116780617],Bool[0],[0.68],[0.0],Bool[0],[0],[0.9998685524887303],[0.68],[1.0986122882796052],[0.9938074879687924],[0],[1.0986122880359106],[0.693147180389577],Bool[0],[-0.016177641840633222],[0.0753320895236552],Bool[1],[0.41100000000000003],Bool[0],[4.523893490822366e6],[0.41100000000000003],[-0.003415740369732533],[4.495744122969426e6],[0.628],[4.0738606401075814e6],[1.6094379118928819],[0.0],Bool[1],[0.28],[0],Bool[1],[0.9917067811116087],[0.9],[0.6931471801873328],Bool[0],Bool[0],[0],[4.0738606401075814e6],[2.3647077071214956e8],[0.0007201111111811803],[0.0],[0.0],Bool[0],[1.6094379116545507],[4.0738606401075814e6],[4.483401528468601e6],[2],[1.09861228789975],Bool[0],Bool[1],[0.358935272],[0.2],Bool[1],[0.9765919676337204],[0.628],[4.0738606401075814e6],[14],[1.0],[4.489231257569136e6],[-0.051658440521162446],[0.5],[0.4309232],[1.6094379116284865],[0.016896263255524895]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[1.0],[4.489911729622568e6],Bool[0],Bool[0],[0],[0.2401200817443267],[2.175332362620866e8],[0.0],[20],[1],[4.512403268962062e6],[0.6791170738539858],[0.32343337199999994],[0.1773634481380642],[0.9244907714264706],[4.517243846274241e6],[0.9591836734693877],[14],[0],[0.9934100717514667],[0.9939493820608741],[2.7678974484794004e-10],[2.3530060330016837e8],[0.54],[1],Bool[0],[0],[4.512403268962062e6],[0.40904539999999995],[2.175332362620866e8],[14],[6.299656444374884e-11],Bool[0],[0.92],[0.0],Bool[0],[0],[1.0],[0.9183673469387755],[6.426299339676832e-11],[0.9934125222030494],[1],[1.273036492206877e-10],[2.357496124909616e-10],Bool[0],[0.16378606535579177],[0.13771407951259013],Bool[0],[0.31],Bool[1],[4.517243846274241e6],[0.31],[0.22556023710408665],[4.487475533446165e6],[0.574],[4.086561580126012e6],[1.1275407697764036e-10],[1.0],Bool[1],[0.4],[0],Bool[0],[0.9939595641482717],[0.96],[4.845048992514504e-10],Bool[0],Bool[0],[0],[4.086561580126012e6],[2.3530060330016837e8],[0.015253092871363625],[0.0],[0.0],Bool[0],[1.3677825552072622e-10],[4.086561580126012e6],[4.481144706775003e6],[1],[4.579256393171911e-10],Bool[0],Bool[1],[0.323433372],[0.4],Bool[1],[0.9244907714264706],[0.574],[4.086561580126012e6],[20],[1.0],[4.481144706775003e6],[0.034675336350561824],[0.54],[0.40904539999999995],[1.86462293524226e-10],[0.139694408248863]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.459538967727893e6],Bool[0],Bool[0],[2],[-0.03700683908219396],[2.281304279739806e8],[0.0],[9],[2],[4.497906191675495e6],[0.016587667708270505],[0.39991000000000004],[-0.08693469472685207],[0.9802325002120222],[4.496809519670523e6],[0.8775510204081632],[3],[0],[0.9922873772126132],[0.9917117788112669],[1.0986122881331366],[2.3273093671617344e8],[0.52],[1],Bool[0],[0],[4.497906191675495e6],[0.397036],[2.281304279739806e8],[3],[1.6094379117853193],Bool[0],[0.76],[0.0],Bool[0],[0],[1.0],[0.7551020408163265],[1.0986122882164038],[0.9923097050303062],[1],[1.0986122880934428],[0.6931471802869746],Bool[0],[-0.04789821517729244],[0.04881752472217329],Bool[0],[0.535],Bool[0],[4.496809519670523e6],[0.535],[0.00975581748345402],[4.462127324098574e6],[0.525],[3.927846974515218e6],[1.609437911689614],[0.0],Bool[1],[0.4],[0],Bool[0],[0.9917495195658046],[0.88],[0.693147180109736],Bool[0],Bool[0],[0],[3.927846974515218e6],[2.3273093671617344e8],[0.01661401035521118],[0.0],[0.0],Bool[0],[1.6094379115862776],[3.927846974515218e6],[4.461750474448112e6],[2],[1.0986122879936189],Bool[0],Bool[1],[0.39991000000000004],[0.18],Bool[0],[0.9802325002120222],[0.525],[3.927846974515218e6],[20],[1.0],[4.467506843277464e6],[0.001153700248654022],[0.52],[0.397036],[1.60943791169858],[0.07756462286377727]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.323352423070358e6],Bool[0],Bool[0],[3],[0.13998481012537822],[2.2161295725178856e8],[0.0],[3],[3],[4.4071127952813e6],[0.015203516961545425],[0.36829667599999993],[0.1486400884993159],[1.0],[4.400673413766574e6],[0.68],[2],[0],[0.9865904059683611],[0.9824297366729524],[1.2198020222910662e-10],[2.2602674873234206e8],[0.34],[0],Bool[0],[0],[4.4071127952813e6],[0.40203180000000005],[2.2602674873234206e8],[0],[1.196008156020655],Bool[0],[0.44],[0.0],Bool[0],[0],[0.9867945698087024],[0.44],[0.7669709738918122],[0.9866263193383162],[0],[0.6791068106163274],[0.5580590077966485],Bool[0],[0.2517484664242779],[0.06475451280026744],Bool[1],[0.45799999999999996],Bool[0],[4.400673413766574e6],[0.45799999999999996],[0.15809457594040413],[4.341662169822138e6],[0.41200000000000003],[3.3135274007674074e6],[1.2939933192597586],[0.0],Bool[1],[0.22],[0],Bool[0],[0.9824492419435543],[0.68],[0.5390894241411762],Bool[0],Bool[0],[0],[3.3135274007674074e6],[2.2602674873234206e8],[0.03537671503392687],[0.0],[0.0],Bool[0],[1.2523782240879457],[3.3135274007674074e6],[4.331334226024779e6],[3],[1.5622058067323235e-10],Bool[0],Bool[1],[0.36829667599999993],[0.06],Bool[0],[0.9804722604501104],[0.41200000000000003],[3.3135274007674074e6],[11],[0.9899489466106444],[4.346675365013763e6],[0.10423802438639564],[0.26],[0.40203179999999994],[1.1771634096442847],[0.11041968541885996]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.413873250759335e6],Bool[0],Bool[0],[0],[-0.10664417595270734],[2.2393385026664317e8],[0.0],[20],[1],[4.461639282383293e6],[0.005638421055579285],[0.37772928800000005],[-0.07757248827402287],[0.9480363862460752],[4.460552437240329e6],[0.96],[10],[0],[0.9908974094950647],[0.989535110922298],[1.0986122882746612],[2.3620807546570075e8],[0.52],[0],Bool[0],[0],[4.461639282383293e6],[0.4146213999999999],[2.2393385026664317e8],[10],[1.6094379118317503],Bool[0],[0.78],[0.0],Bool[0],[0],[0.9980679319224279],[0.78],[1.0986122884626752],[0.990920174085035],[0],[1.0986122882859504],[0.6931471804525144],Bool[0],[-0.04592552390892693],[0.09472165429298623],Bool[0],[0.46699999999999997],Bool[1],[4.460552437240329e6],[0.46699999999999997],[-0.05479633715506862],[4.419949854978339e6],[0.578],[3.90481166014075e6],[1.6094379116467457],[0.0],Bool[1],[0.4],[0],Bool[0],[0.9895826204019663],[0.96],[0.6931471800707939],Bool[0],Bool[0],[0],[3.90481166014075e6],[2.3620807546570075e8],[0.07296006423078885],[0.0],[0.0],Bool[0],[1.6094379115656727],[3.90481166014075e6],[4.418725960354956e6],[1],[1.0986122880787101],Bool[0],Bool[1],[0.37772928800000005],[0.4],Bool[1],[0.9480363862460752],[0.578],[3.90481166014075e6],[20],[1.0],[4.416551184121443e6],[0.07487050853161241],[0.5],[0.4146213999999999],[1.609437911692468],[0.08155017959514252]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[4.516400019019733e6],Bool[0],Bool[0],[0],[0.10828419269647839],[2.1571915337221265e8],[0.0],[20],[1],[4.535973729638161e6],[0.6791170738539858],[0.33851546399999993],[-0.00794182681109775],[0.9234324077796789],[4.539486921410802e6],[1.0],[13],[0],[0.9943487502689435],[0.9949142044484857],[2.1501542665169557e-10],[2.3360578592957604e8],[0.46],[0],Bool[0],[0],[4.535973729638161e6],[0.3885433999999999],[2.1571915337221265e8],[13],[2.52574597736695e-10],Bool[0],[0.9],[0.0],Bool[0],[0],[0.9994121965523084],[0.9],[1.7277167221614935e-10],[0.9943565232993492],[0],[2.712550474535699e-10],[2.665774394367143e-10],Bool[0],[0.2515571148934859],[0.10445827538304468],Bool[0],[0.352],Bool[1],[4.539486921410802e6],[0.352],[0.08897400011640028],[4.513833147167045e6],[0.524],[4.0556016291643535e6],[1.0882286018216575e-10],[0.0],Bool[1],[0.4],[0],Bool[0],[0.9949161778379717],[1.0],[4.1157418432940813e-10],Bool[0],Bool[0],[0],[4.0556016291643535e6],[2.3360578592957604e8],[0.21601459577136709],[0.0],[0.0],Bool[0],[2.4868377988062703e-10],[4.0556016291643535e6],[4.518753342901661e6],[1],[4.235948089148936e-10],Bool[0],Bool[1],[0.33851546399999993],[0.4],Bool[1],[0.9234324077796789],[0.524],[4.0556016291643535e6],[20],[0.9986645316314314],[4.511953533789823e6],[0.14097815184454973],[0.5],[0.3885434],[3.3794631345230276e-10],[0.08797460597240547]
