X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_efficiency,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_condorcet_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,prop_qual_min_govt_size,major_strict_med_pos,prop_strict_util_max_elec,spat_med_entropy2,major_util_eff_avg,spat_med_entropy5,spat_avg_entropy2,prop_strict_min_govt_unstable,spat_agg_dist_corr,prop_qual_util_maxer,tangian_raw_uni_parties,prop_qual_single_party_win,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,prop_qual_winner_smith,major_smith_efficiency,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,prop_qual_condorcet_paradox,spat_avg_entropy4,major_qual_social_util,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[2.0],Bool[0],Bool[0],[0],[0.058826257473002685],[2.3495280575147837e8],[2.0],[20],[1],[0.05523647367079869],[0.49997912000000005],[-0.04972562336172863],[0.9689870239208519],[4.701763836427126e6],[0.94],[20],[20],[0.9993504902966246],[1.1452323241698835e-10],[2.424726027813863e8],[0.28],[0],Bool[0],[20],[4.701616930503278e6],[0.5001690000000001],[2.3495280575147837e8],[20],[1.2821273401428384],Bool[0],[0],[2.0],Bool[0],[0.8157668278098777],[0.9993508692482999],[0.6931471804164067],[0.8157670993561907],Bool[0],[-0.036379608768199755],Bool[0],[0.45600000000000007],Bool[1],[0.45600000000000007],[-0.02038173553759299],[4.698709995192387e6],[0.523],[1.3384741296717442],[2.0],Bool[1],[0.4],Bool[0],[0.94],[0.6931471801062702],Bool[0],Bool[0],[4.497981022506259e6],[2.424726027813863e8],[-0.04460222241334109],Bool[0],[1.338473335601503],[4.497981022506259e6],[1],[1.14523079156812e-10],Bool[0],Bool[1],[0.49997912000000005],[0.4],Bool[1],[0.9689870239208519],[0.523],[20],[0.9998099605196533],[4.6988204696830325e6],[-0.018566755879540126],[0.5001690000000001],[1.2821256312853295],[0.1750024123719442]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_3""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[2],[0.2770822000282169],[2.361535273028406e8],[1.0],[2],[2],[0.007992063062814265],[0.233659928],[0.05501023658861236],[1.0],[4.719172413226279e6],[0.92],[0],[20],[0.9975956981170045],[1.7123605260186343e-10],[2.361535273028406e8],[0.72],[0],Bool[0],[0],[4.736335547661133e6],[0.2360214],[2.361535273028406e8],[0],[0.9724777752066982],Bool[0],[0],[0.0],Bool[1],[0.7485818403960101],[0.9976032387249418],[0.60658615892512],[0.7221867345573463],Bool[0],[0.32663636163827525],Bool[1],[0.0],Bool[0],[0.0],[0.028486961489088365],[4.707826098106979e6],[0.0],[1.3442230538709565],[0.0],Bool[1],[0.32],Bool[0],[0.92],[0.5398144938774107],Bool[0],Bool[0],[4.0114100748088323e6],[2.361535273028406e8],[0.2931778694447224],Bool[0],[1.299926958651345],[4.392456887086876e6],[2],[3.727956554738797e-10],Bool[0],Bool[1],[0.23365992799999996],[0.04],Bool[0],[1.0],[0.0],[16],[1.0],[4.7130035155543545e6],[0.1422910081672434],[0.2360214],[0.9910329604172494],[0.1960998548495128]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.6291863016037199],[2.3931120913748708e8],[0.0],[20],[1],[0.003875995872030824],[0.25580141599999995],[0.21316797702619905],[0.9909205860757968],[4.8394431282322705e6],[0.8],[8],[9],[0.998590252940994],[1.0315435343108943],[2.4150392322072706e8],[0.6],[0],Bool[0],[0],[4.8450717599243745e6],[0.23819040000000002],[2.3931120913748708e8],[8],[1.4889999274975163],Bool[0],[0],[0.0],Bool[0],[0.8855426319366728],[0.9985906423648581],[0.6241500277494398],[0.9042974288090853],Bool[0],[0.8685134569182111],Bool[0],[0.0],Bool[1],[0.0],[0.34581351577883224],[4.832620737515018e6],[0.0],[1.5244852152536243],[0.0],Bool[1],[0.4],Bool[0],[0.8],[0.622205853944395],Bool[0],Bool[1],[4.528009825478099e6],[2.4150392322072706e8],[0.7573470875850029],Bool[0],[1.4853344546570213],[4.560262082084088e6],[1],[0.9428651101057415],Bool[1],Bool[1],[0.25580141599999995],[0.4],Bool[1],[0.9909205860757968],[0.0],[20],[1.0],[4.834910092794218e6],[0.8100451124874664],[0.23819040000000002],[1.480325869546744],[0.08374236289955043]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[1.0],Bool[0],Bool[0],[0],[0.687360880035523],[2.3977931280075347e8],[2.0],[12],[2],[0.17180285142798205],[0.4998336],[0.10139111805632184],[0.9842669381451603],[4.747235298770399e6],[0.48],[12],[20],[0.999429497118845],[9.513796687234714e-10],[2.4361207667161393e8],[0.18],[0],Bool[0],[20],[4.746411498743395e6],[0.500156],[2.3977931280075347e8],[12],[9.909115077389623e-10],Bool[0],[0],[2.0],Bool[0],[7.503493661229005e-11],[0.9994297514875674],[2.1394072045805573e-10],[7.314079542939557e-11],Bool[0],[0.48209997147627826],Bool[0],[0.41900000000000004],Bool[1],[0.41900000000000004],[0.1541734536243047],[4.74452698735493e6],[0.507],[2.2424623317288687e-10],[1.0],Bool[1],[0.24],Bool[0],[0.48],[2.2144786487567788e-10],Bool[0],Bool[0],[4.266604874804268e6],[2.4361207667161393e8],[0.2431613365285562],Bool[0],[2.2871991430370924e-10],[4.266604874804268e6],[2],[1.0333906033255128e-9],Bool[0],Bool[1],[0.4998336],[0.24],Bool[1],[0.9842669381451603],[0.507],[12],[0.9996544977077815],[4.744663983927538e6],[0.45717703342679417],[0.500156],[1.070204906825371e-9],[0.1854330763591005]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[1.0],Bool[0],Bool[0],[0],[0.03598228106040819],[2.379809286478384e8],[2.0],[13],[2],[0.023108262072254596],[0.49984812000000006],[-0.01731176957276741],[0.9804849130814284],[4.705805928277332e6],[0.98],[13],[20],[0.9994357069725907],[1.1452539036601162e-10],[2.4271758338424766e8],[0.32],[0],Bool[0],[20],[4.70499801514251e6],[0.5008975999999999],[2.379809286478384e8],[13],[1.3768489635718983],Bool[0],[0],[2.0],Bool[0],[0.7511904595861053],[0.9994357317248841],[0.6931471803929858],[0.7511897288006704],Bool[0],[0.04060100173125273],Bool[0],[0.466],Bool[0],[0.466],[0.06339839863733518],[4.703150474803664e6],[0.5569999999999999],[1.4035795201064485],[1.0],Bool[1],[0.26],Bool[0],[0.98],[0.6931471801945784],Bool[0],Bool[0],[4.443587273242405e6],[2.4271758338424766e8],[0.015576991871267484],Bool[0],[1.4035796407001433],[4.443587273242405e6],[2],[1.1452523789561072e-10],Bool[0],Bool[1],[0.49984812000000006],[0.26],Bool[0],[0.9804849130814284],[0.5569999999999999],[13],[0.9997897279856435],[4.703500460126795e6],[-0.01040367677252885],[0.5008975999999999],[1.3768499857877345],[0.25070905802543314]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[3],[0.3443280724232301],[2.4030831499528193e8],[-2.0],[8],[3],[0.01356595975226228],[0.5000881840000001],[0.3055078171024239],[0.9886189214538533],[4.6951091800290765e6],[0.66],[8],[20],[0.9994840679300057],[4.3298659951905946e-11],[2.4307476802273506e8],[0.2],[0],Bool[0],[20],[4.695553128210117e6],[0.5002686],[2.4030831499528193e8],[8],[3.71153184595064e-10],Bool[0],[3],[-2.0],Bool[0],[9.956681374408812e-11],[0.9994841847711577],[2.0395602637492122e-10],[1.5779348862675607e-10],Bool[0],[0.7549889000531134],Bool[0],[0.56],Bool[0],[0.56],[0.8570938100331934],[4.692686822630974e6],[0.512],[8.464127552458443e-10],[0.0],Bool[1],[0.16],Bool[0],[0.66],[2.219657394940311e-10],Bool[0],Bool[0],[4.434252664857265e6],[2.4307476802273506e8],[0.4260022329997398],Bool[0],[8.819793779983253e-10],[4.434252664857265e6],[3],[4.375591705817898e-11],Bool[0],Bool[1],[0.5000881840000001],[0.16],Bool[0],[0.9886189214538533],[0.512],[8],[0.9996140681459879],[4.693446462213886e6],[0.14313498122543186],[0.5002686],[3.917267516614421e-10],[0.2185849840771319]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_3""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[2],[0.403262563809767],[2.4266246301288456e8],[-1.0],[4],[2],[0.005594527325878376],[0.22778877600000003],[0.5285199153338809],[1.0],[4.848286904761036e6],[0.96],[1],[16],[0.9989162150375723],[1.0111335507415782],[2.4266375459104013e8],[0.66],[0],Bool[0],[0],[4.850077328481769e6],[0.22670500000000005],[2.4247506508634448e8],[2],[1.1332236899123451],Bool[0],[0],[0.0],Bool[0],[0.8441317287343395],[0.9989163369275166],[0.6467412769528893],[0.8257290394213719],Bool[0],[0.803635977896864],Bool[1],[0.0],Bool[0],[0.0],[0.6338753928644859],[4.843032404320121e6],[0.0],[1.279852559810903],[0.0],Bool[1],[0.22],Bool[0],[0.96],[0.623903120306865],Bool[0],Bool[0],[4.594619536464466e6],[2.4247506508634448e8],[0.6854644035275977],Bool[0],[1.2836409553906958],[4.641812061067956e6],[2],[1.0009645040370203],Bool[0],Bool[1],[0.22778877600000003],[0.08],Bool[0],[0.999994677498674],[0.0],[11],[1.0],[4.8423833357252e6],[0.6460026941516421],[0.22670500000000005],[1.111617554273729],[0.08018939291452452]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_3""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.5],Bool[0],Bool[0],[0],[0.48579296146503903],[2.3313464189160496e8],[1.0],[20],[1],[0.012062275075623186],[0.22653115199999996],[0.22291082789216826],[0.9753620736072168],[4.745701916644367e6],[0.96],[15],[20],[0.9980598135088602],[3.5434839619084913e-10],[2.393278438350954e8],[0.64],[0],Bool[0],[0],[4.744477715077978e6],[0.23823499999999995],[2.3313464189160496e8],[15],[1.018247656209439],Bool[0],[0],[0.0],Bool[0],[0.9304459414946842],[0.998052285491627],[0.6336041596898567],[0.8167144631634445],Bool[0],[0.48337575288326523],Bool[0],[0.0],Bool[0],[0.0],[0.12785398475750342],[4.736494369894718e6],[0.0],[1.2929591567543108],[0.5],Bool[1],[0.4],Bool[0],[0.96],[0.5671425015286246],Bool[0],Bool[0],[4.1502928525105016e6],[2.39023689971248e8],[0.16282839306092703],Bool[0],[1.2400781272257297],[4.284534750245558e6],[1],[4.4240783141942076e-10],Bool[0],Bool[1],[0.22653115199999996],[0.4],Bool[1],[0.9741225181147006],[0.0],[20],[1.0],[4.738914237511895e6],[0.04599511587439377],[0.23823499999999995],[0.9714131669488647],[0.11193631439349791]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String7[""C1_3""]","String7[""D1_2""]","String7[""F1_1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.5956184030675074],[2.3512479684520578e8],[2.0],[20],[1],[0.37666629243438693],[0.5000293120000001],[0.15968699590903182],[0.9693291293630085],[4.689791778363521e6],[0.62],[20],[20],[0.9994180521118614],[2.2178401419331975e-10],[2.4256446001959857e8],[0.3],[0],Bool[0],[20],[4.690237369947316e6],[0.4998956000000001],[2.3512479684520578e8],[20],[8.717176641028938e-11],Bool[0],[0],[2.0],Bool[0],[5.495630394431576e-11],[0.9994183211091873],[2.887394563492627e-10],[4.885857049926749e-11],Bool[0],[0.5839894948330853],Bool[0],[0.48300000000000004],Bool[1],[0.48300000000000004],[0.5674122405374761],[4.687062563942293e6],[0.505],[8.66412371195851e-11],[-2.0],Bool[1],[0.4],Bool[0],[0.62],[2.9282697163366166e-10],Bool[0],Bool[0],[4.433828020246015e6],[2.4256446001959857e8],[0.29919389686723213],Bool[0],[8.419845201984648e-11],[4.433828020246015e6],[1],[2.2660154739423975e-10],Bool[0],Bool[1],[0.5000293120000001],[0.4],Bool[1],[0.9693291293630085],[0.505],[20],[0.9996261898244652],[4.687079259749537e6],[0.4384167609903042],[0.4998956000000001],[8.982743418253282e-11],[0.21932892216030242]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String7[""C1_3""]","String7[""D1_1""]","String7[""F1_1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[2],[-0.026321089089606915],[2.409772458413819e8],[-2.0],[7],[2],[0.010810523761594535],[0.5000463439999999],[0.039584493908539825],[0.9903868880649328],[4.721002901067028e6],[1.0],[7],[20],[0.9995247056678608],[1.1452306303944649e-10],[2.4331627240362123e8],[0.52],[0],Bool[0],[20],[4.720543989163134e6],[0.5000046],[2.409772458413819e8],[7],[1.5117299642202375],Bool[0],[2],[-2.0],Bool[0],[0.7086243657650535],[0.9995249972044289],[0.6931471803713773],[0.7086249856927543],Bool[0],[0.07197884911448478],Bool[0],[0.536],Bool[0],[0.536],[0.06186094263057396],[4.718759035146138e6],[0.506],[1.5145974583294393],[0.0],Bool[1],[0.14],Bool[0],[1.0],[0.6931471800333355],Bool[0],Bool[0],[4.555979242319318e6],[2.4331627240362123e8],[0.08673078516599286],Bool[0],[1.514597420919188],[4.555979242319318e6],[2],[1.1452320521683633e-10],Bool[0],Bool[1],[0.5000463439999999],[0.14],Bool[0],[0.9903868880649328],[0.506],[7],[1.0],[4.718485595169477e6],[-0.0014500971652840736],[0.5000046],[1.5117296988248585],[0.22510652461445887]
