X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_efficiency,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_condorcet_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,prop_qual_min_govt_size,major_strict_med_pos,prop_strict_util_max_elec,spat_med_entropy2,major_util_eff_avg,spat_med_entropy5,spat_avg_entropy2,prop_strict_min_govt_unstable,spat_agg_dist_corr,prop_qual_util_maxer,tangian_raw_uni_parties,prop_qual_single_party_win,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,prop_qual_winner_smith,major_smith_efficiency,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,prop_qual_condorcet_paradox,spat_avg_entropy4,major_qual_social_util,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[-0.056005598051021864],[2.1766601602421632e8],[0.0],[20],[1],[0.6651315659326356],[0.21463703599999998],[0.15855196036565816],[0.9319344364542996],[4.516484134141738e6],[0.68],[15],[17],[0.9898439058149074],[1.1452326123925226e-10],[2.3356365803195667e8],[0.4],[0],Bool[0],[0],[4.521501850995444e6],[0.22601300000000002],[2.1766147502221835e8],[15],[1.442177576803461],Bool[0],[0],[0.0],Bool[0],[0.6300868700366711],[0.9898878270956692],[0.6931471804433978],[0.6300880111354784],Bool[0],[0.04378716582514835],Bool[0],[0.0],Bool[1],[0.0],[-0.06181466821283822],[4.470614295889918e6],[0.0],[1.2865762150869755],[0.0],Bool[1],[0.4],Bool[0],[0.68],[0.6931471801651855],Bool[0],Bool[0],[3.8837107927335696e6],[2.3355878536943844e8],[0.0012122603333177516],Bool[0],[1.2865758753903782],[4.029474517837077e6],[1],[1.1452326134231415e-10],Bool[0],Bool[1],[0.21463703599999998],[0.4],Bool[1],[0.9319344364542997],[0.0],[20],[0.9945593047125547],[4.480932959770959e6],[-0.0738107013380707],[0.22601300000000002],[1.4421798890971507],[0.0695687233173069]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.006325992964132621],[2.1524805263143468e8],[0.0],[20],[1],[0.6931089380465382],[0.4208674559999999],[-0.008754734123236562],[0.9520397934395292],[4.534791545468972e6],[0.74],[8],[0],[0.9920375022798497],[1.1452292784358554e-10],[2.2609144503696275e8],[0.52],[0],Bool[0],[0],[4.530902108743742e6],[0.41608720000000005],[2.1524805263143468e8],[8],[1.3297515291553705],Bool[0],[0],[0.0],Bool[0],[0.6173821455228874],[0.9920455529462953],[0.6931471804170215],[0.6173834941117466],Bool[0],[0.00347168329110681],Bool[0],[0.598],Bool[1],[0.598],[0.0768993152659051],[4.498683278126818e6],[0.585],[1.343991089706278],[0.0],Bool[1],[0.4],Bool[0],[0.74],[0.6931471801251462],Bool[0],Bool[1],[3.907181682401698e6],[2.2609144503696275e8],[-0.03720682876195409],Bool[0],[1.3439922910014268],[3.907181682401698e6],[1],[1.1452223624808709e-10],Bool[1],Bool[1],[0.42086745600000003],[0.4],Bool[1],[0.9520397934395292],[0.585],[20],[1.0],[4.491366712426245e6],[0.08842547842419721],[0.41608720000000005],[1.3297520753197423],[0.051977487588378085]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_3""]","String7[""D2_2""]","String7[""F2_3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[1.0],Bool[0],Bool[0],[0],[0.6831207805647485],[2.053653612071076e8],[0.0],[20],[1],[0.6791170738539858],[0.22698308400000003],[0.1604978637987055],[0.916757673433258],[4.339887025396973e6],[0.84],[14],[17],[0.991983705457487],[0.9628542995766176],[2.2401269949343777e8],[0.48],[0],Bool[0],[0],[4.341540029852355e6],[0.2222598],[2.0512705130318135e8],[14],[1.4655011104728621],Bool[0],[0],[0.0],Bool[0],[0.8401490602705448],[0.9920323964615507],[0.6832099995385919],[0.8189981003891132],Bool[0],[0.6998469351035532],Bool[0],[0.0],Bool[1],[0.0],[0.3098363567915227],[4.30509721272016e6],[0.0],[1.4010632166985244],[1.0],Bool[1],[0.4],Bool[0],[0.84],[0.6494424660063984],Bool[0],Bool[0],[3.764837079888992e6],[2.237527508605196e8],[0.4151398700694557],Bool[0],[1.380774646966354],[3.8523488666932583e6],[1],[0.9702373190061863],Bool[0],Bool[1],[0.22698308399999997],[0.4],Bool[1],[0.9167576734332581],[0.0],[20],[0.9981532564101346],[4.311618797838662e6],[0.5374578079701293],[0.2222598],[1.4650155362121904],[0.0809483181295325]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_3""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.06766076031121326],[2.304972129739425e8],[0.0],[20],[1],[0.6791170738539858],[0.43004016000000006],[0.05944628634909717],[0.9661908445095301],[4.677223718878662e6],[0.88],[8],[0],[0.9948169374464908],[1.1452533371661932e-10],[2.3856282046529883e8],[0.46],[0],Bool[0],[0],[4.6799994022685075e6],[0.4236528],[2.304972129739425e8],[8],[1.3928365021369884],Bool[0],[0],[0.0],Bool[0],[0.6328048848177337],[0.9948290034421648],[0.6931471805198408],[0.6328073475351349],Bool[0],[0.12908910302667895],Bool[0],[0.595],Bool[1],[0.595],[-0.05487042524854355],[4.652981375766957e6],[0.578],[1.5295399883797778],[0.0],Bool[1],[0.4],Bool[0],[0.88],[0.6931471803755916],Bool[0],Bool[0],[4.283581981250672e6],[2.3856282046529883e8],[0.16571363423922494],Bool[0],[1.5295384658142084],[4.283581981250672e6],[1],[1.1452619230677745e-10],Bool[0],Bool[1],[0.43004015999999995],[0.4],Bool[1],[0.9661908445095301],[0.578],[20],[0.998043779706868],[4.649898567597559e6],[0.10969263564335661],[0.4236528],[1.3928355157788326],[0.03135325871420704]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.01324930483408717],[2.1453598881924385e8],[0.0],[20],[1],[0.6931089380465382],[0.387898696],[0.02760893905470934],[0.9344882625592233],[4.479355761640375e6],[0.7083333333333334],[10],[0],[0.9909186159943376],[1.1452372071023323e-10],[2.2957590524647987e8],[0.4],[2],Bool[0],[0],[4.473141393200813e6],[0.404945],[2.1453598881924385e8],[10],[1.4485331586763914],Bool[0],[0],[0.0],Bool[0],[0.6456355324387445],[0.9909186418305893],[0.6931471804217635],[0.6456336228458263],Bool[0],[-0.017505255899701637],Bool[0],[0.499],Bool[1],[0.499],[-0.02749669655195417],[4.438677011870942e6],[0.5509999999999999],[1.43975111480934],[0.0],Bool[1],[0.4],Bool[0],[0.72],[0.693147180083661],Bool[0],Bool[1],[3.9454488554942226e6],[2.2957590524647987e8],[-0.05621197843757951],Bool[0],[1.4397486176333751],[3.9454488554942226e6],[1],[1.1452388494535648e-10],Bool[1],Bool[1],[0.3878986959999999],[0.4],Bool[1],[0.9344882625592233],[0.5509999999999999],[20],[0.9937822059178683],[4.443088537049057e6],[-0.02509626957956619],[0.404945],[1.4485328889120086],[0.08806819112483236]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_3""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[-0.11060145454493078],[2.28816243082768e8],[0.0],[20],[1],[0.6791170738539858],[0.41264576399999997],[0.13077005180631235],[0.9606041733781915],[4.694325150887252e6],[0.88],[9],[0],[0.9957869933296338],[1.1452355912225513e-10],[2.3820034247621644e8],[0.58],[0],Bool[0],[0],[4.700683396916527e6],[0.418275],[2.28816243082768e8],[9],[1.482458273986688],Bool[0],[0],[0.0],Bool[0],[0.6228606467706301],[0.9957857344458219],[0.693147180270566],[0.6228593668544403],Bool[0],[0.016689043393945738],Bool[0],[0.549],Bool[1],[0.549],[-0.13748370159866458],[4.674547927713696e6],[0.564],[1.424682931820008],[0.0],Bool[1],[0.4],Bool[0],[0.88],[0.693147179908336],Bool[0],Bool[0],[4.2512055336478045e6],[2.3820034247621644e8],[0.04371961421271764],Bool[0],[1.424682965462448],[4.2512055336478045e6],[1],[1.1452389105340452e-10],Bool[0],Bool[1],[0.4126457639999999],[0.4],Bool[1],[0.9606041733781915],[0.564],[20],[1.0],[4.68054824802296e6],[0.0021056936758364407],[0.418275],[1.4824583052051161],[0.13477737679595933]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_3""]","String7[""D2_2""]","String7[""F2_3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-0.5],Bool[0],Bool[0],[0],[0.4726734087552552],[1.978079188910104e8],[-1.0],[20],[1],[0.6791170738539858],[0.218023292],[0.48599530975591465],[0.894176244697918],[4.164541113292225e6],[0.84],[15],[19],[0.9865473646097881],[0.8549330889478549],[2.228725587661872e8],[0.48],[0],Bool[0],[0],[4.176685788730501e6],[0.22017860000000003],[1.978079188910104e8],[15],[1.3387310431595023],Bool[0],[0],[0.0],Bool[0],[0.8336828264023641],[0.9864895345028427],[0.6737374368885691],[0.8425376073208152],Bool[0],[0.753240895136326],Bool[0],[0.0],Bool[1],[0.0],[0.5271229664940575],[4.1085170601275577e6],[0.0],[1.5326415279193188],[-0.5],Bool[1],[0.4],Bool[0],[0.84],[0.663862856195782],Bool[0],Bool[0],[3.687136514720899e6],[2.2121804293496567e8],[0.5645636724328021],Bool[0],[1.5243514394136788],[3.875427545274071e6],[1],[0.8256856565984683],Bool[0],Bool[1],[0.21802329200000004],[0.4],Bool[1],[0.887538241522718],[0.0],[20],[0.9974769485077657],[4.1087185691859378e6],[0.39599071736464564],[0.2201786],[1.336893156176099],[0.09814757484522987]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-1.0],Bool[0],Bool[0],[0],[-0.02797108355532375],[2.2551477205076128e8],[-1.0],[20],[1],[0.6651315659326356],[0.22334922],[0.02947949253443172],[0.9542658205609875],[4.555109966942051e6],[0.66],[15],[18],[0.9919074485131717],[1.1452443016577735e-10],[2.363228014581798e8],[0.56],[0],Bool[0],[0],[4.560384274412591e6],[0.23006999999999997],[2.2549736430854827e8],[15],[1.1268096590199703],Bool[0],[0],[0.0],Bool[0],[0.5910123173349626],[0.991906653985166],[0.6931471804294156],[0.5910118977298601],Bool[0],[-0.00042152632946489057],Bool[0],[0.0],Bool[1],[0.0],[-0.027385524503090897],[4.518247505006408e6],[0.0],[1.3564410374421196],[-1.0],Bool[1],[0.4],Bool[0],[0.66],[0.6931471801451731],Bool[0],Bool[0],[4.184622916373663e6],[2.3630455943186182e8],[0.016925758706836595],Bool[0],[1.3564410705819376],[4.1007863424871718e6],[1],[1.1452553390512679e-10],Bool[0],Bool[1],[0.22334921999999993],[0.4],Bool[1],[0.9542658205609875],[0.0],[20],[1.0],[4.525748550945656e6],[-0.0010183848719230073],[0.23006999999999997],[1.1268074944513324],[0.14371180332874542]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[-0.04405102803553905],[2.1105741690118167e8],[0.0],[20],[1],[0.6931089380465382],[0.3546970440000001],[-0.008354922811718605],[0.926336915327292],[4.457745473909659e6],[0.68],[12],[0],[0.992023430213342],[1.1452419538786523e-10],[2.2784087885195762e8],[0.56],[0],Bool[0],[0],[4.456984290563634e6],[0.41726800000000003],[2.1105741690118167e8],[12],[1.4859583483540102],Bool[0],[0],[0.0],Bool[0],[0.5802492527628704],[0.9920457619605757],[0.6931471804228597],[0.5802511952316628],Bool[0],[-0.0569227820456395],Bool[0],[0.399],Bool[1],[0.399],[-0.04704373600133875],[4.42218795604586e6],[0.5870000000000001],[1.5094883922725124],[0.0],Bool[1],[0.4],Bool[0],[0.68],[0.693147180098379],Bool[0],Bool[0],[3.9406650428362754e6],[2.2784087885195762e8],[-0.031065272887673093],Bool[0],[1.5094878219113381],[3.9406650428362754e6],[1],[1.1452405946346245e-10],Bool[0],Bool[1],[0.35469704399999996],[0.4],Bool[1],[0.926336915327292],[0.5870000000000001],[20],[1.0],[4.41074934552273e6],[-0.002690780397227895],[0.417268],[1.4859576016875238],[0.07597943732352852]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_3""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[-1.0],Bool[0],Bool[0],[0],[0.09455022576480472],[2.2973660461699587e8],[0.0],[20],[1],[0.6791170738539858],[0.3384092759999999],[0.017176378392025904],[0.9583161083315666],[4.67654835649361e6],[0.88],[13],[0],[0.9952895092668751],[1.1452464643984198e-10],[2.3972946152075908e8],[0.56],[0],Bool[0],[0],[4.680998720808022e6],[0.4211044],[2.2973660461699587e8],[13],[1.5796661347043754],Bool[0],[0],[0.0],Bool[0],[0.668006259779822],[0.9952893447112245],[0.6931471804492402],[0.6680058358373663],Bool[0],[-0.0003264006588366034],Bool[0],[0.347],Bool[1],[0.347],[-0.015872634362346896],[4.654519518797336e6],[0.571],[1.4795701115246653],[-1.0],Bool[1],[0.4],Bool[0],[0.88],[0.693147180148528],Bool[0],Bool[0],[4.1676178980571926e6],[2.3972946152075908e8],[-0.08632166917915465],Bool[0],[1.4795704038170225],[4.1676178980571926e6],[1],[1.1452425165638536e-10],Bool[0],Bool[1],[0.338409276],[0.4],Bool[1],[0.9583161083315666],[0.571],[20],[1.0],[4.653617260003671e6],[-0.02072671218412676],[0.42110440000000005],[1.5796663958367363],[0.039769833592812526]
