X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_from_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_from_max_avg,major_cond_efficiency,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,spat_med_entropy1,prop_strict_util_from_max,major_util_max_elec_rate,major_condorcet_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_from_max_med,tangian_raw_pop_body,prop_qual_util_from_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,prop_qual_min_govt_size,major_strict_med_pos,prop_strict_util_max_elec,spat_med_entropy2,major_util_eff_avg,spat_med_entropy5,spat_avg_entropy2,prop_strict_min_govt_unstable,spat_agg_dist_corr,prop_qual_util_maxer,tangian_raw_uni_parties,prop_qual_single_party_win,tangian_adj_uni_parties,spat_char_corr2,major_util_from_winner_avg,tangian_adj_uni_body,spat_med_entropy4,prop_qual_med_pos,prop_strict_min_govt_elec,prop_qual_unanimity_rate,prop_qual_winner_smith,major_smith_efficiency,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,major_strict_social_util,prop_qual_util_from_max,spat_char_corr3,prop_qual_condorcet_paradox,spat_avg_entropy4,major_qual_social_util,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elec,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,prop_qual_unanimity,major_util_eff_med,major_util_from_winner_med,spat_char_corr1,tangian_adj_pop_body,spat_avg_entropy3,major_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[-0.019659999983719402],[2.0706505263532084e8],[2.0],[20],[1],[0.6791170738539858],[0.500739656],[0.07946438701660394],[0.9235544522999694],[4.304029579222902e6],[0.36],[20],[20],[0.9968121384872811],[1.1452460882549546e-10],[2.2420448747733e8],[0.08],[0],Bool[0],[20],[4.303552890135847e6],[0.501288],[2.0706505263532084e8],[20],[1.1452418198219616e-10],Bool[0],[0],[2.0],Bool[0],[1.145244151765692e-10],[0.9968134333414974],[1.145236521239617e-10],[1.145251484880597e-10],Bool[0],[0.05486876401861178],Bool[0],[0.551],Bool[1],[0.551],[-0.022986312103092325],[4.290308928977693e6],[0.5539999999999999],[1.1452507407459271e-10],[-2.0],Bool[1],[0.4],Bool[0],[0.36],[1.1452382562157271e-10],Bool[0],Bool[0],[3.972288054521315e6],[2.2420448747733e8],[0.0880579775498374],Bool[0],[1.1452449485246673e-10],[3.972288054521315e6],[1],[1.1452445223795743e-10],Bool[0],Bool[1],[0.500739656],[0.4],Bool[1],[0.9235544522999694],[0.5539999999999999],[20],[0.996469860996531],[4.290523716061043e6],[-0.00129918733964768],[0.501288],[1.1452337639261592e-10],[0.14824235578268444]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String7[""C2_3""]","String7[""D2_2""]","String7[""F2_3""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[2],[0.5650044299872599],[2.398760931729476e8],[0.0],[4],[2],[0.00794830799604543],[0.187780988],[0.4965607848599747],[0.9991075407735038],[4.721768136798003e6],[0.48],[4],[8],[0.991897125786192],[1.324922322539001e-10],[2.415831711379714e8],[0.26],[0],Bool[0],[0],[4.717646267478082e6],[0.24374179999999998],[2.4030327424093306e8],[5],[1.6434030496098873e-11],Bool[0],[0],[0.0],Bool[0],[1.9880588380322054e-10],[0.9919084554209097],[1.3425081937720022e-10],[2.126170883029778e-10],Bool[0],[0.708565973488968],Bool[0],[0.0],Bool[0],[0.0],[0.6036029608863693],[4.683508243518762e6],[0.0],[5.3967658310998986e-11],[0.0],Bool[1],[0.26],Bool[0],[0.48],[1.3121688392801825e-10],Bool[0],Bool[0],[4.277476423123868e6],[2.405179266837397e8],[0.34063372897465394],Bool[0],[6.407195590609745e-11],[4.36920072259509e6],[2],[1.2342704350802997e-10],Bool[0],Bool[1],[0.187780988],[0.08],Bool[0],[0.9929337877428189],[0.0],[13],[0.9940947122896423],[4.687230812697424e6],[0.4885487324211443],[0.24374180000000004],[1.702237539333109e-11],[0.06086029576004375]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[1],[0],[0.23662391127969512],[2.0695324479996118e8],[2.0],[12],[2],[0.010479554952382281],[0.499921304],[0.08849053141262628],[0.9747275299218551],[4.255334054073182e6],[0.68],[12],[20],[0.9992521793138718],[0.96163218779916],[2.1231907219913328e8],[0.36],[0],Bool[0],[20],[4.255604314595904e6],[0.4998894],[2.0695324479996118e8],[12],[1.3424689065069022],Bool[0],[0],[2.0],Bool[0],[0.9097507936564273],[0.9992526278629313],[0.6390110320748308],[0.8850112695477277],Bool[0],[0.45206591961671494],Bool[0],[0.454],Bool[0],[0.454],[0.2958745252391795],[4.25215182724116e6],[0.505],[1.4068616076587426],[0.0],Bool[1],[0.24],Bool[1],[0.68],[0.60420618582355],Bool[0],Bool[1],[3.944151233913092e6],[2.1231907219913328e8],[0.2580725758671729],Bool[0],[1.3545244266188454],[3.944151233913092e6],[2],[0.9135937255829956],Bool[1],Bool[1],[0.499921304],[0.24],Bool[0],[0.9747275299218551],[0.505],[12],[0.9997030055324773],[4.25216755577229e6],[0.1795929762994913],[0.4998894],[1.3318317455411977],[0.05052188705897672]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_3""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.009846595134490932],[2.36219535063379e8],[0.0],[10],[2],[0.016193297872885565],[0.43716694799999994],[-0.040123739271872454],[0.9953166148741905],[4.691375066458048e6],[0.8],[1],[0],[0.9951181097988318],[1.1452553918558144e-10],[2.37331047762362e8],[0.5],[0],Bool[0],[0],[4.692045095545974e6],[0.43746139999999994],[2.36219535063379e8],[1],[1.3491170277688704],Bool[0],[0],[0.0],Bool[0],[0.6618447561792393],[0.9951255653794843],[0.6931471802782134],[0.6618452289241137],Bool[0],[0.009482312380983848],Bool[0],[0.6150000000000001],Bool[0],[0.6150000000000001],[0.15260113532404973],[4.668472288491102e6],[0.616],[1.503149988095318],[0.0],Bool[1],[0.36],Bool[0],[0.8],[0.6931471797930349],Bool[0],Bool[0],[4.163563028701988e6],[2.37331047762362e8],[0.001713746575816255],Bool[0],[1.5031491570756208],[4.163563028701988e6],[2],[1.1452453335267832e-10],Bool[0],Bool[1],[0.437166948],[0.2],Bool[0],[0.9953166148741905],[0.616],[18],[0.9999034643398758],[4.665657141158981e6],[-0.013551008393090274],[0.43746139999999994],[1.349117283885755],[0.10639879179765155]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.2097395564056012],[2.1450654004948482e8],[2.0],[13],[2],[0.006020018604622402],[0.500125312],[0.23944469948299474],[0.9950274669279667],[4.262017216762662e6],[0.78],[13],[20],[0.9992162968522541],[0.8998139212027941],[2.1557851132667643e8],[0.36],[0],Bool[0],[20],[4.261912953915643e6],[0.49979799999999996],[2.1450654004948482e8],[13],[1.3723727002117985],Bool[0],[0],[2.0],Bool[0],[0.9414847709242329],[0.9992164389952223],[0.6329928560656843],[0.9172807385561373],Bool[0],[0.4162153466770461],Bool[0],[0.553],Bool[0],[0.553],[0.03876470069496343],[4.258677060454138e6],[0.4960000000000001],[1.3312097719926679],[0.0],Bool[1],[0.26],Bool[0],[0.78],[0.5467640761495534],Bool[0],Bool[0],[3.908125443498064e6],[2.1557851132667643e8],[0.19026512301066228],Bool[0],[1.2985397915251868],[3.908125443498064e6],[2],[0.8416913960291434],Bool[0],Bool[1],[0.500125312],[0.26],Bool[0],[0.9950274669279667],[0.4960000000000001],[13],[0.9992340547316235],[4.2596115305977445e6],[0.3716313738095991],[0.49979799999999996],[1.3246257432853843],[0.10614367915236407]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],Bool[0],Bool[0],[0],[0.048444306273938254],[2.1166000642808634e8],[-2.0],[20],[1],[0.6791170738539858],[0.502656376],[0.01529730330531304],[0.9319831154533259],[4.307847591879401e6],[0.32],[20],[20],[0.9966171006671848],[1.1452524546591375e-10],[2.2710712556754076e8],[0.02],[0],Bool[0],[20],[4.306912148542047e6],[0.5024288],[2.1166000642808634e8],[20],[1.1452467228285926e-10],Bool[0],[0],[-2.0],Bool[0],[1.1452402012858613e-10],[0.9966189825610394],[1.145251490799596e-10],[1.1452394189938763e-10],Bool[0],[0.06269064289331111],Bool[0],[0.642],Bool[1],[0.642],[0.002099316180187152],[4.293274577134963e6],[0.6030000000000001],[1.1452483646102437e-10],[-2.0],Bool[1],[0.4],Bool[0],[0.32],[1.1452410616017441e-10],Bool[0],Bool[0],[4.147287332886326e6],[2.2710712556754076e8],[-0.021331879547034718],Bool[0],[1.1452427534684562e-10],[4.147287332886326e6],[1],[1.1452455041187575e-10],Bool[0],Bool[1],[0.502656376],[0.4],Bool[1],[0.9319831154533259],[0.6030000000000001],[20],[0.9965493851028434],[4.2939242156436425e6],[0.09601575165250932],[0.5024288],[1.1452376539858525e-10],[0.17894561153601954]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_3""]","String7[""D2_1""]","String7[""F2_2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[0.002822975080061165],[2.3229418378594065e8],[0.0],[11],[2],[0.0118403472922039],[0.423425668],[0.1276705510260806],[0.9951038156653875],[4.680231104274565e6],[0.8],[4],[0],[0.9951604966967365],[1.1452418650257671e-10],[2.3691075261316878e8],[0.52],[0],Bool[0],[0],[4.68558890885316e6],[0.43883619999999995],[2.3575079389752293e8],[1],[1.3998162392487496],Bool[0],[0],[0.0],Bool[0],[0.6255917730447353],[0.9951603396389672],[0.693147180331579],[0.6255902065349005],Bool[0],[0.057525464935394795],Bool[0],[0.578],Bool[0],[0.578],[-0.018661284579117903],[4.657581110385392e6],[0.62],[1.4698610075131813],[0.0],Bool[1],[0.34],Bool[0],[0.8],[0.6931471801102559],Bool[0],Bool[0],[4.1817449533526246e6],[2.3691075261316878e8],[-0.05868988020452207],Bool[0],[1.4698625528597538],[4.1817449533526246e6],[2],[1.1452417345533491e-10],Bool[0],Bool[1],[0.423425668],[0.22],Bool[0],[0.9805134685686212],[0.62],[17],[1.0],[4.6729730063299555e6],[0.017825955644219377],[0.4388362],[1.3998153961545636],[0.0553876685192652]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String7[""C2_3""]","String7[""D2_2""]","String7[""F2_3""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-1.0],Bool[0],Bool[0],[0],[0.3998062950485739],[2.279016237766956e8],[0.0],[20],[1],[0.006215962676850587],[0.21366178800000002],[0.10538168222064827],[0.9661472140679936],[4.705834215105847e6],[0.42],[17],[7],[0.9910627310063111],[3.2248463916505206e-10],[2.369217786483819e8],[0.3],[0],Bool[0],[0],[4.712123328201247e6],[0.2509104],[2.2790978282004863e8],[17],[2.4636209103328483e-10],Bool[0],[0],[0.0],Bool[0],[6.721299370227678e-11],[0.9910780992375272],[3.96683893720961e-10],[7.782700302811352e-11],Bool[0],[0.46530210772000363],Bool[0],[0.0],Bool[1],[0.0],[0.5171798107252479],[4.663776908885742e6],[0.0],[1.3594265835884033e-10],[-1.0],Bool[1],[0.4],Bool[0],[0.42],[3.989856563360885e-10],Bool[0],Bool[1],[4.32343530815315e6],[2.3589550277791232e8],[0.3965964372059659],Bool[0],[1.3874222030526376e-10],[4.272486549774239e6],[1],[3.2194373076526216e-10],Bool[1],Bool[1],[0.21366178800000005],[0.4],Bool[1],[0.961927709123469],[0.0],[20],[0.9957572420287465],[4.662750825822027e6],[0.08561799582610377],[0.2509104],[2.659016333406125e-10],[0.03939642359402692]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L3""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[1],[0],[0.23992259574449534],[2.138529119053768e8],[-2.0],[14],[2],[0.008540799962532776],[0.500072296],[0.33008242444767144],[0.9663415237481531],[4.1626344976220923e6],[0.74],[14],[20],[0.9987774461098375],[0.9819824777890884],[2.2130158608511883e8],[0.26],[0],Bool[0],[20],[4.163341136533628e6],[0.5000844],[2.138529119053768e8],[14],[1.374799756334249],Bool[0],[0],[-2.0],Bool[0],[0.9436523439348492],[0.9987782332625232],[0.6130505230537033],[0.9290406617832034],Bool[0],[0.5103144847035922],Bool[0],[0.519],Bool[1],[0.519],[0.17533189083847153],[4.1575454526237e6],[0.52],[1.3185364583388748],[0.0],Bool[1],[0.28],Bool[1],[0.74],[0.5630403266053468],Bool[0],Bool[1],[3.865221179545806e6],[2.2130158608511883e8],[0.32422611813292657],Bool[0],[1.3036218910707726],[3.865221179545806e6],[2],[0.9406420280692386],Bool[1],Bool[1],[0.500072296],[0.28],Bool[1],[0.9663415237481531],[0.52],[14],[0.9990439749762707],[4.1583404070047867e6],[0.2024160967187071],[0.5000844],[1.3140534919617728],[0.07201100793628708]
"String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],Bool[0],Bool[0],[0],[-0.027090881789923676],[2.1308106635992432e8],[2.0],[20],[1],[0.6791170738539858],[0.4957800560000001],[-0.0326558640921375],[0.9286062751388415],[4.309593425541994e6],[0.38],[20],[20],[0.9970352323429424],[1.1452495212500267e-10],[2.294633065322171e8],[0.16],[0],Bool[0],[20],[4.310523499167116e6],[0.5023752],[2.1308106635992432e8],[20],[1.1452352752294933e-10],Bool[0],[0],[2.0],Bool[0],[1.145244684674591e-10],[0.9970365101613445],[1.145226067015842e-10],[1.1452331065555229e-10],Bool[0],[-0.07440802327576147],Bool[0],[0.36],Bool[1],[0.36],[-0.020357380277483145],[4.296816482338879e6],[0.5770000000000001],[1.1452449061197813e-10],[0.0],Bool[1],[0.4],Bool[0],[0.38],[1.1452300762148023e-10],Bool[0],Bool[0],[4.041690290292301e6],[2.294633065322171e8],[-0.030148572577091914],Bool[0],[1.1452455669288107e-10],[4.041690290292301e6],[1],[1.1452462614711171e-10],Bool[0],Bool[1],[0.4957800560000001],[0.4],Bool[1],[0.9286062751388415],[0.5770000000000001],[20],[0.997346117507423],[4.297149951386858e6],[-0.053074033725142966],[0.5023752],[1.1452348694379175e-10],[0.11847456753244555]
