,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
1512,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_1,,L1,,,
1513,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_1,,L2,,,
1514,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_1,,L3,,,
1515,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_2,,L1,,,
1516,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_2,,L2,,,
1517,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_2,,L3,,,
1518,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_3,,L1,,,
1519,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_3,,L2,,,
1520,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_1,F2_3,,L3,,,
1521,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_1,,L1,,,
1522,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_1,,L2,,,
1523,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_1,,L3,,,
1524,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_2,,L1,,,
1525,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_2,,L2,,,
1526,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_2,,L3,,,
1527,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_3,,L1,,,
1528,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_3,,L2,,,
1529,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_2,F2_3,,L3,,,
1530,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_1,,L1,,,
1531,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_1,,L2,,,
1532,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_1,,L3,,,
1533,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_2,,L1,,,
1534,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_2,,L2,,,
1535,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_2,,L3,,,
1536,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_3,,L1,,,
1537,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_3,,L2,,,
1538,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_1,D2_3,F2_3,,L3,,,
1539,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_1,,L1,,,
1540,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_1,,L2,,,
1541,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_1,,L3,,,
1542,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_2,,L1,,,
1543,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_2,,L2,,,
1544,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_2,,L3,,,
1545,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_3,,L1,,,
1546,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_3,,L2,,,
1547,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_1,F2_3,,L3,,,
1548,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_1,,L1,,,
1549,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_1,,L2,,,
1550,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_1,,L3,,,
1551,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_2,,L1,,,
1552,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_2,,L2,,,
1553,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_2,,L3,,,
1554,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_3,,L1,,,
1555,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_3,,L2,,,
1556,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_2,F2_3,,L3,,,
1557,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_1,,L1,,,
1558,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_1,,L2,,,
1559,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_1,,L3,,,
1560,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_2,,L1,,,
1561,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_2,,L2,,,
1562,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_2,,L3,,,
1563,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_3,,L1,,,
1564,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_3,,L2,,,
1565,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_2,D2_3,F2_3,,L3,,,
1566,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_1,,L1,,,
1567,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_1,,L2,,,
1568,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_1,,L3,,,
1569,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_2,,L1,,,
1570,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_2,,L2,,,
1571,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_2,,L3,,,
1572,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_3,,L1,,,
1573,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_3,,L2,,,
1574,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_1,F2_3,,L3,,,
1575,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_1,,L1,,,
1576,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_1,,L2,,,
1577,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_1,,L3,,,
1578,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_2,,L1,,,
1579,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_2,,L2,,,
1580,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_2,,L3,,,
1581,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_3,,L1,,,
1582,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_3,,L2,,,
1583,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_2,F2_3,,L3,,,
1584,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_1,,L1,,,
1585,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_1,,L2,,,
1586,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_1,,L3,,,
1587,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_2,,L1,,,
1588,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_2,,L2,,,
1589,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_2,,L3,,,
1590,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_3,,L1,,,
1591,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_3,,L2,,,
1592,L3,L3,L3,L1,L2,L2,L1,L2,L1,C2_3,D2_3,F2_3,,L3,,,
11637,L2,L3,L2,L2,L3,L2,L1,L2,L1,C2_1,D2_1,F2_1,,L1,,,
11638,L2,L3,L2,L2,L3,L2,L1,L2,L1,C2_1,D2_1,F2_1,,L2,,,
11639,L2,L3,L2,L2,L3,L2,L1,L2,L1,C2_1,D2_1,F2_1,,L3,,,
11640,L2,L3,L2,L2,L3,L2,L1,L2,L1,C2_1,D2_1,F2_2,,L1,,,
11641,L2,L3,L2,L2,L3,L2,L1,L2,L1,C2_1,D2_1,F2_2,,L2,,,
11642,L2,L3,L2,L2,L3,L2,L1,L2,L1,C2_1,D2_1,F2_2,,L3,,,
