,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
243,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_1,L_1,M_1
244,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_1,L_1,M_1
245,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_1,L_1,M_1
246,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_1,L_1,M_2
247,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_1,L_1,M_2
248,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_1,L_1,M_2
249,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_1,L_2,M_1
250,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_1,L_2,M_1
251,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_1,L_2,M_1
252,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_1,L_2,M_2
253,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_1,L_2,M_2
254,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_1,L_2,M_2
255,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_1,L_3,M_1
256,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_1,L_3,M_1
257,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_1,L_3,M_1
258,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_1,L_3,M_2
259,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_1,L_3,M_2
260,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_1,L_3,M_2
261,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_2,L_1,M_1
262,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_2,L_1,M_1
263,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_2,L_1,M_1
264,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_2,L_1,M_2
265,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_2,L_1,M_2
266,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_2,L_1,M_2
267,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_2,L_2,M_1
268,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_2,L_2,M_1
269,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_2,L_2,M_1
270,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_2,L_2,M_2
271,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_2,L_2,M_2
272,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_2,L_2,M_2
273,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_2,L_3,M_1
274,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_2,L_3,M_1
275,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_2,L_3,M_1
276,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L1,N2_2,L_3,M_2
277,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L2,N2_2,L_3,M_2
278,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_1,,L3,N2_2,L_3,M_2
279,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_1,L_1,M_1
280,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_1,L_1,M_1
281,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_1,L_1,M_1
282,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_1,L_1,M_2
283,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_1,L_1,M_2
284,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_1,L_1,M_2
285,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_1,L_2,M_1
286,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_1,L_2,M_1
287,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_1,L_2,M_1
288,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_1,L_2,M_2
289,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_1,L_2,M_2
290,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_1,L_2,M_2
291,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_1,L_3,M_1
292,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_1,L_3,M_1
293,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_1,L_3,M_1
294,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_1,L_3,M_2
295,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_1,L_3,M_2
296,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_1,L_3,M_2
297,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_2,L_1,M_1
298,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_2,L_1,M_1
299,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_2,L_1,M_1
300,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_2,L_1,M_2
301,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_2,L_1,M_2
302,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_2,L_1,M_2
303,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_2,L_2,M_1
304,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_2,L_2,M_1
305,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L3,N2_2,L_2,M_1
306,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L1,N2_2,L_2,M_2
307,L3,L2,L1,L3,L3,L2,L1,L2,L2,C2_1,D2_1,F2_2,,L2,N2_2,L_2,M_2
