,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
21033,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_1,L_1,M_1
21034,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_1,L_1,M_1
21035,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_1,L_1,M_1
21036,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_1,L_1,M_2
21037,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_1,L_1,M_2
21038,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_1,L_1,M_2
21039,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_1,L_2,M_1
21040,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_1,L_2,M_1
21041,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_1,L_2,M_1
21042,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_1,L_2,M_2
21043,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_1,L_2,M_2
21044,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_1,L_2,M_2
21045,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_1,L_3,M_1
21046,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_1,L_3,M_1
21047,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_1,L_3,M_1
21048,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_1,L_3,M_2
21049,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_1,L_3,M_2
21050,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_1,L_3,M_2
21051,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_2,L_1,M_1
21052,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_2,L_1,M_1
21053,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_2,L_1,M_1
21054,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_2,L_1,M_2
21055,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L2,,N3_2,L_1,M_2
21056,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L3,,N3_2,L_1,M_2
21057,L1,L3,L2,L1,L3,L3,L2,L1,L2,C3_1,D3_1,F3_1,L1,,N3_2,L_2,M_1
