,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
44010,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_1,L1,,,,
44011,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_1,L2,,,,
44012,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_1,L3,,,,
44013,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_2,L1,,,,
44014,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_2,L2,,,,
44015,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_2,L3,,,,
44016,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_3,L1,,,,
44017,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_3,L2,,,,
44018,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_1,F1_3,L3,,,,
44019,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_1,L1,,,,
44020,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_1,L2,,,,
44021,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_1,L3,,,,
44022,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_2,L1,,,,
44023,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_2,L2,,,,
44024,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_2,L3,,,,
44025,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_3,L1,,,,
44026,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_3,L2,,,,
44027,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_2,F1_3,L3,,,,
44028,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_1,L1,,,,
44029,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_1,L2,,,,
44030,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_1,L3,,,,
44031,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_2,L1,,,,
44032,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_2,L2,,,,
44033,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_2,L3,,,,
44034,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_3,L1,,,,
44035,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_3,L2,,,,
44036,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_1,D1_3,F1_3,L3,,,,
44037,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_1,L1,,,,
44038,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_1,L2,,,,
44039,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_1,L3,,,,
44040,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_2,L1,,,,
44041,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_2,L2,,,,
44042,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_2,L3,,,,
44043,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_3,L1,,,,
44044,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_3,L2,,,,
44045,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_1,F1_3,L3,,,,
44046,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_1,L1,,,,
44047,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_1,L2,,,,
44048,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_1,L3,,,,
44049,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_2,L1,,,,
44050,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_2,L2,,,,
44051,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_2,L3,,,,
44052,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_3,L1,,,,
44053,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_3,L2,,,,
44054,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_2,F1_3,L3,,,,
44055,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_1,L1,,,,
44056,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_1,L2,,,,
44057,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_1,L3,,,,
44058,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_2,L1,,,,
44059,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_2,L2,,,,
44060,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_2,L3,,,,
44061,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_3,L1,,,,
44062,L1,L1,L3,L2,L3,L1,L2,L1,L1,C1_2,D1_3,F1_3,L2,,,,
