,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
1593,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_1,,L1,,,
1594,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_1,,L2,,,
1595,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_1,,L3,,,
1596,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_2,,L1,,,
1597,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_2,,L2,,,
1598,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_2,,L3,,,
1599,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_3,,L1,,,
1600,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_3,,L2,,,
1601,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_1,F3_3,,L3,,,
1602,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_1,,L1,,,
1603,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_1,,L2,,,
1604,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_1,,L3,,,
1605,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_2,,L1,,,
1606,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_2,,L2,,,
1607,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_2,,L3,,,
1608,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_3,,L1,,,
1609,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_3,,L2,,,
1610,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_2,F3_3,,L3,,,
1611,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_1,,L1,,,
1612,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_1,,L2,,,
1613,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_1,,L3,,,
1614,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_2,,L1,,,
1615,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_2,,L2,,,
1616,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_2,,L3,,,
1617,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_3,,L1,,,
1618,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_3,,L2,,,
1619,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_1,D3_3,F3_3,,L3,,,
1620,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_1,,L1,,,
1621,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_1,,L2,,,
1622,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_1,,L3,,,
1623,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_2,,L1,,,
1624,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_2,,L2,,,
1625,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_2,,L3,,,
1626,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_3,,L1,,,
1627,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_3,,L2,,,
1628,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_1,F3_3,,L3,,,
1629,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_1,,L1,,,
1630,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_1,,L2,,,
1631,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_1,,L3,,,
1632,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_2,,L1,,,
1633,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_2,,L2,,,
1634,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_2,,L3,,,
1635,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_3,,L1,,,
1636,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_3,,L2,,,
1637,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_2,F3_3,,L3,,,
1638,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_1,,L1,,,
1639,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_1,,L2,,,
1640,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_1,,L3,,,
1641,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_2,,L1,,,
1642,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_2,,L2,,,
1643,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_2,,L3,,,
1644,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_3,,L1,,,
1645,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_3,,L2,,,
1646,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_2,D3_3,F3_3,,L3,,,
1647,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_1,,L1,,,
1648,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_1,,L2,,,
1649,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_1,,L3,,,
1650,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_2,,L1,,,
1651,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_2,,L2,,,
1652,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_2,,L3,,,
1653,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_3,,L1,,,
1654,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_3,,L2,,,
1655,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_1,F3_3,,L3,,,
1656,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_1,,L1,,,
1657,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_1,,L2,,,
1658,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_1,,L3,,,
1659,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_2,,L1,,,
1660,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_2,,L2,,,
1661,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_2,,L3,,,
1662,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_3,,L1,,,
1663,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_3,,L2,,,
1664,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_2,F3_3,,L3,,,
1665,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_1,,L1,,,
1666,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_1,,L2,,,
1667,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_1,,L3,,,
1668,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_2,,L1,,,
1669,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_2,,L2,,,
1670,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_2,,L3,,,
1671,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_3,,L1,,,
1672,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_3,,L2,,,
1673,L1,L2,L1,L1,L3,L3,L1,L2,L1,C3_3,D3_3,F3_3,,L3,,,
6615,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_1,,L1,,,
6616,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_1,,L2,,,
6617,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_1,,L3,,,
6618,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_2,,L1,,,
6619,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_2,,L2,,,
6620,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_2,,L3,,,
6621,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_3,,L1,,,
6622,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_3,,L2,,,
6623,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_1,F3_3,,L3,,,
6624,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_1,,L1,,,
6625,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_1,,L2,,,
6626,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_1,,L3,,,
6627,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_2,,L1,,,
6628,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_2,,L2,,,
6629,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_2,,L3,,,
6630,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_3,,L1,,,
6631,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_3,,L2,,,
6632,L3,L3,L2,L3,L2,L3,L1,L2,L1,C3_1,D3_2,F3_3,,L3,,,
