,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
1242,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L1,L1,,,
1243,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L1,L2,,,
1244,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L1,L3,,,
1245,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L2,L1,,,
1246,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L2,L2,,,
1247,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L2,L3,,,
1248,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L3,L1,,,
1249,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L3,L2,,,
1250,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_1,L3,L3,,,
1251,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L1,L1,,,
1252,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L1,L2,,,
1253,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L1,L3,,,
1254,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L2,L1,,,
1255,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L2,L2,,,
1256,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L2,L3,,,
1257,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L3,L1,,,
1258,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L3,L2,,,
1259,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_2,L3,L3,,,
1260,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L1,L1,,,
1261,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L1,L2,,,
1262,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L1,L3,,,
1263,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L2,L1,,,
1264,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L2,L2,,,
1265,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L2,L3,,,
1266,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L3,L1,,,
1267,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L3,L2,,,
1268,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_1,F2_3,L3,L3,,,
1269,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L1,L1,,,
1270,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L1,L2,,,
1271,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L1,L3,,,
1272,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L2,L1,,,
1273,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L2,L2,,,
1274,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L2,L3,,,
1275,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L3,L1,,,
1276,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L3,L2,,,
1277,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_1,L3,L3,,,
1278,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L1,L1,,,
1279,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L1,L2,,,
1280,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L1,L3,,,
1281,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L2,L1,,,
1282,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L2,L2,,,
1283,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L2,L3,,,
1284,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L3,L1,,,
1285,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L3,L2,,,
1286,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_2,L3,L3,,,
1287,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L1,L1,,,
1288,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L1,L2,,,
1289,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L1,L3,,,
1290,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L2,L1,,,
1291,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L2,L2,,,
1292,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L2,L3,,,
1293,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L3,L1,,,
1294,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L3,L2,,,
1295,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_2,F2_3,L3,L3,,,
1296,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L1,L1,,,
1297,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L1,L2,,,
1298,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L1,L3,,,
1299,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L2,L1,,,
1300,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L2,L2,,,
1301,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L2,L3,,,
1302,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L3,L1,,,
1303,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L3,L2,,,
1304,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_1,L3,L3,,,
1305,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L1,L1,,,
1306,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L1,L2,,,
1307,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L1,L3,,,
1308,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L2,L1,,,
1309,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L2,L2,,,
1310,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L2,L3,,,
1311,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L3,L1,,,
1312,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L3,L2,,,
1313,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_2,L3,L3,,,
1314,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L1,L1,,,
1315,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L1,L2,,,
1316,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L1,L3,,,
1317,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L2,L1,,,
1318,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L2,L2,,,
1319,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L2,L3,,,
1320,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L3,L1,,,
1321,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L3,L2,,,
1322,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_1,D2_3,F2_3,L3,L3,,,
1323,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L1,L1,,,
1324,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L1,L2,,,
1325,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L1,L3,,,
1326,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L2,L1,,,
1327,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L2,L2,,,
1328,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L2,L3,,,
1329,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L3,L1,,,
1330,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L3,L2,,,
1331,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_1,L3,L3,,,
1332,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L1,L1,,,
1333,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L1,L2,,,
1334,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L1,L3,,,
1335,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L2,L1,,,
1336,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L2,L2,,,
1337,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L2,L3,,,
1338,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L3,L1,,,
1339,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L3,L2,,,
1340,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_2,L3,L3,,,
1341,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L1,L1,,,
1342,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L1,L2,,,
1343,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L1,L3,,,
1344,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L2,L1,,,
1345,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L2,L2,,,
1346,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L2,L3,,,
1347,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L3,L1,,,
1348,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L3,L2,,,
1349,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_1,F2_3,L3,L3,,,
1350,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L1,L1,,,
1351,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L1,L2,,,
1352,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L1,L3,,,
1353,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L2,L1,,,
1354,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L2,L2,,,
1355,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L2,L3,,,
1356,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L3,L1,,,
1357,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L3,L2,,,
1358,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_1,L3,L3,,,
1359,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L1,L1,,,
1360,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L1,L2,,,
1361,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L1,L3,,,
1362,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L2,L1,,,
1363,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L2,L2,,,
1364,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L2,L3,,,
1365,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L3,L1,,,
1366,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L3,L2,,,
1367,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_2,L3,L3,,,
1368,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L1,L1,,,
1369,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L1,L2,,,
1370,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L1,L3,,,
1371,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L2,L1,,,
1372,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L2,L2,,,
1373,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L2,L3,,,
1374,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L3,L1,,,
1375,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L3,L2,,,
1376,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_2,F2_3,L3,L3,,,
1377,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L1,L1,,,
1378,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L1,L2,,,
1379,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L1,L3,,,
1380,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L2,L1,,,
1381,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L2,L2,,,
1382,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L2,L3,,,
1383,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L3,L1,,,
1384,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L3,L2,,,
1385,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_1,L3,L3,,,
1386,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L1,L1,,,
1387,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L1,L2,,,
1388,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L1,L3,,,
1389,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L2,L1,,,
1390,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L2,L2,,,
1391,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L2,L3,,,
1392,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L3,L1,,,
1393,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L3,L2,,,
1394,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_2,L3,L3,,,
1395,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L1,L1,,,
1396,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L1,L2,,,
1397,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L1,L3,,,
1398,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L2,L1,,,
1399,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L2,L2,,,
1400,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L2,L3,,,
1401,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L3,L1,,,
1402,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L3,L2,,,
1403,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_2,D2_3,F2_3,L3,L3,,,
1404,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L1,L1,,,
1405,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L1,L2,,,
1406,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L1,L3,,,
1407,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L2,L1,,,
1408,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L2,L2,,,
1409,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L2,L3,,,
1410,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L3,L1,,,
1411,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L3,L2,,,
1412,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_1,L3,L3,,,
1413,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L1,L1,,,
1414,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L1,L2,,,
1415,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L1,L3,,,
1416,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L2,L1,,,
1417,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L2,L2,,,
1418,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L2,L3,,,
1419,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L3,L1,,,
1420,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L3,L2,,,
1421,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_2,L3,L3,,,
1422,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_3,L1,L1,,,
1423,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_3,L1,L2,,,
1424,L3,L2,L3,L3,L2,L2,L2,L2,L1,C2_3,D2_1,F2_3,L1,L3,,,
