,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
1674,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_1,L_1,M_1
1675,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_1,L_1,M_1
1676,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_1,L_1,M_1
1677,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_1,L_1,M_2
1678,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_1,L_1,M_2
1679,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_1,L_1,M_2
1680,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_1,L_2,M_1
1681,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_1,L_2,M_1
1682,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_1,L_2,M_1
1683,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_1,L_2,M_2
1684,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_1,L_2,M_2
1685,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_1,L_2,M_2
1686,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_1,L_3,M_1
1687,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_1,L_3,M_1
1688,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_1,L_3,M_1
1689,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_1,L_3,M_2
1690,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_1,L_3,M_2
1691,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_1,L_3,M_2
1692,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_2,L_1,M_1
1693,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_2,L_1,M_1
1694,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_2,L_1,M_1
1695,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_2,L_1,M_2
1696,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_2,L_1,M_2
1697,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L3,N3_2,L_1,M_2
1698,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L1,N3_2,L_2,M_1
1699,L3,L3,L3,L1,L3,L3,L1,L2,L2,C3_1,D3_1,F3_1,,L2,N3_2,L_2,M_1
