,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
2646,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_1,,L1,,,
2647,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_1,,L2,,,
2648,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_1,,L3,,,
2649,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_2,,L1,,,
2650,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_2,,L2,,,
2651,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_2,,L3,,,
2652,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_3,,L1,,,
2653,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_3,,L2,,,
2654,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_1,F1_3,,L3,,,
2655,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_1,,L1,,,
2656,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_1,,L2,,,
2657,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_1,,L3,,,
2658,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_2,,L1,,,
2659,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_2,,L2,,,
2660,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_2,,L3,,,
2661,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_3,,L1,,,
2662,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_3,,L2,,,
2663,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_2,F1_3,,L3,,,
2664,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_1,,L1,,,
2665,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_1,,L2,,,
2666,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_1,,L3,,,
2667,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_2,,L1,,,
2668,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_2,,L2,,,
2669,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_2,,L3,,,
2670,L3,L3,L1,L3,L1,L1,L1,L2,L1,C1_1,D1_3,F1_3,,L1,,,
