,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
7668,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_1,L1,,,,
7669,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_1,L2,,,,
7670,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_1,L3,,,,
7671,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_2,L1,,,,
7672,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_2,L2,,,,
7673,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_2,L3,,,,
7674,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_3,L1,,,,
7675,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_3,L2,,,,
7676,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_1,F3_3,L3,,,,
7677,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_1,L1,,,,
7678,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_1,L2,,,,
7679,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_1,L3,,,,
7680,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_2,L1,,,,
7681,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_2,L2,,,,
7682,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_2,L3,,,,
7683,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_3,L1,,,,
7684,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_3,L2,,,,
7685,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_2,F3_3,L3,,,,
7686,L1,L3,L1,L1,L2,L3,L2,L1,L1,C3_1,D3_3,F3_1,L1,,,,
