,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
40932,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_1,L1,,,,
40933,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_1,L2,,,,
40934,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_1,L3,,,,
40935,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_2,L1,,,,
40936,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_2,L2,,,,
40937,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_2,L3,,,,
40938,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_3,L1,,,,
40939,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_3,L2,,,,
40940,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_1,F2_3,L3,,,,
40941,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_1,L1,,,,
40942,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_1,L2,,,,
40943,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_1,L3,,,,
40944,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_2,L1,,,,
40945,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_2,L2,,,,
40946,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_2,L3,,,,
40947,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_3,L1,,,,
40948,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_3,L2,,,,
40949,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_2,F2_3,L3,,,,
40950,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_1,L1,,,,
40951,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_1,L2,,,,
40952,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_1,L3,,,,
40953,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_2,L1,,,,
40954,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_2,L2,,,,
40955,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_2,L3,,,,
40956,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_3,L1,,,,
40957,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_3,L2,,,,
40958,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_1,D2_3,F2_3,L3,,,,
40959,L1,L3,L2,L3,L2,L2,L2,L1,L1,C2_2,D2_1,F2_1,L1,,,,
