,A,B,G,H,I,E,X,Y,Z,C,D,F,J,K,N,L,M
26541,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L1,N2_1,L_1,M_1
26542,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L2,N2_1,L_1,M_1
26543,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L3,N2_1,L_1,M_1
26544,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L1,N2_1,L_1,M_1
26545,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L2,N2_1,L_1,M_1
26546,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L3,N2_1,L_1,M_1
26547,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L1,N2_1,L_1,M_1
26548,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L2,N2_1,L_1,M_1
26549,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L3,N2_1,L_1,M_1
26550,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L1,N2_1,L_1,M_2
26551,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L2,N2_1,L_1,M_2
26552,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L3,N2_1,L_1,M_2
26553,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L1,N2_1,L_1,M_2
26554,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L2,N2_1,L_1,M_2
26555,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L3,N2_1,L_1,M_2
26556,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L1,N2_1,L_1,M_2
26557,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L2,N2_1,L_1,M_2
26558,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L3,N2_1,L_1,M_2
26559,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L1,N2_1,L_2,M_1
26560,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L2,N2_1,L_2,M_1
26561,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L3,N2_1,L_2,M_1
26562,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L1,N2_1,L_2,M_1
26563,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L2,N2_1,L_2,M_1
26564,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L3,N2_1,L_2,M_1
26565,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L1,N2_1,L_2,M_1
26566,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L2,N2_1,L_2,M_1
26567,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L3,L3,N2_1,L_2,M_1
26568,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L1,N2_1,L_2,M_2
26569,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L2,N2_1,L_2,M_2
26570,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L1,L3,N2_1,L_2,M_2
26571,L1,L1,L3,L2,L3,L2,L2,L2,L2,C2_1,D2_1,F2_1,L2,L1,N2_1,L_2,M_2
