X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_n_winning_parties,plur_util_winner_avg,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,plur_util_max_med,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_max_avg,major_cond_eff,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,plur_vse,spat_med_entropy1,prop_strict_util_max,major_util_max_elec_rate,major_cond_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_max_med,tangian_raw_pop_body,prop_qual_util_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,plur_smith_eff,major_strict_med_pos,prop_strict_util_maxer_elected,prop_qual_min_govt_size,plur_util_eff_med,plur_cond_eff,spat_med_entropy2,major_util_eff_avg,plur_cond_paradox,spat_avg_entropy2,spat_med_entropy5,prop_strict_min_govt_unstable,spat_agg_dist_corr,plur_gallagher_index,prop_qual_n_parties_eff,prop_qual_util_maxer_elected,tangian_raw_uni_parties,prop_qual_single_party_win,plur_util_max_avg,tangian_adj_uni_parties,spat_char_corr2,major_util_winner_avg,tangian_adj_uni_body,plur_qual_social_util,spat_med_entropy4,prop_qual_med_pos,prop_strict_n_parties_eff,prop_strict_min_govt_elected,major_n_parties_eff,prop_qual_unanimity_rate,prop_qual_winner_smith,plur_n_parties_eff,plur_qual_nonzero_pos,plur_util_eff_avg,major_smith_eff,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,plur_strict_nonzero_pos,major_strict_social_util,major_n_winning_parties,prop_qual_util_max,spat_char_corr3,plur_qual_med_pos,plur_strict_med_pos,prop_qual_cond_paradox,spat_avg_entropy4,major_qual_social_util,plur_util_winner_med,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elected,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_n_parties,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,plur_strict_social_util,prop_qual_unanimity,major_util_eff_med,major_util_winner_med,spat_char_corr1,plur_util_max_elec_rate,tangian_adj_pop_body,prop_strict_n_winning_parties,spat_avg_entropy3,major_gallagher_index,plur_n_winning_parties,prop_qual_n_parties
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_3""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[7],[3.3969968000000007e6],Bool[0],Bool[1],[2],[0.8338111535819285],[2.0621776767676765e8],[0.5],[1],[2],[3.5239355555555485e6],[0.018180915268489663],[0.20320302],[0.5377892277851961],[0.9878743377815614],[3.526979733333334e6],[0.98],[1],[18],[0.9632723718892556],[0.9631461071055016],[6.041984457706555e-10],[2.0747716161616158e8],[0.34],[0],Bool[0],[0],[3.5239355555555485e6],[0.20300620000000003],[2.0496136363636363e8],[2],[2.8411793297006905e-10],Bool[1],[0.8],[0.0],Bool[0],[0],[0.9647463525916917],[0.8],[6.917467106548845e-11],[0.9633218681285243],[0],[7.525964241012406e-11],[1.0831542009250098e-10],Bool[0],[0.7132138935057439],[0.07342687300981843],[4.545454545454544],Bool[0],[0.0],Bool[0],[3.526979733333334e6],[0.0],[0.6798859542428596],[3.3974421333333347e6],[0.0],[3.0635934959349586e6],[5.265627450769969e-11],[0.0],[4.545454545454544],Bool[1],[4.62962962962963],[0.28],Bool[1],[4.355400696864111],[20],[0.963131009475052],[0.98],[1.0587690100815033e-10],Bool[0],Bool[1],[0],[2.4995081967213117e6],[0],[2.0747716161616158e8],[0.23386191696422887],[-1.0],[0.0],Bool[0],[6.081794147277055e-11],[2.997434343434343e6],[3.3628444444444496e6],[2],[5.622903931028777e-10],Bool[0],Bool[0],[0.20320302],[0.02],[7],Bool[0],[0.993929963521846],[0.0],[2.4995081967213117e6],[14],[0.9748574896743187],[3.3782977777777836e6],[0.6461518093782928],[0.26],[0.20300620000000003],[7],[2.83067542833696e-10],[0.06326567536982436],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","[""L0""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[7],[3.304032957746476e6],Bool[0],Bool[0],[3],[0.012320590469042719],[1.944152539682539e8],[-1.0],[4],[3],[3.375204225352116e6],[0.01272358943065988],[0.34893792],[-0.032338836181976596],[0.9804057281501684],[3.3726436619718284e6],[1.0],[2],[10],[0.9768154459013011],[0.9796566992834224],[1.145242835435997e-10],[2.023412857142857e8],[0.56],[0],Bool[0],[1],[3.375204225352116e6],[0.33907319999999996],[1.9837655555555552e8],[1],[1.1452289686376408e-10],Bool[1],[0.98],[0.0],Bool[0],[0],[1.0],[0.98],[1.1452407826489593e-10],[0.9772165885469818],[0],[1.1452457791078277e-10],[1.1452586862706475e-10],Bool[0],[-0.03799049795023478],[0.19195699968482527],[5.040322580645161],Bool[0],[0.0],Bool[0],[3.3726436619718284e6],[0.0],[-0.015550135100417984],[3.2944504225352085e6],[0.0],[2.9184883720930233e6],[1.1452450826294832e-10],[0.0],[5.040322580645161],Bool[1],[5.841121495327102],[0.26],Bool[0],[5.605381165919281],[10],[0.9798263916111105],[1.0],[1.1452497135505542e-10],Bool[0],Bool[1],[1],[2.24285e6],[0],[2.023412857142857e8],[-0.02212862309791035],[-1.0],[0.0],Bool[0],[1.14524546704762e-10],[2.9184883720930233e6],[3.297542253521117e6],[3],[1.1452416826880782e-10],Bool[0],Bool[0],[0.34893791999999996],[0.08],[7],Bool[0],[0.9608284007979287],[0.0],[2.24285e6],[13],[1.0],[3.2764718309859047e6],[-0.026101435915319823],[0.58],[0.33907319999999996],[7],[1.1452358836117992e-10],[0.18247928575046538],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_3""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","[""L0""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[6],[3.2919314705882333e6],Bool[0],Bool[0],[3],[0.07457139665731716],[2.0414835465116274e8],[-1.0],[0],[3],[3.3503504901960795e6],[0.01164454413019248],[0.20552358799999998],[0.04501503847487521],[0.9929011383280122],[3.3804271568627427e6],[1.0],[0],[20],[0.9767301133222025],[0.9738211527218237],[2.076726175642466e-10],[2.0414835465116274e8],[0.58],[0],Bool[0],[0],[3.3503504901960795e6],[0.20868540000000002],[2.0269913372093022e8],[1],[1.1124982228766738],Bool[1],[0.96],[0.0],Bool[1],[0],[1.0],[0.96],[0.4129950241267007],[0.9772251730105042],[0],[0.4380653273371967],[0.5204157704555472],Bool[0],[0.27348703194762397],[0.10020736204491165],[5.208333333333333],Bool[0],[0.0],Bool[0],[3.3804271568627427e6],[0.0],[0.3687084699753702],[3.3017649999999977e6],[0.0],[2.9881616161616165e6],[1.1861028768637523],[0.0],[5.208333333333333],Bool[1],[5.319148936170213],[0.2],Bool[0],[5.319148936170213],[20],[0.9742222250876267],[1.0],[0.4978014491532033],Bool[0],Bool[1],[0],[2.5343859649122804e6],[0],[2.0414835465116274e8],[0.19413150041196278],[-1.0],[0.0],Bool[0],[1.16850443690435],[2.8821443298969073e6],[3.3009264705882343e6],[3],[2.6854088340735663e-10],Bool[0],Bool[0],[0.20552358799999998],[0.0],[6],Bool[0],[1.0],[0.0],[2.5343859649122804e6],[10],[1.0],[3.308299019607843e6],[0.03693259420750881],[0.56],[0.2086854],[6],[1.1214180478997349],[0.09320469627652889],[0],[6]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L1""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_3""]","String3[""L3""]","String3[""L3""]","String3[""L1""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[3],[3.413554827586206e6],Bool[0],Bool[0],[3],[-0.005513410731899915],[2.0478992513368988e8],[0.0],[0],[3],[3.552859913793109e6],[0.012687727613721845],[0.204107512],[-0.0038262361821562564],[0.9934668932681661],[3.5409429310344816e6],[0.98],[0],[20],[0.9560580712258167],[0.9640242427146208],[1.1452314718638972e-10],[2.0478992513368988e8],[0.3],[0],Bool[0],[0],[3.552859913793109e6],[0.20092440000000003],[2.034520106951872e8],[1],[1.1452470608574086e-10],Bool[1],[0.92],[0.0],Bool[1],[0],[0.9632052983444592],[0.92],[1.1452365303331151e-10],[0.9561635832083892],[0],[1.1452392476510573e-10],[1.1452430672493791e-10],Bool[0],[0.01099148896471077],[0.14593511719939103],[5.040322580645161],Bool[0],[0.0],Bool[0],[3.5409429310344816e6],[0.0],[0.0020743622774600564],[3.3853470689655165e6],[0.0],[2.9067102803738313e6],[1.145240817258328e-10],[0.0],[5.040322580645161],Bool[1],[6.443298969072163],[0.2],Bool[0],[6.578947368421051],[20],[0.9640472875794893],[0.98],[1.1452417021546728e-10],Bool[0],Bool[1],[0],[2.580878787878788e6],[0],[2.0478992513368988e8],[0.011895123983239749],[1.0],[0.0],Bool[0],[1.1452506814929718e-10],[2.897816513761468e6],[3.3994590517241415e6],[3],[1.1452308034207982e-10],Bool[0],Bool[0],[0.20410751200000002],[0.0],[7],Bool[0],[1.0],[0.0],[2.580878787878788e6],[10],[0.9582837136386511],[3.3811810344827613e6],[0.0198762391353342],[0.36],[0.20092439999999998],[3],[1.1452453638523139e-10],[0.15199374471339272],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L3""]","String3[""L3""]","String3[""L3""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[3],[3.4899028571428563e6],Bool[0],Bool[0],[0],[0.28134166433519964],[1.7454238095238087e8],[0.0],[20],[1],[3.57314285714286e6],[0.17816890358358248],[0.34925678],[0.0023354835058445288],[0.8626646007805907],[3.575576571428571e6],[0.94],[7],[0],[0.9791699528499617],[0.9760391890442763],[2.5258679054683646e-10],[2.0232936507936507e8],[0.6],[0],Bool[0],[0],[3.57314285714286e6],[0.35502219999999995],[1.7454238095238087e8],[7],[1.36870459235774],Bool[0],[0.76],[0.0],Bool[0],[0],[0.999919447494608],[0.76],[0.47877056922755257],[0.9788251855725286],[0],[0.4671264170263499],[0.4719813549069689],Bool[0],[0.2618011994515927],[0.3959749386615269],[2.349624060150376],Bool[0],[0.0],Bool[1],[3.575576571428571e6],[0.0],[0.31191323988008],[3.5010971428571413e6],[0.0],[2.124315789473683e6],[1.3189013311552982],[0.0],[2.349624060150376],Bool[0],[1.2278978388998034],[0.4],Bool[0],[1.282051282051282],[0],[0.9760596783400172],[0.94],[0.4691018649912696],Bool[0],Bool[1],[0],[2.124315789473683e6],[0],[2.0232936507936507e8],[0.12023879018190156],[0.0],[0.0],Bool[0],[1.2686777957654625],[2.124315789473683e6],[3.5010928571428563e6],[1],[3.468597399715832e-10],Bool[1],Bool[0],[0.34925677999999993],[0.4],[7],Bool[1],[0.8626646007805907],[0.0],[2.124315789473683e6],[20],[1.0],[3.537135714285708e6],[-0.06674100075934072],[0.5],[0.3550222],[3],[1.3432804361442459],[0.4108917035521647],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[7],[2.500565e6],Bool[0],Bool[0],[0],[-0.024864196169176882],[1.4999715e8],[-2.0],[12],[2],[2.511725e6],[0.013873897217436797],[0.5000238],[-0.0090547554311217],[0.7999848],[2.513249e6],[0.96],[12],[20],[0.9955706736578827],[0.9949531463058375],[1.145239823516782e-10],[1.875e8],[0.22],[0],Bool[0],[20],[2.511725e6],[0.5004234000000001],[1.4999715e8],[12],[1.3013580945956231],Bool[0],[0.86],[-2.0],Bool[0],[0],[0.9958774737598461],[0.86],[0.5306684345159198],[0.9955827059009917],[0],[0.5306703745456861],[0.6931471804239606],Bool[0],[-0.012058967507950175],[0.36472554753403275],[4.545454545454544],Bool[0],[0.54],Bool[0],[2.513249e6],[0.54],[-0.028504442458127586],[2.502117e6],[0.531],[2.3398e6],[1.366638385732311],[0.0],[4.545454545454544],Bool[0],[1.2846865364850977],[0.24],Bool[0],[1.342642320085929],[20],[0.9949654317352007],[0.96],[0.6931471800967073],Bool[0],Bool[0],[20],[2.706846153846154e6],[0],[1.875e8],[0.0542183123666478],[2.0],[2.0],Bool[0],[1.3666361924756603],[2.706846153846154e6],[2.4991e6],[2],[1.1452445852854928e-10],Bool[0],Bool[0],[0.5000238],[0.24],[7],Bool[0],[0.7999848],[0.531],[2.3398e6],[12],[0.9961001310839324],[2.50025e6],[-0.02099044990644034],[0.18],[0.5004234000000001],[7],[1.3013569081884273],[0.37967186493602606],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_2""]","String7[""D2_3""]","String7[""F2_2""]","String3[""L1""]","String3[""L1""]","String3[""L1""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[7],[3.2757014925373113e6],Bool[0],Bool[0],[3],[0.7797635006727313],[1.982366129032259e8],[0.0],[4],[3],[3.3629179104477605e6],[0.00870913910785677],[0.34290887200000003],[0.7033373358147252],[1.0],[3.386443582089552e6],[0.9],[1],[5],[0.9628906687295592],[0.967298410008086],[1.0195114759767734],[2.022164516129034e8],[0.46],[0],Bool[0],[0],[3.3629179104477605e6],[0.34383600000000003],[2.022164516129034e8],[0],[1.3642498655504764],Bool[1],[0.78],[0.0],Bool[0],[0],[0.9946823553418103],[0.78],[1.0716229597710671],[0.9633710136098596],[0],[1.0233826732601605],[0.5811261813184212],Bool[0],[0.920033552971611],[0.0962871180584402],[6.038647342995169],Bool[1],[0.0],Bool[0],[3.386443582089552e6],[0.0],[0.7851706936458942],[3.260774925373133e6],[0.0],[2.5500833333333335e6],[1.4124736251961565],[0.0],[6.038647342995169],Bool[1],[4.9603174603174605],[0.28],Bool[0],[4.863813229571984],[3],[0.9676468487085285],[0.9],[0.5919691495599843],Bool[0],Bool[1],[0],[2.0073333333333335e6],[0],[2.022164516129034e8],[0.5750536699968902],[0.0],[0.0],Bool[0],[1.4147949733116962],[2.7877931034482755e6],[3.2818805970149273e6],[3],[1.007320896996841],Bool[0],Bool[0],[0.34290887200000003],[0.08],[7],Bool[0],[0.9803189172892027],[0.0],[2.0073333333333335e6],[14],[0.992198967879693],[3.2771791044776132e6],[0.3499590622101656],[0.48],[0.34383600000000003],[7],[1.3503390735639067],[0.08723949279999284],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_3""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L2""]","String3[""L3""]","String3[""L1""]","[""L0""]","String3[""L3""]","[""L0""]","[""L0""]","[""L0""]",[-2.0],[1],[2.499501e6],Bool[0],Bool[0],[0],[0.8464026371294501],[1.2512175e8],[2.0],[20],[1],[2.513375e6],[0.03464101615137757],[0.50046424],[0.5956087314946162],[0.667316],[2.514513e6],[1.0],[20],[20],[0.9940903069500934],[0.9940298578690984],[0.9140273004815129],[1.875e8],[0.08],[0],Bool[0],[20],[2.513375e6],[0.4999306],[1.2512175e8],[20],[1.487740488372194],Bool[0],[0.98],[2.0],Bool[0],[0],[0.9945555369948336],[0.98],[0.9255618049327501],[0.9940997563082569],[0],[0.8800358045321569],[0.6275094214806796],Bool[0],[0.9022016159847845],[0.10367486368450164],[1.0841283607979184],Bool[0],[0.547],Bool[1],[2.514513e6],[0.547],[0.7874698403943509],[2.499653e6],[0.498],[2.820375e6],[1.4415271386895652],[-2.0],[1.0841283607979184],Bool[0],[1.971608832807571],[0.4],Bool[0],[1.971608832807571],[20],[0.9940392840678001],[1.0],[0.6362270455404291],Bool[0],Bool[0],[20],[2.815125e6],[0],[1.875e8],[0.35448538600541785],[2.0],[2.0],Bool[0],[1.430036859934479],[2.815125e6],[2.49995e6],[1],[0.9048345147485096],Bool[0],Bool[0],[0.50046424],[0.4],[7],Bool[1],[0.667316],[0.498],[2.820375e6],[20],[0.9945555369948336],[2.49995e6],[0.43205356738627715],[0.08],[0.4999306],[1],[1.481528941131296],[0.10367486368450164],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String7[""C2_2""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L3""]","String3[""L2""]","String3[""L3""]","[""L0""]","String3[""L2""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[7],[2.502429e6],Bool[0],Bool[0],[0],[0.02856637667455946],[1.5627805e8],[2.0],[10],[2],[2.511875e6],[0.01632366527468633],[0.500104],[-0.007394943771878046],[0.8334829333333333],[2.513235e6],[0.94],[10],[20],[0.9959064711417754],[0.9957003622820787],[1.1452495780604477e-10],[1.875e8],[0.24],[0],Bool[0],[20],[2.511875e6],[0.5005894000000001],[1.5627805e8],[10],[1.5035882163916006],Bool[0],[0.84],[2.0],Bool[0],[0],[0.9969695355763102],[0.84],[0.5654574928577522],[0.9959178494965003],[0],[0.5654587735938783],[0.6931471804820823],Bool[0],[0.03446257434246171],[0.41380775977257844],[4.545454545454544],Bool[0],[0.54],Bool[0],[2.513235e6],[0.54],[0.013958168077284812],[2.502947e6],[0.5309999999999999],[2.362941176470588e6],[1.4812826612044434],[0.0],[4.545454545454544],Bool[0],[1.17813383600377],[0.2],Bool[0],[1.1759172154280337],[20],[0.9957115482976917],[0.94],[0.6931471802697402],Bool[0],Bool[0],[20],[2.663866666666667e6],[0],[1.875e8],[0.031725881212635816],[2.0],[2.0],Bool[0],[1.4812845525803915],[2.663866666666667e6],[2.502875e6],[2],[1.14525204953011e-10],Bool[0],Bool[0],[0.500104],[0.2],[7],Bool[0],[0.8334829333333333],[0.5309999999999999],[2.362941176470588e6],[10],[0.9974671144663781],[2.503325e6],[-0.015249179363376407],[0.18],[0.5005894000000001],[7],[1.5035896252945502],[0.41271111209658506],[0],[7]
"String3[""L1""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_3""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","[""L0""]","String3[""L1""]","[""L0""]","[""L0""]","[""L0""]",[0.0],[2],[3.3002687804878075e6],Bool[0],Bool[1],[0],[0.07300853157354559],[1.5913380147058824e8],[0.0],[20],[1],[3.401970731707312e6],[0.008319999999999994],[0.21357284000000004],[0.2250878849497297],[1.0],[3.417900585365858e6],[1.0],[13],[20],[0.9666520720564418],[0.9655836084344569],[1.1900655961131188e-10],[1.5913380147058824e8],[0.42],[0],Bool[0],[0],[3.401970731707312e6],[0.20670819999999998],[1.5913380147058824e8],[13],[1.3024454827810903],Bool[0],[0.94],[0.0],Bool[1],[0],[0.9800903626057424],[0.94],[0.7295793662897674],[0.966816026938631],[0],[0.6534782702695477],[0.5469827138150699],Bool[0],[0.3131800720800176],[0.06832000000000002],[1.7241379310344829],Bool[1],[0.0],Bool[1],[3.417900585365858e6],[0.0],[0.2396212489570365],[3.3039206829268318e6],[0.0],[3.0376759259259263e6],[1.2191692798783598],[0.0],[1.7241379310344829],Bool[0],[1.5743073047858942],[0.4],Bool[1],[1.5743073047858942],[20],[0.9657419038597024],[1.0],[0.4914738840341655],Bool[0],Bool[1],[0],[2.717913793103448e6],[0],[1.5913380147058824e8],[0.15739339031407135],[-1.0],[0.0],Bool[0],[1.1952347438671236],[2.8773163265306125e6],[3.311880487804879e6],[1],[1.5710004520880213e-10],Bool[1],Bool[0],[0.21357283999999999],[0.4],[2],Bool[1],[1.0],[0.0],[2.717913793103448e6],[20],[0.9870341692712442],[3.311880487804879e6],[0.21859369681685706],[0.42],[0.20670820000000004],[2],[1.2417747003673643],[0.06832000000000002],[0],[2]
