U,A_j,alpha,threshold,mean_I,median_I,std_I
0.6,0.0,0.0,0.1,-0.0016170918393569286,0.0007318795857596367,0.03896452308375886
0.6,0.0,0.0,0.2,-0.00484219714667284,-0.008058719865200072,0.021980704561540193
0.6,0.0,0.0,0.3,-0.0034209093871064144,-0.0051844603268981215,0.013822282360733112
0.6,0.0,0.25,0.1,-0.005497829206687062,-0.010414348959981239,0.04507785673087676
0.6,0.0,0.25,0.2,-0.005848468340651618,-0.007411554096414239,0.020603698646501308
0.6,0.0,0.25,0.3,-0.005786251677095424,-0.006150816830607673,0.01084044248264711
0.6,0.0,0.5,0.1,-0.0032698376252493387,-0.004581495675536183,0.041445455292609186
0.6,0.0,0.5,0.2,-0.007243718038263601,-0.00563281153440945,0.01680064814218028
0.6,0.0,0.5,0.3,-0.006393867881914142,-0.007532920115439943,0.014002064524922819
0.6,0.0,0.75,0.1,-0.008978048384389847,-0.013018882120517966,0.03857523092052043
0.6,0.0,0.75,0.2,-0.0053069843743665124,-0.009673450744824907,0.02086089125088949
0.6,0.0,0.75,0.3,-0.005085159111308143,-0.005217904066762493,0.012211648340912847
0.6,0.0,1.0,0.1,0.00013695786932095707,0.003716492665649389,0.04091315418394268
0.6,0.0,1.0,0.2,-0.003773186992552859,-0.0066494263960219895,0.021008869362195655
0.6,0.0,1.0,0.3,-0.004521196913312373,-0.005855944132646616,0.013257816329999098
0.6,0.5,0.0,0.1,0.7519725357000414,0.760460254575978,0.12240076255678572
0.6,0.5,0.0,0.2,0.578034443396269,0.588057288995493,0.14888877290618713
0.6,0.5,0.0,0.3,0.4840758784903682,0.5000263552480777,0.18916216939990796
0.6,0.5,0.25,0.1,0.7238741930119371,0.7236292935624031,0.13713520004133384
0.6,0.5,0.25,0.2,0.5765465104985856,0.5893646718167556,0.16501143182416494
0.6,0.5,0.25,0.3,0.45669558192725723,0.4621203870640097,0.17333459421398595
0.6,0.5,0.5,0.1,0.7268453961656882,0.7306938701237136,0.13104644679795446
0.6,0.5,0.5,0.2,0.5711641596508119,0.6061348186884641,0.18004087367269206
0.6,0.5,0.5,0.3,0.49529062624142084,0.5158747906816914,0.1838135884139143
0.6,0.5,0.75,0.1,0.7350381123410402,0.7239372076166462,0.11647041600172392
0.6,0.5,0.75,0.2,0.5682041176952227,0.5802188175098274,0.19351185697657217
0.6,0.5,0.75,0.3,0.4736374990697787,0.47581936666412566,0.1865625997323869
0.6,0.5,1.0,0.1,0.7372377470564467,0.7519361245124545,0.14733912328463056
0.6,0.5,1.0,0.2,0.5582356549582775,0.5567905668155412,0.15825020751563085
0.6,0.5,1.0,0.3,0.4595900505387923,0.4400831659953248,0.18251174578216087
0.6,1.0,0.0,0.1,0.7206318128287026,0.7242657844104508,0.13939269651368613
0.6,1.0,0.0,0.2,0.5738978290016484,0.5791128151163325,0.15979930752403151
0.6,1.0,0.0,0.3,0.4549490029923232,0.4407253801509109,0.198054368713479
0.6,1.0,0.25,0.1,0.708242801725702,0.7202387851204566,0.13879274882598966
0.6,1.0,0.25,0.2,0.5607271007643583,0.5758696278768223,0.15882490497733584
0.6,1.0,0.25,0.3,0.43435417543436755,0.42455623966647993,0.18296872368327996
0.6,1.0,0.5,0.1,0.7117158299189452,0.7171639370973274,0.13175717058869305
0.6,1.0,0.5,0.2,0.6017816760477791,0.6244426070481615,0.1515626674941263
0.6,1.0,0.5,0.3,0.4256170367060126,0.38518192947866586,0.18855392904712198
