X,Y,Z,E,A,B,C,D,F,G,H,I,J,K,L,M,N,prop_strict_med_pos,prop_qual_n_winning_parties,plur_util_winner_avg,prop_qual_min_govt_unstable,prop_qual_condorcet_winner,prop_strict_min_govt_size,spat_char_corr4,prop_strict_util_winner,major_qual_med_pos,prop_strict_unanimity,prop_qual_coalition_size,plur_util_max_med,prop_gallagher_index,tangian_adj_pop_parties,spat_char_corr5,prop_qual_util_eff,major_util_max_avg,major_cond_eff,prop_strict_nonzero_pos,major_qual_nonzero_pos,major_vse,plur_vse,spat_med_entropy1,prop_strict_util_max,major_util_max_elec_rate,major_cond_paradox,prop_qual_elec_failed,major_strict_nonzero_pos,major_util_max_med,tangian_raw_pop_body,prop_qual_util_winner,prop_qual_nonzero_pos,spat_med_entropy3,prop_strict_cond_paradox,plur_smith_eff,major_strict_med_pos,prop_strict_util_maxer_elected,prop_qual_min_govt_size,plur_util_eff_med,plur_cond_eff,spat_med_entropy2,major_util_eff_avg,plur_cond_paradox,spat_avg_entropy2,spat_med_entropy5,prop_strict_min_govt_unstable,spat_agg_dist_corr,plur_gallagher_index,prop_qual_n_parties_eff,prop_qual_util_maxer_elected,tangian_raw_uni_parties,prop_qual_single_party_win,plur_util_max_avg,tangian_adj_uni_parties,spat_char_corr2,major_util_winner_avg,tangian_adj_uni_body,plur_qual_social_util,spat_med_entropy4,prop_qual_med_pos,prop_strict_n_parties_eff,prop_strict_min_govt_elected,major_n_parties_eff,prop_qual_unanimity_rate,prop_qual_winner_smith,plur_n_parties_eff,plur_qual_nonzero_pos,plur_util_eff_avg,major_smith_eff,spat_avg_entropy5,prop_strict_elec_failed,prop_strict_winner_smith,plur_strict_nonzero_pos,major_strict_social_util,major_n_winning_parties,prop_qual_util_max,spat_char_corr3,plur_qual_med_pos,plur_strict_med_pos,prop_qual_cond_paradox,spat_avg_entropy4,major_qual_social_util,plur_util_winner_med,prop_strict_coalition_size,spat_avg_entropy1,prop_strict_condorcet_winner,prop_qual_min_govt_elected,tangian_raw_pop_parties,prop_strict_unanimity_rate,prop_strict_n_parties,prop_strict_single_party_win,prop_strict_util_eff,tangian_raw_uni_body,plur_strict_social_util,prop_qual_unanimity,major_util_eff_med,major_util_winner_med,spat_char_corr1,plur_util_max_elec_rate,tangian_adj_pop_body,prop_strict_n_winning_parties,spat_avg_entropy3,major_gallagher_index,plur_n_winning_parties,prop_qual_n_parties,prop_true_gallagher_index,maj_true_gallagher_index,plur_true_gallagher_index
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_1""]",[-2.0],[3],[2.499279e6],Bool[0],Bool[0],[0],[0.6264715223838717],[1.18427e8],[0.0],[20],[1],[2.50935e6],[0.011966362404720198],[0.500030504],[0.33146415090090653],[0.6923362837685451],[2.510001e6],[0.98],[20],[20],[0.9958183283592317],[0.9957282885544667],[0.8632670940121211],[1.710541578947368e8],[0.22],[0],Bool[0],[20],[2.50935e6],[0.499901],[1.18427e8],[20],[1.5035051847142662],Bool[0],[0.92],[0.0],Bool[0],[0],[0.9971862510323974],[0.92],[0.7160439932310234],[0.9958205278911347],[0],[0.7237161612187083],[0.5871009978132693],Bool[0],[0.7672557185015243],[0.07963892686368898],[1.385809312638581],Bool[0],[0.5800000000000001],Bool[1],[2.510001e6],[0.5800000000000001],[0.6553126408954283],[2.499505e6],[0.505],[2.4985555555555555e6],[1.2763627938355568],[-2.0],[1.385809312638581],Bool[0],[1.172607879924953],[0.4],Bool[0],[1.172607879924953],[20],[0.995730331117382],[0.98],[0.5749658937998383],Bool[0],Bool[0],[20],[2.493333333333333e6],[2],[1.710541578947368e8],[0.30964734349764855],[0.0],[0.0],Bool[0],[1.2787266950064202],[2.493333333333333e6],[2.500625e6],[1],[0.858812629067434],Bool[0],Bool[0],[0.500030504],[0.4],[3],Bool[1],[0.6923362837685451],[0.505],[2.4985555555555555e6],[20],[0.9971862510323974],[2.500625e6],[0.42803496438807376],[0.22],[0.499901],[3],[1.487786216121323],[0.07963892686368898],[2],[3],[0.010421068659211467],[0.07963892686368898],[0.07963892686368898]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_2""]",[0.0],[3],[3.6275763380281758e6],Bool[0],Bool[0],[0],[0.3891288462337421],[1.5601508e8],[0.0],[20],[1],[3.750105633802833e6],[0.010941136621221259],[0.373725996],[0.12803810487885953],[0.8388464953907689],[3.7685673239436764e6],[0.94],[9],[1],[0.9647408130739544],[0.9625876430494656],[1.2668624601892162e-10],[1.8598764e8],[0.32],[0],Bool[0],[0],[3.750105633802833e6],[0.3830772],[1.5601508e8],[9],[1.8002369371250877e-10],Bool[0],[0.76],[0.0],Bool[0],[0],[0.9643627371560395],[0.76],[1.4929694374335391e-10],[0.9644036393665778],[0],[2.1421927808932317e-10],[1.4455334449474934e-10],Bool[0],[0.24521669243710764],[0.06269568304117916],[2.3191094619666046],Bool[0],[0.48600000000000004],Bool[1],[3.7685673239436764e6],[0.48600000000000004],[0.06305161636681789],[3.635690704225359e6],[0.466],[2.559e6],[1.4470437616570374e-10],[0.0],[2.3191094619666046],Bool[0],[2.166377816291161],[0.4],Bool[0],[2.035830618892508],[0],[0.9622440786900338],[0.94],[2.611553648052285e-10],Bool[0],Bool[1],[0],[2.559e6],[3],[1.8598764e8],[0.0038676715802470315],[0.0],[0.0],Bool[0],[2.318549070534617e-10],[2.664857142857143e6],[3.6084577464788775e6],[1],[1.453562240536375e-10],Bool[1],Bool[0],[0.373725996],[0.4],[3],Bool[1],[0.8388464953907689],[0.466],[2.559e6],[20],[0.9722153735870493],[3.604929577464793e6],[-0.03715157830467134],[0.34],[0.3830772],[3],[2.572067269927647e-10],[0.03416004496484164],[3],[3],[0.006825589498351077],[0.03416004496484164],[0.06269568304117916]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_2""]",[0.0],[3],[3.3218829032258405e6],Bool[0],Bool[0],[0],[0.5821719604018564],[1.9109228846153843e8],[0.0],[11],[2],[3.471637096774226e6],[0.006306960701517054],[0.375720692],[-0.00552818551706377],[0.9520026519036369],[3.461344838709706e6],[0.9],[2],[2],[0.9633194966453945],[0.9597087427048],[0.9455073634248412],[2.0072663461538455e8],[0.42],[0],Bool[0],[0],[3.471637096774226e6],[0.3673068],[1.9109228846153843e8],[2],[1.0419084650949424],Bool[0],[0.72],[0.0],Bool[0],[0],[0.9780643281948569],[0.72],[0.8952854146154716],[0.9634142744584393],[0],[0.8986821465837851],[0.6352569516426577],Bool[0],[0.8329139347718575],[0.007652404589408465],[2.7964205816554806],Bool[0],[0.0],Bool[0],[3.461344838709706e6],[0.0],[0.6390892392235697],[3.334380967741968e6],[0.025],[2.4269e6],[1.3926812419077623],[0.0],[2.7964205816554806],Bool[0],[2.900232018561485],[0.36],Bool[0],[2.7964205816554806],[1],[0.9598906969760286],[0.9],[0.6310099357692915],Bool[0],Bool[1],[0],[2.134555555555556e6],[3],[2.0072663461538455e8],[0.7096222007437963],[0.0],[0.0],Bool[0],[1.3858234428170741],[2.641545454545454e6],[3.3265483870968116e6],[2],[0.943645883785623],Bool[1],Bool[0],[0.375720692],[0.22],[3],Bool[1],[0.9520026519036369],[0.025],[2.134555555555556e6],[18],[0.9842829057119096],[3.33729838709681e6],[0.6318482889375379],[0.34],[0.36730680000000004],[3],[1.0515250391096203],[0.04098193865594941],[3],[3],[0.007652404589408465],[0.04098193865594941],[0.007652404589408465]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L1""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_1""]",[0.0],[1],[2.500872e6],Bool[0],Bool[0],[0],[0.059337738988810236],[1.250383e8],[2.0],[20],[1],[2.51045e6],[0.014580955193210806],[0.500145576],[0.06317498409681771],[0.7144682356154458],[2.509924e6],[1.0],[20],[20],[0.9963935162977047],[0.9963935162977047],[1.6242996991527121e-10],[1.750089e8],[0.3],[0],Bool[0],[20],[2.51045e6],[0.5001743999999999],[1.250383e8],[20],[1.9852976927068488e-10],Bool[0],[1.0],[2.0],Bool[0],[0],[0.9967103872951947],[1.0],[1.5819508947787432e-10],[0.996395233633836],[0],[2.2690761971769429e-10],[1.4757649022017e-10],Bool[0],[0.13654638904042457],[0.025257032921544856],[1.0407993338884265],Bool[0],[0.549],Bool[1],[2.509924e6],[0.549],[0.2075440410841564],[2.500872e6],[0.522],[2.4820625e6],[1.1584565395419413e-10],[0.0],[1.0407993338884265],Bool[0],[1.127141568981064],[0.4],Bool[0],[1.127141568981064],[20],[0.996395233633836],[1.0],[2.040787198679445e-10],Bool[0],Bool[0],[20],[2.4820625e6],[2],[1.750089e8],[0.0802752280579777],[2.0],[2.0],Bool[0],[1.802152060633004e-10],[2.4820625e6],[2.5019e6],[1],[1.8410083724652782e-10],Bool[0],Bool[0],[0.500145576],[0.4],[3],Bool[1],[0.7144682356154458],[0.522],[2.4820625e6],[20],[0.9967103872951947],[2.5019e6],[0.02630493128650146],[0.3],[0.5001743999999999],[1],[3.706075363453153e-10],[0.025257032921544856],[2],[3],[0.014794516281379398],[0.025257032921544856],[0.025257032921544856]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_1""]",[2.0],[3],[2.499712e6],Bool[0],Bool[0],[0],[0.5897023283614263],[1.250706e8],[0.0],[20],[1],[2.5089e6],[0.007436661913401975],[0.5001292959999999],[0.49334208137098123],[0.7408673740029482],[2.51086e6],[0.98],[20],[20],[0.9956811610364577],[0.9955600869821496],[0.80550093909235],[1.6881645e8],[0.06],[0],Bool[0],[20],[2.5089e6],[0.5000032],[1.250706e8],[20],[1.5322443457399895],Bool[0],[0.9],[0.0],Bool[0],[0],[0.9964976378935188],[0.9],[0.9530042353798657],[0.9956828253628848],[0],[0.9398233303636022],[0.4603445762033421],Bool[0],[0.6995694784330119],[0.0696438955831737],[1.993620414673046],Bool[0],[0.554],Bool[1],[2.51086e6],[0.554],[0.39182693044211026],[2.500016e6],[0.524],[2.491333333333333e6],[1.4992754640114465],[2.0],[1.993620414673046],Bool[0],[1.9716088328075707],[0.4],Bool[0],[1.950078003120125],[20],[0.9955623063957453],[0.98],[0.49009320904001075],Bool[0],Bool[0],[20],[2.3209333333333335e6],[2],[1.6881645e8],[0.6699026582546147],[-2.0],[-2.0],Bool[0],[1.4844899600692663],[2.3209333333333335e6],[2.4996e6],[1],[0.8000422466149874],Bool[0],Bool[0],[0.5001292959999999],[0.4],[3],Bool[1],[0.7408673740029482],[0.524],[2.491333333333333e6],[20],[0.9964976378935188],[2.50015e6],[0.11535741917800137],[0.08],[0.5000032],[3],[1.5231223817756472],[0.08696316571974595],[2],[3],[0.004736263506182883],[0.08696316571974595],[0.0696438955831737]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L2""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_1""]",[-2.0],[2],[2.499593e6],Bool[0],Bool[0],[0],[0.14516044882762236],[1.2500705e8],[0.0],[20],[1],[2.509125e6],[0.013911208559323457],[0.5000015120000001],[0.3117901176884906],[0.7408125900221727],[2.509853e6],[1.0],[20],[20],[0.995732817818414],[0.9959121111873883],[2.115697499037594e-10],[1.6874315e8],[0.14],[0],Bool[0],[20],[2.509125e6],[0.4998286],[1.2500705e8],[20],[2.4496183602689567e-10],Bool[0],[0.98],[0.0],Bool[0],[0],[0.9962374365948574],[0.98],[9.793584153489743e-11],[0.9957369509390976],[0],[1.2180487425578169e-10],[1.7986877434800874e-10],Bool[0],[0.3363555870946798],[0.07800158685565313],[1.5743073047858942],Bool[0],[0.526],Bool[1],[2.509853e6],[0.526],[0.09533532311974127],[2.499143e6],[0.49],[2.5078571428571427e6],[1.3547724136137865e-10],[-2.0],[1.5743073047858942],Bool[0],[1.4188422247446086],[0.4],Bool[0],[1.4188422247446086],[20],[0.9959164053975439],[1.0],[2.644230148916327e-10],Bool[0],Bool[0],[20],[2.504375e6],[2],[1.6874315e8],[0.18505062995364763],[2.0],[2.0],Bool[0],[2.959129661373389e-10],[2.504375e6],[2.498775e6],[1],[2.436899544108471e-10],Bool[0],Bool[0],[0.5000015120000001],[0.4],[3],Bool[1],[0.7408125900221727],[0.49],[2.5078571428571427e6],[20],[0.9961179016954556],[2.498525e6],[0.2142387554014189],[0.16],[0.4998286],[2],[3.242321684303628e-10],[0.07800158685565313],[2],[3],[0.023346253489585876],[0.07800158685565313],[0.07800158685565313]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_2""]",[0.0],[3],[3.439101333333333e6],Bool[0],Bool[1],[0],[0.28501712400216156],[1.6632004e8],[0.0],[11],[2],[3.603625000000002e6],[0.0030510829608445243],[0.36213758399999996],[0.13735715260197226],[1.0],[3.6074859999999986e6],[0.66],[7],[0],[0.96258982940844],[0.953323542581547],[1.3042942428854798e-10],[1.9131512e8],[0.46],[0],Bool[0],[0],[3.603625000000002e6],[0.3971358],[1.9131512e8],[2],[3.4242972614838523e-10],Bool[0],[0.54],[0.0],Bool[0],[0],[0.9773813776807733],[0.54],[1.7077247345657725e-10],[0.9634143921494666],[0],[3.194409334317552e-10],[3.4258363339076037e-10],Bool[0],[0.32101120238511793],[0.03568228266240826],[2.5933609958506225],Bool[1],[0.43999999999999995],Bool[0],[3.6074859999999986e6],[0.43999999999999995],[0.019975926536901424],[3.472529333333334e6],[0.55],[2.567777777777778e6],[2.0337297456723633e-10],[0.0],[2.5933609958506225],Bool[0],[2.196836555360281],[0.34],Bool[1],[2.413127413127413],[0],[0.9545664147238321],[0.66],[4.501362202546354e-10],Bool[0],Bool[1],[0],[2.567777777777778e6],[3],[1.9131512e8],[0.17179163464009764],[0.0],[0.0],Bool[0],[8.034567904842427e-10],[2.567777777777778e6],[3.4403750000000154e6],[2],[1.4952158448268243e-10],Bool[1],Bool[0],[0.362137584],[0.22],[3],Bool[1],[0.869351256711963],[0.55],[2.567777777777778e6],[17],[0.9809041018555679],[3.5144500000000047e6],[0.05203239219352361],[0.38],[0.3971358],[3],[4.756029696063451e-10],[0.08329240839356253],[3],[3],[0.004320335172182828],[0.08329240839356253],[0.03568228266240826]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_2""]","String7[""D2_2""]","String7[""F2_2""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_2""]",[0.0],[3],[3.3223563934426215e6],Bool[0],Bool[0],[0],[0.8880155940881572],[1.5515101785714287e8],[0.0],[20],[1],[3.5083278688524533e6],[0.015594665252198594],[0.341239208],[0.6809750016339068],[0.8126257326738519],[3.531923606557377e6],[0.66],[12],[2],[0.9461678199415219],[0.9406648510953994],[0.9754449487375194],[1.9092555357142854e8],[0.32],[0],Bool[0],[0],[3.5083278688524533e6],[0.3720146],[1.5515101785714287e8],[12],[1.3277797189124951],Bool[0],[0.48],[0.0],Bool[0],[0],[0.9423779150548626],[0.48],[0.79555101903883],[0.9463970805714159],[0],[0.7779220856500589],[0.2844106947569116],Bool[0],[0.9035635871762555],[0.07433436104521249],[1.7908309455587397],Bool[0],[0.0],Bool[1],[3.531923606557377e6],[0.0],[0.6123020099314002],[3.341792459016391e6],[0.040999999999999995],[2.7731904761904767e6],[1.4988615671931438],[0.0],[1.7908309455587397],Bool[0],[2.0938023450586263],[0.4],Bool[0],[2.181500872600349],[2],[0.9409316050743066],[0.66],[0.2972791551188224],Bool[0],Bool[1],[0],[2.421166666666666e6],[3],[1.9092555357142854e8],[0.7351387855499752],[0.0],[0.0],Bool[0],[1.4495855903490604],[2.830045454545455e6],[3.286377049180328e6],[1],[0.9712201865020771],Bool[1],Bool[0],[0.34123920799999996],[0.4],[3],Bool[1],[0.8126257326738519],[0.040999999999999995],[2.421166666666666e6],[20],[0.9506754845273642],[3.3230409836065564e6],[0.1872202840212328],[0.26],[0.3720146],[3],[1.3638448516093127],[0.059066718480037486],[3],[3],[0.013044432988827038],[0.059066718480037486],[0.07433436104521249]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L3""]","String3[""L3""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L1""]","String3[""L1""]","String3[""L3""]","String3[""L2""]","String3[""L1""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_1""]",[0.0],[5],[2.498866e6],Bool[0],Bool[1],[0],[0.7419720247449224],[1.5132578947368434e8],[-2.0],[10],[2],[2.507125e6],[0.009089195798150502],[0.50001136],[0.4418946438303901],[0.8363804660033096],[2.507068e6],[0.98],[10],[20],[0.9966024056786653],[0.9967284493280597],[1.0032303510365366],[1.8092936842105246e8],[0.26],[0],Bool[0],[20],[2.507125e6],[0.49971000000000004],[1.5132578947368434e8],[10],[1.4785741732758062],Bool[0],[0.98],[-2.0],Bool[0],[0],[0.9973553715391585],[0.98],[1.0087513065871312],[0.9966038477178546],[0],[0.9712843759411356],[0.41955540822080245],Bool[0],[0.8166698490849046],[0.07813472385565842],[4.098360655737705],Bool[0],[0.518],Bool[0],[2.507068e6],[0.518],[0.42126637378248877],[2.49855e6],[0.49599999999999994],[2.657666666666667e6],[1.4467352916002691],[0.0],[4.098360655737705],Bool[0],[4.098360655737705],[0.2],Bool[1],[3.930817610062892],[20],[0.9967301618242623],[0.98],[0.3925481614342494],Bool[0],Bool[1],[20],[2.486928571428571e6],[5],[1.8092936842105246e8],[0.6379237505036955],[-2.0],[-2.0],Bool[0],[1.3295795963693717],[2.486928571428571e6],[2.498175e6],[2],[1.0047608360851643],Bool[1],Bool[0],[0.50001136],[0.2],[5],Bool[0],[0.8363804660033096],[0.49599999999999994],[2.657666666666667e6],[10],[0.9970218701271819],[2.4979e6],[0.46128243313849776],[0.28],[0.49971000000000004],[5],[1.4807861794768593],[0.07874868298581252],[5],[5],[0.010365089097542779],[0.07874868298581252],[0.07813472385565842]
"String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L2""]","String3[""L1""]","String3[""L2""]","String7[""C2_1""]","String7[""D2_1""]","String7[""F2_1""]","String3[""L2""]","String3[""L1""]","String3[""L3""]","String3[""L1""]","String3[""L3""]","String3[""L_1""]","String3[""M_1""]","String7[""N2_1""]",[2.0],[3],[2.502345e6],Bool[0],Bool[0],[0],[0.06448706997595263],[1.314968947368421e8],[-2.0],[20],[1],[2.51175e6],[0.017492443425146185],[0.49969655999999996],[0.04477761249280699],[0.7842182742710071],[2.512811e6],[0.96],[20],[20],[0.9955810444955868],[0.9958349434159592],[2.785779755688955e-10],[1.6767894736842093e8],[0.22],[0],Bool[0],[20],[2.51175e6],[0.5003413999999999],[1.314968947368421e8],[20],[1.4046063548857344e-10],Bool[0],[0.86],[-2.0],Bool[0],[0],[0.9967145328943862],[0.86],[2.2072478993215542e-10],[0.9955875971104052],[0],[3.4338290304508024e-10],[2.3186491856883662e-10],Bool[0],[0.006064666681953919],[0.13563446930629397],[1.576292559899117],Bool[0],[0.488],Bool[1],[2.512811e6],[0.488],[0.039323595385024473],[2.501707e6],[0.532],[2.647733333333333e6],[3.7682454333657673e-10],[2.0],[1.576292559899117],Bool[0],[1.127141568981064],[0.4],Bool[0],[1.172607879924953],[20],[0.9958392440561887],[0.96],[3.2101914072302533e-10],Bool[0],Bool[0],[20],[2.4898571428571427e6],[2],[1.6767894736842093e8],[-0.010397299686777987],[-2.0],[-2.0],Bool[0],[4.119828439328601e-10],[2.4898571428571427e6],[2.502325e6],[1],[3.8671993348254963e-10],Bool[0],Bool[0],[0.49969655999999996],[0.4],[3],Bool[1],[0.7842182742710071],[0.532],[2.647733333333333e6],[20],[0.9964216262757479],[2.5016e6],[-0.06611231022108302],[0.22],[0.5003413999999999],[3],[2.356664544273648e-10],[0.1529959125728527],[2],[3],[0.015432085536310376],[0.1529959125728527],[0.13563446930629397]
